,turtle,fish,bee,frog,rabbit,cow,cat,dog,raccoon,monkey,rhinoceros,giraffe,elephant,leopard,penguin,tiger,bird,sheep,lion,alligator,bear,deer,goat,horse,squirrel,camel,ant,kangaroo,donkey,zebra
38014,-0.0017745402,-0.0016825212,0.009178613,0.050281476,-0.013531649,-0.006067132,-0.00989757,-0.014305501,0.0150587475,-0.037977517,0.0069225673,0.0056868256,-0.012940208,-0.0025787286,0.018955458,0.042637378,-0.046357762,-0.020961946,-0.039780647,0.011749911,0.0020137802,0.027553469,-0.023801407,0.008636813,-0.0073270034,-0.045533102,0.020765344,0.005785745,0.012387212,-0.037006706
38015,0.0034188777,-0.008907921,0.018441979,0.028332636,-0.010766373,-0.006479827,0.0018069645,0.00080341595,0.005515816,-0.016940737,0.0019429574,-0.013774983,0.016552353,-0.0031059794,0.023472771,0.027245834,-0.024874724,-0.005599274,-0.005751018,0.022528825,-0.011296779,0.017393375,0.017874645,0.000289759,-0.0097681545,-0.058598295,0.0010820773,-0.009724724,0.015492052,-0.028624743
38049,-0.011330366,-0.018665545,0.02625341,0.014703522,0.0033609727,0.009711967,0.0010331658,0.0080916695,0.025382215,0.009524189,-0.005317852,-0.0015977606,0.0063592386,0.023343427,0.011021178,0.04819286,-0.028166184,-0.01979038,-0.007708311,0.019592693,-0.021579117,-0.0053638364,0.0017334142,-4.2605214e-05,-0.0042447355,-0.024338312,0.005445078,0.0049685803,0.018024048,-0.012898661
41354,-0.029027907,0.018928513,0.010339496,-0.0010126065,0.01267326,-0.006752856,-0.0018510321,0.006135916,-0.014011048,0.02279672,0.015012517,0.009385871,-0.032486673,0.044941645,0.01184604,0.054565776,0.021114798,-0.040615525,0.03819255,0.020285692,-0.022164904,-0.026214568,0.0043302123,-0.016986147,0.014195443,0.0061266567,-0.0010593155,0.00306631,0.019416185,-0.0044047195
41355,0.012139349,0.029733859,-0.0016993164,0.013830877,-0.005113478,0.010330905,0.00826211,-0.034011398,0.034675457,0.0248803,-0.007974274,-0.001039546,-0.012851139,0.049885612,0.025180599,0.03022016,0.010401978,0.011735407,-0.010027446,-0.010817055,0.010284883,-0.0075776237,-0.0156109445,-0.0077234916,0.0016489932,-0.024833383,0.0052543827,-0.016235175,0.031871427,-0.0010845967
41384,-0.016316125,0.0029349935,0.031436287,0.020367382,0.00095572136,-0.0017574243,-0.027646834,-0.03660536,0.019173922,-0.009092353,0.0074856575,0.035324134,-0.019680882,0.039274152,0.005858455,0.0547945,-0.011041686,-0.008111837,-0.008582952,0.0164084,-0.0010133398,-0.032174174,-0.021582127,-0.0012688711,0.031459995,-0.017973116,0.026179105,0.0067486283,0.016894706,0.007548041
41386,-0.00875938,0.020652276,-0.025321623,0.04004417,-0.00556484,-0.020946389,0.010273688,-0.00022180502,0.034568682,-0.011349612,0.007914383,0.00095748,-0.030647883,-0.0028964581,0.01614141,0.033614304,-0.017994592,-0.032018024,0.009213418,0.023467205,0.011685491,0.024197996,-0.020659009,0.007518711,0.0022909492,-0.0004160907,0.010262419,0.004944347,0.006800838,0.016237238
41419,-0.0071951034,0.008109496,0.027654588,0.028319955,-0.016246459,0.014815416,0.018483907,-0.0024491008,0.008227556,-0.009897721,-0.016386574,0.039325114,-0.025534729,0.016912377,0.045208126,0.047905643,-0.023847066,-0.02368207,-0.00025185602,0.03809145,-0.00049792044,-0.009316504,-0.0071064457,0.018183608,0.0062332153,0.02116889,0.021043489,-0.024287531,0.022011945,0.034845848
41420,0.0021295312,0.015234991,0.0386352,0.039333623,0.0042638364,0.01267156,-0.00063256524,-0.002666327,0.03401499,-0.0052130264,-0.01742123,0.045665815,-0.013270713,0.014087056,0.023775322,0.057568762,-0.024991266,0.013636302,0.006813464,0.008384574,0.018666403,0.00049548596,-0.021511242,0.015855502,0.004533846,-0.030927816,0.061093096,0.016785854,0.01987532,0.032990392
41421,0.0180925,0.028897293,0.035079136,0.016994959,0.007729823,0.001690013,0.015117572,0.009630005,0.06555672,-0.0007745952,-0.0072768764,0.020713652,-0.013303773,0.03659211,0.027780043,0.07280467,-0.018423138,-0.0054759826,-0.018653935,0.024198247,0.035888795,0.041351944,-0.0121551575,0.021963364,0.02314443,-0.022075906,0.038319353,0.029665103,0.031168109,0.028720727
