,squirrel,zebra,kangaroo,desk,bottle,turtle,bee,chair,sheep,knife,horse,monkey,donkey,elephant,bus,couch,alligator,camel,fish,hammer,scissors,guitar,shoe,cow,cat,penguin,banana,bear,brush,rhinoceros,bird,raccoon,ant,microscope,kite,rabbit,trumpet,umbrella,dog,axe,piano,frog,tiger,leopard,boat,goat,deer,lion,giraffe
26905,0.040924285,0.01720465,0.022542944,0.042500842,-0.026081556,0.04985984,0.025798142,-0.003564195,0.056354564,0.02095831,0.011901454,0.0356119,0.05838139,-0.01174738,-0.018289996,-0.022899618,-0.011730373,0.045380622,-0.020857057,0.040039573,-0.025126996,-0.0136027,-0.015134879,0.024107523,0.04025315,-0.0136571815,0.005704591,0.050583784,0.035596844,0.016931131,-0.02637959,0.009285341,0.038296003,-0.008609793,-0.008076706,0.029615752,-0.012440398,-0.0017867256,-0.0008330787,0.010400566,0.006291926,-0.014691282,0.030573495,0.026112176,0.011858509,0.028888585,0.03238997,0.026113227,-0.003982818
26906,0.013982753,0.058370467,0.036864053,0.06225365,-0.036163248,0.0629562,0.11861194,0.08790878,0.04326323,0.026828771,0.07972468,0.056303438,0.039960448,0.06903566,0.04230861,-0.03959163,0.065245435,0.08908165,0.10128045,0.029446037,0.06793624,0.03968521,0.104789875,0.07012798,0.07614471,0.08760508,0.037941944,0.100257605,0.06693279,0.035126735,0.11127517,0.103883356,0.08830774,0.04545821,0.09381837,0.085461386,0.056480408,0.07123855,0.07040987,0.06229415,0.05254997,0.072073504,0.057198096,0.09289658,0.030289292,0.09298929,0.11687396,0.03256509,-0.008849523
26907,0.056179207,0.06796574,0.02578978,0.036684755,-0.012494558,0.028656796,0.083432704,0.04665487,0.07003647,0.03349649,0.05112205,0.06372688,0.058273237,0.027451769,0.04168834,-0.008888151,0.025433837,0.048589405,0.08145093,0.038799033,0.010922332,-0.014164034,0.0642695,0.03832189,0.040818203,0.027359942,0.050287064,0.04928577,0.046849024,0.055848405,0.069969945,0.0434766,0.08075995,0.042519193,0.07567939,0.06710676,0.048032682,0.06199844,0.053791165,0.05578665,0.037916977,0.045101658,0.029677624,0.038799785,0.007952071,0.06736796,0.061017793,0.053556535,0.0061317687
26908,0.016947217,0.0012947599,0.049095336,0.03121431,-0.01951575,0.0029446187,0.011421401,-0.0021036554,0.039392766,0.012949186,0.025425231,0.013272996,0.014873419,0.02327892,0.010264149,0.023025563,0.03251012,0.012062651,0.035568543,0.039228786,0.016009983,0.015281655,0.018694548,0.030761264,0.023467647,0.031335954,0.023089044,0.0076289605,0.036397655,0.051573265,0.031920765,0.0210628,0.024710653,0.019783352,0.034753393,0.042299584,0.03665523,0.009288372,-0.013845983,0.03101834,0.01905842,0.060277935,0.003192166,0.02024569,0.016963966,0.0359617,0.041612227,0.045826863,0.030000547
26909,-0.051713657,-0.0061051883,-0.008728631,0.011670728,0.0047662114,0.000877049,-0.0017811414,-0.0033952987,-0.034246866,0.0058811423,-0.011108521,0.006265708,-0.0022407074,-0.016368642,0.0021788392,-0.025859773,0.002992329,-0.014345228,-0.042095054,-0.031993363,-0.023173602,0.012245071,-0.008011304,0.022041127,-0.0053033116,0.0026138686,0.0017375629,-0.042645294,-0.033804033,-0.017721,-0.0153329475,-0.009605324,-0.043450728,-0.038043782,-0.009444908,0.0038342366,-0.014558298,0.012616227,-0.012416628,0.001730133,-0.010151858,-0.0032211074,-0.02476032,-0.0053747296,-0.016212096,-0.023071522,-0.05102341,-0.020604605,0.0048834537
26910,-0.023325307,0.03235669,0.049191818,0.042838905,0.005964823,0.04461554,0.044970516,0.062250838,-0.015792115,0.013972285,0.010329122,0.01988382,0.0006213812,-0.012783915,0.031083152,-0.017849615,0.0072993846,0.023862729,0.010619116,0.012221058,0.014594898,0.037790645,0.061176643,0.023297518,0.020420767,0.035344448,0.035192106,0.062905945,0.06181942,0.027070532,0.00718631,-0.015806345,0.027579613,0.009508019,0.0077037555,0.046216894,0.07017518,0.032262452,0.015382447,0.045143526,0.067079656,0.0141178435,0.016232176,0.045721814,0.01007579,0.008183814,0.0483976,0.040103536,-0.009308617
26911,-0.0017878655,0.045538228,0.040176746,0.041372214,-0.0038664436,0.00017582998,0.027208209,0.04301999,-0.01052243,0.05338726,0.029498555,0.019234061,-0.022804065,0.0044166376,-0.01794449,-0.0093256375,0.068572246,0.053497627,0.06157975,0.060656086,0.05086133,0.038059298,0.07164822,0.007848655,0.029332891,0.010987252,0.04243655,0.046541613,0.09339332,0.0590613,0.029535778,0.0008910022,0.062117707,0.024020925,0.100593634,0.03610463,0.0655769,0.05379793,0.005860103,0.07572468,0.03572526,0.04106036,0.02553123,0.027634775,0.008627395,0.030213231,0.029391035,0.02457357,-0.0047905124
26912,-0.03236247,0.018158955,0.019702831,0.03665674,-0.0068098768,0.019023806,0.006603338,-0.0058136694,0.001007208,0.036535013,0.006848971,0.004758648,-0.012033086,-0.010090661,-0.03704491,-0.016116077,0.04108495,0.03701198,0.01695034,0.010845341,0.019451128,0.0155662475,0.020421376,0.01615423,0.03303471,0.060549583,0.037308358,-0.0006335303,0.040097646,0.019339832,0.015362938,0.004938305,0.037536908,0.020891452,0.04038525,0.035372205,0.024859859,0.02211943,-0.03494474,0.044251557,-0.011864174,-0.002445669,0.04379696,0.028719714,0.0035895323,0.01763156,0.017279556,0.018741036,-0.024101526
26913,0.0007701411,0.03946864,0.021775097,0.0021858572,-0.0032758962,0.0030897877,-0.015686011,0.01574655,-0.022190394,0.0067360825,-0.00952009,-0.012669131,-0.020481812,0.010156774,-0.011201038,-0.008579742,-0.00076829985,0.020579183,0.0063736946,-0.0056768754,0.041072544,-0.008696635,0.026706615,-0.001221972,0.030293098,0.0010642404,0.0003308387,-0.016136222,0.011619105,-0.010088411,-9.788821e-05,0.019076498,0.056830768,0.011782784,-0.010246989,0.005480462,0.0013807343,0.015906885,-0.009586287,-0.016020214,-0.026577221,0.0039826166,0.0047611683,-0.0042204973,0.010109632,0.028704995,0.011167847,0.021726282,-0.0279894
26914,0.010816044,0.02611103,0.03259209,0.038482726,-0.015882751,0.029064342,0.0058684205,0.015651284,-0.00069452263,0.028017836,-0.0037409791,0.011508771,-0.041184302,-0.015453208,-0.0036544304,-0.02349253,0.036235254,0.054377627,0.027447192,0.053873733,0.04094709,0.0003358554,0.058229987,-0.004203251,0.029949678,0.0019448356,0.030086072,0.0037546877,0.042949542,0.029663535,0.023434626,0.011657968,0.012500286,0.0015531495,0.058244485,0.015722046,0.039540302,0.0334456,0.03397799,0.04575108,-0.012252048,0.041241568,-0.015634114,0.004260211,0.0318394,0.01787632,-0.010875364,0.004291009,-0.028239748
26915,-0.021298533,-0.017275622,-0.031239351,-0.008934524,-0.0082446905,-0.033350695,-0.005512377,0.0066815615,0.001418259,0.043841552,-0.0046013254,0.0047393064,-0.0013999321,0.034749612,-0.02990528,-0.02625309,0.031213785,0.061393667,0.024503417,0.027715618,0.012874241,0.03680102,0.021792611,-0.0088359155,0.023157924,0.024483956,0.01523266,-0.010278746,0.031387255,0.02181691,0.0023226421,0.004518088,0.048977535,0.009042986,0.047655165,0.03258824,0.058503747,0.020554451,-0.0027775795,0.021140864,-0.0024867898,-0.026543105,0.03268511,-0.01448451,0.022548677,0.02046983,0.00040083626,0.012219791,-0.012916908
26916,0.03412808,0.017181216,0.02255894,0.029853264,0.01276844,-0.019455818,0.022484282,0.055148143,-0.028352922,0.0064593437,0.047361735,0.039468702,-0.0376216,0.052058384,0.026701361,0.00719413,0.023609446,0.0487202,0.05247164,0.04233462,0.04258218,0.020537375,0.08247041,0.0065973178,0.020596223,0.03237727,0.05254641,0.026613852,0.038954012,0.013525262,-0.00897993,-0.022370437,0.05660663,0.039285555,0.0876657,0.015672542,0.029952837,0.030113148,0.012379344,0.042131063,-0.0015717857,0.018541954,-0.0069624023,0.03535307,0.033802807,0.04869668,0.050377246,0.04462543,-0.0028640393
26917,0.021666601,-0.006471316,0.018777007,0.014319708,-0.006749149,-0.014037497,-0.002664258,0.02995952,-0.033001203,0.028685724,0.02664893,0.016640123,-0.017649746,0.0357253,-0.026179617,-0.021180166,0.02958557,0.025028626,0.039151516,-0.0017892262,0.033018116,-0.0033500486,0.035217475,0.0043671983,0.01892007,0.005917912,0.009610216,0.026520366,0.034443464,-0.0026615767,0.0057367585,-0.0070321616,0.053604037,0.01664835,0.04529931,0.025545785,0.02132752,0.021682307,0.017526785,0.0055443365,0.014076508,0.007581175,-0.02407214,0.0039073215,0.00089693815,0.02012877,0.047703635,0.012632129,-0.026954198
26955,0.014138403,0.024141667,0.008719704,0.0046799076,0.012086395,0.059166953,0.0013273992,-0.008666431,0.021275384,-0.0078319935,0.018713422,0.013602343,0.0052316245,0.031180516,-0.01597943,0.005030172,-0.0023084218,0.03295573,0.013393826,0.058832437,0.030746734,0.030234026,-0.03933335,0.03336763,-0.004459782,0.0034749936,-0.01591728,0.02042439,-0.012987188,0.025659995,-0.04230256,-0.0015563662,0.019297475,0.02058637,-0.014642614,0.036093112,0.023162106,0.029535891,0.041236058,-0.01608408,0.012812153,0.023359077,0.033012614,0.03236446,0.022869105,0.027316988,0.041709643,0.012300276,-0.017772982
26956,0.00884633,0.047731686,0.038091425,-0.00241594,0.01938496,0.03846762,0.043636736,0.058114793,0.0013653144,0.024468446,0.042627428,0.033268217,0.04190732,0.06700986,0.02692458,-0.032969728,0.06462563,0.029630402,0.07485933,0.026653321,0.04691544,0.010041299,0.04965492,0.040553305,0.04338215,0.0436262,0.0057687224,0.057765663,0.07992419,0.036430046,0.054348458,0.07441368,0.08335992,0.03222285,0.07754474,0.05532063,0.03577523,0.04701714,0.053005517,0.04562792,0.0061821933,0.03256268,0.027986094,0.051763833,0.022366041,0.062391553,0.08751165,0.034513425,0.025051394
26957,0.010817126,0.052208763,0.0258059,-0.021130944,-0.0036362947,0.029839702,0.050530285,0.03144253,0.017684532,0.022538282,0.027830197,0.029496051,0.010924687,0.0065347976,-0.0022308882,0.0036679858,0.009503961,0.020642003,0.010190386,0.031016193,0.034843694,0.0042149797,-0.01169563,0.010098967,0.025868885,0.0432927,0.002294051,0.0008124697,0.018513659,0.033328246,0.03651141,0.06032813,0.025334314,0.0047931992,0.03764068,0.00845556,0.009366062,0.023980984,0.017791782,0.008962185,0.011157277,0.012263577,-0.0011565076,0.037293643,0.015834237,0.060468737,0.040268797,0.0057107066,0.036278885
26958,0.01824726,0.0023491078,-0.001910264,-0.02555275,0.018334152,0.017628482,-0.016571969,0.017656386,-0.007843458,-0.0022715733,0.018271934,-0.0036781197,0.010541778,-0.022158243,0.015381168,-0.0014653049,-0.0014637246,0.011003478,0.0072224103,0.02758121,-0.016267376,0.034205627,-0.0060324096,-0.015054141,-0.015635015,0.005677562,5.7364814e-06,-0.00957131,0.014832574,-0.007956113,-0.010291076,0.015127595,-0.0069195232,0.0057202852,0.01783151,-0.0019334052,-0.010132478,0.012367143,-0.0040397327,-0.0045204395,-0.0034441538,0.010577496,-0.014895078,0.02289064,-0.0065146745,-0.0057628225,0.0148537755,0.017255822,0.022753915
26960,-0.010546503,-0.009564825,0.020978903,0.014859862,-0.018602883,-0.029792255,0.010087193,0.035840977,-0.02188219,0.053844597,0.030752242,0.0019091963,-0.005356651,-0.021504046,0.0034507879,-0.009051966,0.005241273,0.03850433,-0.010601495,0.0040593077,0.006744427,0.003935223,0.015852263,0.0021028041,0.008724784,0.031621233,0.019054098,0.0050167087,0.026517557,0.007575217,0.017217144,-0.0064852913,0.052164134,0.026288025,-0.0062438254,-0.008125129,0.030891364,-0.008989609,0.027422488,0.038610626,0.054904047,0.03421396,0.025180787,-0.005469568,0.006320642,0.015537296,0.0086038355,0.013814796,-0.022146778
26961,-0.01615161,0.007962866,-0.0036985928,0.031400003,-0.033853136,0.016298076,0.009379428,0.052625805,0.0030819662,0.08161389,0.055228073,0.0012051794,-0.028549073,0.007516106,-0.022036912,-0.015149695,0.074152544,0.07607728,0.08079481,0.076999575,0.061586577,0.044813845,0.09600077,-0.026874984,0.023051044,0.043930154,0.05302425,0.025015445,0.09684319,0.012379271,0.021520192,-0.008644664,0.06162484,0.008194622,0.05568968,0.026584895,0.049593862,0.05392279,-0.007105604,0.06413798,0.011268709,0.06629777,0.008233455,0.017228803,0.04464625,0.008707237,-0.004420457,0.0015383969,-0.042357538
26962,0.0011590453,-0.008546541,0.011998032,0.032953683,-0.016666679,0.028936833,0.0099612,-0.008588699,-0.0012544272,0.020212507,0.01802264,-0.005091444,-0.014201745,-0.0073942025,-0.021456013,-0.0028177209,0.048208576,0.051325228,0.028850941,0.033159498,0.07792369,-0.0007736019,0.030302964,-0.018449705,0.010064156,0.023087611,0.014253286,-0.0046202256,0.07779615,0.033239473,0.034117065,0.0035204242,0.013328825,0.007374579,0.039119545,0.054490853,0.062678225,0.046327997,0.01343185,0.046031997,0.0030503531,0.036795802,0.0018173308,0.039928924,0.032522265,0.0033672142,-0.006505821,0.0059587695,-0.025001248
26963,-0.00020804629,0.027003765,0.015909951,0.032922257,-0.033186737,0.011190887,-0.007017247,0.03131477,-0.019334601,0.03918342,0.010194111,0.0044471263,-0.002725985,0.0019695282,-0.02365697,-0.0015311172,0.030887542,0.04319034,0.045659836,0.0016676957,0.029132416,0.037199415,0.02610706,-0.006577851,0.044397682,0.031764776,0.019991051,-0.011742325,0.09315064,0.0071705133,0.00706825,-0.051258113,0.024867915,-0.0024914376,0.049069926,0.014468547,0.025185471,0.040677804,-0.014389589,0.05775572,-0.014796394,0.002134261,0.0028482883,-0.0032720526,0.01549342,0.010441668,-0.027398592,-0.037655156,-0.03335229
26964,0.010598395,-0.019032057,0.006598799,0.013428745,-0.012442779,0.029405013,0.013911097,0.013289292,-0.0010093441,0.024900636,0.016436886,0.012554835,-0.004991786,0.007815127,-0.042444166,-0.0046208655,0.017332615,0.03374199,0.0417977,0.035907377,0.02575902,0.015949776,0.03234958,-0.013299913,0.005141438,0.043856233,0.019225765,-0.004420348,0.057032276,0.004693924,0.0040781344,0.0083607845,0.04327045,0.017627316,0.020335535,0.004324719,0.013142091,0.052653242,0.0009904118,0.06414763,0.0014198674,-0.0024986193,0.011126466,-0.03294574,0.02713187,0.011117349,-0.004788857,0.006871574,-0.057261094
26965,0.024763227,-0.0034034795,0.03298955,0.02665773,-0.004698318,0.012669057,0.022898274,-0.005781666,0.023583828,0.05022436,-0.0031038811,-0.0040982054,-0.010547209,0.041397545,-0.018306745,0.007280536,0.007961265,0.03004154,0.03475983,0.03088083,0.041855723,0.0011110307,0.031503577,-0.013632045,-0.007963153,0.019547299,0.025477624,-0.031253647,0.028841237,0.027981773,0.012723625,0.0027200542,0.030223312,0.01041771,0.022192324,-0.008077297,0.038506333,0.03423047,0.0059594843,0.02029167,0.01735839,-0.0068765394,-0.013782625,-0.008275496,0.0120443525,-0.001453794,0.027083548,-0.0042090924,-0.060937658
26966,0.0371481,-0.012662386,0.00063650426,0.019062735,-0.02832746,0.006012038,0.026578734,0.0024426996,0.0019216128,0.043402117,0.015252027,0.02443747,-0.0029596032,-0.01540083,-0.009665406,0.006375136,0.009927229,0.028813824,0.035688076,0.01845511,0.024229063,0.025410676,0.023599366,-0.0036999572,0.019822508,0.016996764,-0.0027649694,-0.028850026,0.023329442,-0.003211966,-0.0029360869,0.0009134232,0.012779462,0.015282837,0.034883756,0.015667273,0.01640311,0.03698523,-0.010554363,0.015739268,-0.0016240099,0.0033382077,0.010040528,0.020780934,0.01270933,0.004383585,-0.007922812,0.012084504,-0.019000983
26967,0.023360746,0.013195504,-0.025412694,0.00067650276,-0.018906126,0.0049811704,0.018230954,0.051055405,0.005849172,0.011362754,0.02876985,-0.019672258,0.02327956,-0.026134586,-0.0172723,-0.008618556,-0.010140281,-0.02180802,0.011742447,0.026462803,0.017310416,-0.012446609,-0.0010732276,0.012408796,0.014018045,0.008503891,-0.0006433444,-0.0014939042,0.005047666,-0.001144569,-0.010617863,-0.053584814,0.020946903,0.029865215,0.026636949,0.012823499,0.024303883,0.023160666,-0.009218703,0.004077668,-0.018201819,0.017111572,-0.009296965,-0.0015306775,-0.0040541785,0.014846891,0.044736963,0.024575964,-0.018917335
27007,0.020915173,0.029922076,0.038024962,-0.00944734,0.015056995,0.03770815,-0.021324776,-0.019442666,0.026914686,0.026061697,0.009172692,0.014142004,0.0070318463,0.026288403,0.008013614,0.028254079,0.01176584,0.02843897,0.028182864,0.02954647,0.025754273,0.00355629,0.018492097,0.010706452,0.032931272,0.0077985805,-0.003655835,-0.015090704,-0.0020330485,0.007915168,0.025304362,0.05417769,0.01952094,0.019535998,-0.01661905,0.020762576,0.03399607,0.0033809578,-0.0015558037,0.012248486,-0.01549774,0.0025870122,0.017505048,0.019829728,-0.0039269365,0.028406883,-0.043403134,0.049402088,0.006723882
27008,0.0015233097,-0.001615886,-0.0008797807,0.0017918019,0.005830206,0.034412224,0.019055901,0.011769698,0.00905637,0.0020992141,0.009251216,0.027551986,-0.0058621243,-0.005015817,-0.018741852,-0.032218393,0.015735984,0.0027403608,0.010102608,0.0096261045,-0.0067292117,0.0328579,0.026779683,0.006514437,0.027358552,-0.0043467986,0.005540643,0.020216767,0.0044244877,-0.013367022,0.025046976,0.007833517,0.0057905726,0.013151959,0.0065383906,-0.009111034,0.026819067,-0.002483504,0.017822765,0.04026154,0.0039967573,0.010111549,0.0016953164,-0.007252593,0.0061104503,0.007819819,-0.006293585,-0.021119133,-0.018707937
27009,0.034261663,0.036289964,0.04931507,0.0470037,0.02225963,0.051350698,0.048021466,0.009608116,0.035746768,0.0019343955,0.0039777295,0.04421356,0.013576043,-0.0043203696,0.008966356,0.029313909,0.051187564,-0.0010822093,0.046536285,0.01862,0.0025931478,0.02576947,0.03137668,0.013554908,0.022722082,0.008880426,0.02462049,0.040063653,0.0047709686,0.010612741,0.03875341,0.0068134456,0.0330177,0.054424014,0.03345098,0.019490663,0.014068325,-0.0029547077,0.03804667,0.025450354,0.0028232082,0.024853652,0.009863767,0.034106474,0.014573465,0.050287273,0.022888504,0.01807147,-0.0043073385
27010,0.023510436,-0.00228584,0.043871265,0.0586344,0.023902005,0.026719889,0.011985556,0.03550331,0.03138131,-0.0019924704,0.021381324,0.04081708,0.040176187,0.013358981,0.035346027,0.0135218175,0.03331797,0.01838067,0.0395406,0.012349322,-0.0029016773,0.023088703,0.042479564,-0.0022377716,0.033682145,0.014366002,0.018530322,0.040658142,0.038332786,0.016619561,0.054479938,0.01807298,0.02999218,0.06576401,0.036741883,0.012784851,0.04844467,0.0152788395,0.021256918,0.044443727,0.032433428,0.046729535,0.023644207,0.030330298,0.022684684,0.035893742,0.009499726,0.0226397,-0.004491392
27011,0.0028642192,0.0062873866,-0.0030083216,0.03806028,0.008945427,0.04022385,0.028600462,0.03796458,-0.028340137,0.009649116,0.011816631,0.028249377,0.00849233,0.01966575,0.029118806,-0.024411729,0.045981675,0.015057101,0.015503913,0.009376477,0.008805139,0.03075605,0.021443265,0.030466206,0.010759846,0.025860032,0.028913299,0.011163509,0.027036095,0.033069354,0.022225477,0.018638084,0.046729427,0.054882094,0.019380188,0.018362561,0.034723718,0.04410697,0.01592577,0.022066435,0.03308965,0.038553607,0.00024439022,0.019413523,0.029493684,-0.01240838,0.019046336,0.050301578,-0.0008056904
27012,0.00061407237,-0.017247805,-0.0049730176,0.031404097,-0.00017335638,0.022205777,0.041280076,0.027512098,-0.0053024697,0.008574175,0.031944335,0.03823473,-0.0296465,-0.018064091,0.010101778,-0.0022338063,0.036267724,0.004646712,0.034016665,0.020510253,0.0027132651,0.015405743,0.018481208,-0.0025966142,0.026698178,0.026777154,0.03938294,0.01877142,0.04803207,-0.008439291,0.022315705,0.0070702718,0.03226323,0.025793968,0.028759813,0.015538574,0.012415432,0.026920049,-0.018228827,0.02530124,0.054115828,0.04237977,0.0011949713,0.024635995,0.007695761,0.021744827,0.018327292,0.029661119,-0.012713935
27013,0.012791253,0.0042614755,-0.015943611,0.04974707,0.017477363,0.0029623918,0.02265738,-0.0126418285,-0.014216296,-0.0039117127,0.019854177,0.010726185,0.009528254,-0.00957963,-0.024914242,-0.016189137,0.03583511,0.026486263,0.0014513625,0.025254175,-0.00074690516,0.02443478,0.012386535,0.003002515,0.043249384,0.03054788,0.0168157,0.011650734,0.051896203,0.028849823,0.009045751,-0.002492794,0.010910752,-0.004049171,-0.0031840068,0.0075531085,0.044234518,0.013772294,0.010712349,0.027358105,0.0038313,0.0025057036,0.028688872,-0.016147489,0.0051487605,0.03378288,-0.027862253,-0.0053848554,0.0076951645
27014,-0.019346902,0.006119764,-0.0007399488,0.019171728,-0.008015984,0.014375542,-0.0045233914,0.02731889,-0.04597944,0.024041526,0.0136774555,-0.0003135285,-0.0142048625,0.032091253,-0.06382663,-0.009398755,0.031613383,0.031578958,0.0057898182,0.027754672,0.049898077,0.028246364,0.051596954,-0.012990446,0.004798787,0.03352682,0.006347336,-0.025661334,0.036325064,-0.0047503076,-0.012054038,-0.026464002,0.05694178,0.0073768906,-0.0008629216,0.0025926002,0.04417718,0.021926174,-0.016918564,0.041723803,0.0041738376,0.030018955,0.008045895,-0.02176488,0.022293156,0.015384786,-0.03200999,-0.023375561,-0.017455628
27015,-0.00537277,-0.0012624301,-0.004609827,-0.010650332,0.0077741984,0.0067581087,-0.025490925,0.01992434,-0.001245282,0.03141437,0.022857746,-0.011307309,-0.07281293,-0.015069306,-0.016198412,-0.0012647891,0.027103446,0.039806206,0.013042331,0.04718907,0.0337067,0.028654145,0.04208052,-0.023990547,0.024008414,0.022365555,0.01592098,0.00048583312,0.058939517,0.0068311845,0.009225569,0.009117958,0.04249938,0.017739594,0.026811449,-8.513002e-05,2.9752651e-05,0.042749416,-0.021525249,0.02048994,0.0010173841,0.029538684,0.028808208,0.0018402882,0.03261787,-0.0071038604,-0.008036,-0.021646312,0.0014655559
27016,-0.0026156073,-0.0057635293,0.010552109,0.029246844,-0.03263354,0.00810888,0.013087585,-0.00093703315,-0.009023213,0.014558698,0.006563104,0.010223293,0.0024650728,-0.017472362,-0.010736401,0.018441794,-0.00063199736,-0.01838762,0.037045144,-0.00931371,0.01764439,0.010547776,0.016813476,-0.02026871,0.007701753,0.026869275,0.009652662,0.010906618,-0.014313471,-0.008486762,-0.024440808,-0.008409663,0.03079314,0.007958101,0.004314254,0.008410462,-0.0075319796,0.027260514,0.018151049,0.0029164236,0.01953599,-0.0027562343,0.006561089,0.00238996,-0.006996803,0.041295614,0.011286304,0.00055942684,0.009302631
27017,0.034952078,-0.0049827006,-0.013826606,-0.0030956168,-0.030990904,0.00310116,0.008166322,0.013542288,-0.026522486,-0.0027489997,0.0026772956,-0.008486152,0.018159091,-0.007597666,-0.0029403353,0.0077348626,0.025413172,0.008092633,-0.0023645281,0.001123912,0.01366324,0.0014595663,0.024221765,-0.009798187,0.007769777,0.013583776,-0.004096653,-0.030168137,0.03532713,0.008993849,0.0050776857,-0.019050727,0.017137703,0.010650094,0.042653944,0.018723875,0.06864891,0.0148728965,-0.021013908,0.027699456,0.017022435,-0.033158805,-0.012866589,-0.03197288,0.009067882,-0.013273264,-0.0039356924,-0.017237412,-0.032558985
27018,0.0070293774,-0.0011453936,-0.019476915,0.058179576,0.009008574,0.00036976533,0.006331643,0.0027559681,-0.023642043,-0.005939985,0.027460232,0.010005174,-0.024496356,0.025526822,-0.0040850886,0.009200091,0.009935195,-0.029667534,-3.4229208e-06,0.046818282,0.035207525,0.0107836025,0.005664183,0.0029047418,0.009558716,0.011666253,0.017043388,0.029875671,0.018470438,0.013979596,-0.010747895,0.0071571344,-0.001979541,0.031202776,0.038270663,0.011125895,0.018849032,0.036146715,-0.04608993,0.052434575,0.00043825587,0.0008766032,-0.008727596,-0.0002293593,0.036802266,0.005743058,0.019851787,0.0081229545,-0.012091584
27058,0.005852271,-0.015333907,-0.047911182,-0.0012377208,-0.009076089,-0.020383626,-0.008186341,-0.037812456,0.02480489,0.016825179,0.010630204,0.009640413,-0.01578126,-0.03143214,-0.017363062,-0.04032125,-0.014553121,-0.021259503,0.008817955,-0.00080030225,-0.017280076,-0.012311186,-0.022871464,-0.0011486948,-0.023450056,-0.013113097,-0.0028896444,-0.03968749,-0.021901868,0.03318971,-0.016988918,-0.008977376,0.004662813,0.002013353,0.0046503176,-0.012398489,0.018509055,0.009303115,-0.029608412,-0.013160765,-0.0024867367,-0.03043664,0.0069755763,-0.013586552,0.009197062,0.0074155033,-0.011602461,-0.00878651,-0.0141870035
27059,-0.004959183,0.007927888,0.022435332,0.025390923,-0.0025230094,0.01272162,-0.0015912242,0.01924068,-0.002874044,-0.00064368296,0.0074805436,-0.0006609671,-0.0021796168,-0.01073094,0.008752691,0.01634463,0.02763653,-0.01474342,0.037899733,0.010013138,0.030014532,-0.0042214333,0.040864926,0.01957181,0.0059369183,0.010137243,0.004967851,0.017552065,0.037321184,0.0020987876,0.0008488608,0.012508358,0.050026853,0.009890299,0.014248442,0.035964847,0.034998983,0.017536955,0.013190019,0.021341367,0.018796206,0.043330222,0.026872022,-0.009934719,0.031983912,0.038306963,0.041380305,0.029740127,0.016369276
27060,0.020546462,0.032697134,0.042267278,0.048576698,0.0006301341,0.025978208,0.08389517,0.022136882,0.0153046055,0.019294461,0.033213776,0.05862214,0.029140191,0.03391825,0.012656671,0.02022941,0.05958784,0.027124325,0.043320924,0.016267845,0.0510819,0.004605318,0.02535955,0.03854759,0.015153084,0.01640156,0.014797692,0.056202438,0.031102533,0.023857081,0.06204356,0.020365994,0.06609996,0.032981884,0.06598402,0.052886724,0.060892403,0.046708066,0.025871502,0.041821282,0.022158407,0.06809477,-0.007052883,0.053526714,0.009571728,0.041189596,0.036305442,0.029310629,-0.010569858
27061,0.04842709,0.028675312,0.019513601,0.047534242,0.0025315906,0.0047471044,0.060516004,0.072907925,0.03249399,0.05529483,0.04637788,0.025518298,0.041411016,0.008713885,0.0047494983,0.008753681,0.08420086,0.05198066,0.101315886,0.042358384,0.043049876,0.0068494626,0.05828913,0.0043607526,0.038107622,0.035114903,0.04782498,0.03021952,0.058210414,0.027148595,0.062154114,0.023055946,0.095849894,0.069678776,0.07322082,0.037558246,0.08582393,0.06873784,0.0641434,0.07210717,0.049014542,0.045327667,-0.0106444685,0.068723045,0.04455748,0.032129884,0.03716464,0.009962335,0.0036207328
27062,0.013287141,0.023254097,0.034416888,0.0132882735,-0.008518663,0.03871443,0.02607449,0.047533017,0.00068923057,0.044469047,0.02344284,0.010445568,0.03189623,-0.006262049,0.022547176,0.023045259,0.04624814,0.0050157853,0.0655008,0.012932849,0.034669656,0.0016214804,0.06787519,0.029757382,0.04158398,0.06607293,0.046819035,0.012676783,0.026976138,0.013239268,0.029761596,0.010481407,0.063522,0.052150656,0.03461423,0.015435226,0.04397987,0.055325944,0.026186002,0.04819465,0.03624369,-0.0062081306,-0.009117858,0.011165458,0.017597372,-0.010134523,0.026335971,0.03239514,0.02014233
27063,0.010542683,0.0052032117,0.018679837,0.03355715,0.0039076763,-0.014135356,0.030825665,0.047961503,-0.0029038712,0.01809665,0.018378653,0.00568491,-0.0035091725,0.01711582,0.038559284,0.0051517114,0.027287705,0.008487309,0.00071363273,0.012414169,0.001835098,0.02671091,0.026078915,0.002922163,-0.0016299715,0.029602773,0.018104399,-0.002418253,0.018950293,0.034154933,0.019035896,0.010208243,0.02415053,0.043755945,0.07047535,0.03221552,0.030563748,0.042087927,-0.017288487,0.007293284,0.023477778,0.026505344,-0.014409843,-0.00074635755,-0.0008046438,-0.024342842,0.02430745,0.032664854,-0.0039808406
