,boat,penguin,cat,ladder,bus,horse,apple,dolphin,table,bear,axe,elephant,bell,pencil,spoon,frog,tiger,guitar,turtle,rhinoceros,cow,bee,monkey,spider,banana,rabbit,shoe,tree,trumpet,cactus,kangaroo,chair,dog,giraffe,wolf,lion,mushroom,tie,computer,whale,dress,hammer,scissors,ant,butterfly,popcorn,rifle,microscope,sheep,kite,knife,motorcycle,fish,piano,scorpion,umbrella,couch,brush,bottle,cup
12572,-0.03733923,0.02709187,0.009157766,-0.014295005,-0.007916479,-0.0028199127,-0.03126068,0.01740773,0.021576688,0.018714001,0.005639475,0.01346277,0.035867233,0.007769993,0.011122228,-0.02010964,0.0013344536,-0.014124051,0.014806139,-0.025350498,0.0049018622,-0.009510083,0.0040070578,0.013006303,0.021867871,0.008271431,-0.012974032,0.0060103573,-0.040168952,0.044044193,-0.010974999,-0.0036558397,0.0049922946,0.004024738,0.02366548,0.03941908,0.03910589,0.032647595,0.008410499,-0.015124478,0.007049045,0.0028408726,0.02676999,0.0023964583,-0.010058881,0.0030991975,0.0018224447,-0.016575417,0.016572881,-0.009852812,-0.0017569909,0.02452007,0.007120747,-0.013354666,-0.003474487,0.012995536,-0.01426588,0.0006050111,0.0041506044,-0.004449257
12617,-0.036008622,-0.0009669503,0.013657585,-0.03775948,0.0011742752,0.0078141065,-0.012253533,-0.005340219,-0.036153432,-0.008836984,-0.0026868302,-0.036026347,-0.007878441,-0.023196125,-0.03467695,0.012048975,-0.019045716,-0.011705317,-0.013702317,-0.021181414,-0.018835323,-0.04528222,0.02081666,-0.012716909,-0.015028962,-0.009218737,-0.024806865,-0.038973693,-0.030419001,-0.004169899,-0.018528575,-0.021490008,-0.011089303,-0.0024072193,0.0015482517,0.017714107,-0.04363871,-0.0460321,-0.00013152261,0.009411495,0.0062170993,0.007457727,-0.010806893,0.019460106,0.014316999,-0.019782819,-0.014250272,-0.015484015,0.026269699,-0.00061274413,-0.009429861,0.015683895,-0.05755141,-0.013074625,0.0028310518,-0.03154837,-0.02072133,-0.021091076,-0.021432385,-0.017128773
12618,-0.0065030972,-0.0022254947,0.029298842,0.011117965,0.00069593143,0.012828975,-0.026399747,0.032305654,0.0016347704,0.015031576,0.0076469313,0.028172985,0.014325936,0.0028707683,0.0012536716,-0.003387476,0.046480235,-0.0032953552,-0.004005624,0.007928756,0.009170032,0.009764965,0.015762491,4.608308e-05,-0.0024828725,0.013725791,0.021051029,0.019764746,-0.0063681216,0.03204101,0.025182659,0.0221432,0.018716123,0.002217959,-0.0020502594,0.010125809,0.008155566,-0.015972318,0.030545264,-0.032577675,-0.008139496,-0.0060223974,0.02725918,0.01884989,0.026545571,0.0131399855,-0.012520871,-0.0055085686,-0.003732255,0.018017752,-0.0076224655,-0.027874552,0.00011001589,0.009470324,0.06421734,-0.006707856,0.011141397,-0.0025578812,0.0013486414,-0.010905794
12664,0.0042532166,0.010502137,0.101626426,0.0036568202,-0.009434494,0.028246233,0.006539781,0.019543884,-0.006711541,0.010102465,0.024070317,0.033776596,0.025563946,0.01886891,0.0037804588,0.018043494,0.052095484,0.0027487064,0.038058653,0.025277874,-0.0009769312,0.019730072,0.056064803,0.059839446,0.019873936,0.015111022,-0.029936584,0.020211508,-0.010466731,0.04244634,0.051672865,-0.014649682,0.02702348,-0.007580055,0.027060434,0.03919987,0.037676882,-0.00079082744,0.0033298107,0.076950215,0.040620465,0.05410633,0.012315891,0.03344882,0.02462977,0.01538074,0.010602376,0.005056127,0.016628886,0.046114344,-0.009138213,-0.03009089,-0.012268554,0.04394057,0.07786716,0.034194406,-0.016687913,0.025843034,-0.009984265,0.010448721
12665,-0.007560287,0.004634505,0.05460274,0.0011582624,-0.019087136,0.025747133,0.0018712009,0.024562305,0.0008557097,0.016566133,0.028600916,0.0074660075,0.0074365954,0.0067237667,0.02232411,0.015257605,0.053314835,0.010111435,0.019321363,0.011271812,-0.009151275,0.010948823,0.026792198,0.026309928,0.0096182395,-0.0040851184,-0.016886754,-0.012598548,0.023094768,0.013260455,0.048996914,-0.014321259,0.010033457,-0.0084531875,-0.0076366947,-0.008425022,0.022350034,-0.027377998,0.022446811,0.036315776,0.037241433,0.012712143,-0.025221227,0.042394135,0.012400585,0.02248975,-0.030111993,0.003879885,0.023845317,0.008256038,0.016718367,-0.0062522604,0.020224761,0.023132851,0.04111567,0.021411067,0.0044262097,0.021960616,0.028282745,-0.0012253759
12711,0.0039058912,0.04176821,0.07126098,0.0162944,0.0024266671,0.02745174,0.020104105,0.040392842,0.009015542,0.014137253,0.05604075,0.032184042,0.0006617978,0.044736136,0.0038870203,-0.015981212,0.04665366,-0.013655103,0.00860463,0.0003519434,0.006135851,0.027794965,0.04911332,0.08998573,0.033357915,0.0040413807,0.010782912,0.04103287,-0.004871094,0.025574757,0.07790511,-0.0075313034,0.060033705,0.049483273,0.036833655,0.059103567,0.011972987,0.016788227,0.00242857,0.10195889,0.03282867,0.049916416,0.03347558,0.039273906,0.04177918,0.043801222,-0.010339047,0.0019705978,0.038952474,0.037657928,0.059481468,0.0048196414,0.019707434,0.049477205,0.078506306,0.025635486,-0.009886704,0.02258379,-0.010132312,0.0021011312
12712,-0.01025512,0.008120245,0.06099016,0.03974818,-0.008754705,0.013060742,0.040493738,0.029517174,-0.0006535019,0.03040831,0.03033418,0.027686216,0.0014235753,0.021811262,0.0083626015,0.0007187114,0.04007395,-0.029172214,0.02661132,0.015800724,-0.026766261,-0.0054748678,0.023918578,0.05311818,0.028935777,-0.00020878296,-0.013286549,-0.014705762,0.028502917,0.02149576,0.051979695,-0.0042619472,0.010531888,0.0097679095,0.022111574,0.010552217,0.027367016,0.01850171,0.0036904179,0.037533805,0.059263933,0.0481911,-0.012758464,0.034848783,0.008076583,0.03986541,0.016454332,0.008155239,0.009897676,0.0022335835,0.022372542,0.0040068845,0.018858058,0.039001048,0.05535085,0.022439167,-0.009297073,-0.011570324,0.037129104,0.0074683833
12760,0.004209206,-0.01488594,0.020002065,0.005769154,0.01229125,0.028947078,0.006719615,0.004652285,0.048600096,0.028649276,0.017855816,0.014004952,0.038100336,0.036787786,0.011637222,0.0029506944,0.021309791,0.013891923,0.030411512,-0.027131489,0.0034009665,0.017642254,0.03378952,0.05367771,0.011964847,0.010205894,-0.011978824,-0.0115059465,0.013159655,0.0132307215,0.034226876,0.018279176,0.043485086,0.013295666,0.011994687,0.03835322,0.0027164984,0.05095157,0.028572321,0.017485598,0.027219573,0.016306842,0.027266175,0.0292908,0.011844958,0.04829073,-0.020073473,-0.021785907,0.029753976,-0.0047355182,0.052585144,0.018911416,0.0208363,0.026273407,0.033703417,0.010955674,-0.0052094883,-0.018556485,0.06127679,0.017322758
12761,0.02858646,0.021205856,0.02545985,0.03503457,0.0023742008,0.015610193,-0.0019127434,0.02404355,0.06369404,0.031030683,0.019632341,0.01678943,0.003323733,0.035071608,0.020889768,0.0062210914,0.025342869,0.019085815,0.026168838,0.0029014398,-0.020134263,0.01949152,0.023972722,0.044021472,0.02063245,0.025893532,0.008664263,-0.0026365358,0.023451341,0.022975503,0.032115635,0.031332582,0.022256413,0.035596237,0.038523287,0.013043365,0.023138434,0.009800942,0.007847133,0.011957725,0.05143827,0.029791787,0.031831376,0.051022273,-0.0029959262,0.03943726,-0.020306516,0.00376039,-0.008671415,0.005914457,0.047280658,0.03997427,0.044263404,0.018072834,0.040882837,0.020148354,-0.00016293116,0.016132921,0.034002565,0.023901328
12762,-0.0061304346,-0.006323401,0.023154272,0.028713899,0.03027842,0.001247452,-0.016096862,0.0043735853,0.005956778,0.012205828,-0.010849421,0.022426812,0.017657204,0.010014123,-0.004364333,0.0075322706,-0.008660232,-0.0035567277,0.015640963,0.011337484,0.022748286,-0.016500704,-0.007353606,0.014076039,0.005841184,0.0034065035,-0.0009870514,0.0034168055,0.011112587,0.012805848,0.009703881,0.013150615,-0.0050548282,0.0026258163,0.02860488,0.000830712,0.01429215,-0.016975505,0.005216259,-0.01252519,0.0070078927,0.010856651,0.03809759,0.020640912,0.012777269,0.022828646,0.008800846,-0.017492728,-0.05265157,-0.0014260905,0.010478367,0.0071905702,-0.010405495,0.015402317,0.017671214,0.009690545,0.008675498,0.0112015195,0.018871127,-0.008279777
