,donkey,horse,bear,sheep,rabbit,elephant,goat,frog,tiger,dog,cat,lion,turtle,monkey,raccoon,cow,giraffe,fish,alligator,zebra,deer,squirrel,kangaroo,leopard,bee,ant,camel,bird,penguin,rhinoceros
21202,0.0048771403,-0.0040725176,0.022489324,-0.04366703,-0.008350374,-0.0074670897,-0.035492513,-0.021802714,0.0010629405,-0.0040594433,-0.023479724,-0.018790241,-0.03288317,0.002402793,0.0013690401,-0.0105956495,-0.030694516,0.041598693,-0.0019499428,0.012127404,-0.0105295405,-0.0012600397,-0.00021936775,0.024930881,-0.02823162,0.018458055,-0.025997862,-0.012159075,0.026043432,0.014450725
21203,-0.017178455,-0.016636385,0.0103523405,0.034454852,0.0014331638,-0.0048755603,-0.003230146,-0.0131768705,-0.0030670043,0.0030543997,0.008107369,-0.017807705,0.002586497,2.8219074e-06,-0.0044424073,-0.012337091,0.019120364,-0.0009636023,-0.002528217,-0.00817709,0.0032806157,-0.01659145,0.0011897547,0.017362086,0.0014546039,-0.008749263,0.008674193,-0.024607122,0.027324205,0.011917599
21250,-0.022268629,-0.0085956715,-0.008539304,0.013734303,-0.00086003804,0.016651334,0.033082556,0.02097443,-0.0073001427,0.0036534108,0.02115886,-0.0014788719,0.0048889294,0.0030188598,-0.036795467,0.0028260013,-0.012106714,0.010350663,0.0009423909,-0.016155656,-0.0031630397,-0.035085026,0.0011650855,0.016245142,-0.006849175,-0.002369182,0.006558455,-0.005055834,0.02490622,0.030524867
21251,0.03530689,0.0032334707,0.01643054,0.042494524,-0.011789784,0.0055813347,0.023984961,0.0010732332,0.029706264,0.012127177,0.00078670896,-0.00036508963,0.004863326,0.010573623,0.012911125,0.018261638,0.016208017,0.019455208,0.01321603,-0.0044195545,0.01656845,0.0023614552,0.022146275,-0.0030556603,-0.01702237,0.019121768,0.012539367,0.015945539,0.003670235,0.031546135
21252,0.019378668,0.019960059,0.05648699,0.0016636346,0.02330185,0.06364873,0.04958685,0.03591944,0.016781123,0.013892654,0.032400347,0.052597698,0.023554474,0.032050252,0.033133402,0.022180751,0.022998055,0.027514048,0.024221038,0.02679173,0.039384,0.035088778,0.055456843,0.029957078,0.0013909712,0.053014036,0.0543125,0.052369874,0.029005691,0.015227807
21253,0.013909962,0.0019828759,0.024355853,0.006595937,-0.014111121,-0.03573722,0.018341437,0.025268378,0.0062873545,-0.0004006053,0.009220019,-0.032758046,0.00712142,-0.021521062,-0.017383428,0.0017057931,0.005868733,0.012006979,0.017679354,9.448951e-05,-0.026677454,0.015430179,0.020940637,-0.009498297,0.031460542,0.0044790865,0.033609062,-0.01406901,0.036863368,-0.015192929
21254,-0.008439813,-0.032265984,-0.023622029,0.004559898,-0.0030037782,-0.009922413,-0.019590987,0.042113494,9.7296666e-05,-0.023327662,-0.022620501,0.004418085,-0.02644083,-0.017756524,0.0016400982,0.0007677399,-0.007906668,0.01696798,-0.006938225,-0.000440969,0.0017329603,-0.014969364,0.02467367,-0.014231193,-0.027647337,-0.019379925,-0.010049195,-0.012049687,0.011427872,-0.01801495
21255,-0.03136737,-0.016360734,0.0088400785,0.01953318,0.022900721,0.011066984,-0.021097979,0.0062528118,-0.010783304,0.006012615,0.0042058392,-0.019128017,-0.012134708,-0.007421956,0.023785114,-0.0016016234,0.019543607,-0.010482264,0.013122275,-0.005784176,0.03625685,-0.03143263,0.0045578387,0.009359289,0.012768635,-0.00880582,-0.01739044,0.013769276,-0.020721596,-0.015489447
21302,-0.025161855,0.022200534,0.024815554,-0.009049601,-0.001216214,0.022149814,0.003273978,-0.02106717,0.028037017,0.030083967,-0.01695317,0.027317135,-0.014660646,-0.012649191,0.0103662675,0.0018281968,-0.03321278,-0.0007338381,0.002234786,-0.011440329,-0.014205142,0.00770561,0.0212612,-0.021941505,-0.014353413,-0.0147410305,0.010758754,0.008292807,0.018363746,-0.028258568
21303,0.019058948,0.017392207,0.038979743,-0.0072157285,-0.015757168,-0.017284846,-0.015855275,0.022698246,-0.011932708,0.016783848,0.013715956,-0.005573351,0.029865002,0.0064723454,-0.013778101,0.020076223,0.013647023,0.010622646,0.0064368634,0.007985399,0.0043084333,-0.011191513,-0.015298031,0.007197123,-0.01213849,0.02534806,0.045470912,-0.016205722,-0.0027367629,-0.028190598
21304,0.023575136,0.021626284,0.015950335,-0.017356157,0.01095179,-0.0072794575,0.017112082,0.022324175,-0.013854406,0.014865134,0.010935117,0.0075060576,0.031713154,0.014973403,0.0033256805,0.013453785,-0.0074608065,0.034648556,0.01007357,0.013555319,0.013347383,-0.018634776,0.024102733,0.021994779,-0.012756216,0.024001544,0.034975577,0.016381204,-0.0119432695,0.0007900332
21305,-0.00905446,0.020825272,-0.023232117,0.04168621,0.015060515,-0.038690235,0.004105775,-0.004470977,0.027286375,0.01681255,0.025254136,-0.0070547946,0.004542651,-0.003406654,-0.0045212307,-0.005763143,-0.017397117,0.0037077733,0.037013587,-0.0068239183,-0.020590521,0.019777061,0.038041428,-0.029764703,0.010638556,0.037790235,0.05264623,0.0013311774,0.016809985,-0.022199554
21306,-0.014349673,0.008929321,0.004502459,0.0029730394,-0.0031100055,-0.008368054,0.009208733,0.033581704,0.016086726,0.0081439,0.00026169853,-0.014475792,0.034448434,-0.010436318,0.031880077,-0.012894534,-0.010813754,0.014934234,0.029314583,0.005784595,-0.013467856,0.017408855,-0.0031700216,-0.020144222,0.010307937,0.0012721894,0.067344144,0.01527642,0.0077835643,0.02080411
21355,-0.0040777517,0.0221204,0.030617505,-0.00072922866,0.0048962063,0.019226426,0.049809095,-0.0033154825,0.03411945,0.02535876,0.05620708,0.07342284,-0.010203398,0.03232163,-0.0075063184,0.012105617,-0.011960941,0.03896423,0.05005611,0.023156047,0.008325613,0.023783676,0.016325125,0.020034188,0.0063373665,0.05827832,0.043665577,0.020225337,8.1151295e-05,0.0068763657
21356,0.039832328,-0.003555093,-0.019393578,-0.010717917,0.0025707858,0.008033167,-0.0015357168,-0.0116278455,0.050006147,-0.0021249207,-0.0032198105,0.018757878,-0.003153459,0.013671386,0.018414218,0.014353705,-0.012176353,0.0151112145,0.006707005,0.008797134,-0.006018071,0.0063886805,-0.043127265,0.0025671648,0.00874826,-0.003055412,0.028385798,-0.00033433642,-0.020920254,0.011332884
21357,-0.007961062,0.007961524,0.012333483,0.0075546396,-0.0017453684,0.008186435,-0.004757391,0.002497265,0.010347155,-0.011493243,-0.017564893,0.010713604,-0.0014601815,-0.00975945,-0.0031445995,0.005341249,0.008775306,0.013933976,-0.0067041907,-0.0036358351,-0.020781213,0.037099734,-0.015888387,-0.005942228,-0.011722517,-0.010296534,-0.016363336,0.022549309,0.007416474,-0.00050481345
21358,-0.022304311,0.010207862,0.012294165,-9.57381e-05,-0.0032153416,-0.028500935,0.0261688,0.008635503,0.021479504,0.0053315577,0.030239305,0.002602036,0.009692597,-0.03167128,0.014893196,0.001925998,0.0138781145,-0.011777994,0.046395827,0.0012299785,-0.003996507,-0.02031102,-0.0077492944,0.016304538,0.0070783193,0.023296667,0.030016406,0.015948154,0.042909455,0.0075544217
21410,0.0014557326,0.0115595125,0.018882941,-0.0031324315,-0.0058740233,-0.011506877,-0.018046096,-0.0029197342,-0.006257025,0.025109148,-0.019946562,-0.029595083,-0.010189368,0.006332992,-0.010975644,-0.030542443,-0.0140667455,0.018237537,0.0076532564,-0.016150476,0.008774692,-0.011912074,0.023355804,-0.0068921302,0.025582023,-0.008431426,-0.02496858,-0.006840532,-0.0053082085,0.028710881
21411,-0.019206777,0.013196523,0.010768216,-0.014031689,0.006103257,0.018381007,-0.008660645,0.040973153,0.024126612,-0.0131105585,0.011158478,0.009656505,0.0059238723,-0.0047646794,0.006536605,0.0068606804,-0.005650714,0.006741591,0.038046267,-0.02575977,0.010422487,0.0047357753,-0.018972052,-1.0574547e-05,0.029008001,0.0045065563,0.037623446,0.003192732,0.01563406,-0.0019832577
23461,0.020858103,0.013261926,0.026260756,-0.009222603,0.018577201,-0.012595092,0.029474156,0.02317176,0.032072913,0.03497473,-0.0053517804,0.044587493,0.03589775,0.0073223505,0.028260425,0.031599756,0.034919433,0.0015358193,0.022201104,0.030783616,0.02723349,0.007862174,-0.00249773,0.03855739,0.03682555,0.037420508,0.03020955,0.00023404323,0.0073671243,0.04092356
23462,0.06137081,0.017121004,0.041577965,0.003026699,0.039174587,0.031998023,0.050284754,0.032849237,0.028082406,0.045761943,0.054501366,0.058510248,0.036263693,0.02405744,0.018697854,0.0439367,0.046376586,0.017867366,0.05854407,0.06174502,0.042756755,0.013081029,0.011765054,0.06993351,0.05008921,0.033293106,0.06285065,0.066396564,0.020858243,0.044653375
23486,0.00972852,0.044586305,0.015443695,-0.02274244,0.0031920883,0.02475136,0.030614262,0.02403363,-0.031162798,0.010762247,-0.0129749775,-0.024001295,0.017545538,0.04989247,0.00510052,0.013684202,-0.017704146,0.014705713,0.018296255,0.014589879,0.02561546,-0.034790758,0.015389487,0.036932357,0.026136613,-0.0042922073,0.031657185,0.002471836,0.0058954856,-0.023445087
23487,-0.003807746,0.013634276,0.01353006,-0.0028545193,0.016779529,0.0045572943,0.002852449,0.002696975,-0.00448673,-0.0018450586,0.013897605,0.005069866,0.017120373,0.020199353,-0.004202556,0.024404688,0.04390962,0.0380894,-0.007648473,0.01521688,0.040644836,-0.010420754,0.029488312,0.016102782,-0.012942694,-0.0057096635,0.017035184,0.018754976,0.004746539,0.013484956
23488,0.01335821,0.005013486,0.006894153,0.0032237086,0.0005225024,0.013323188,0.018571958,0.010076567,0.0038469136,0.015693797,0.018040895,0.03217831,0.013591379,0.028418913,-0.0047085085,0.01878288,0.032295525,0.040889535,0.031735945,0.0035125061,0.0115303295,-0.027272651,0.028813466,0.008056098,-0.003763513,0.04261163,0.009953626,-0.0015491376,-0.0011885385,0.023630865
23489,0.012843192,0.038820505,0.056128863,0.009491426,0.048910514,0.07109126,0.05463062,0.082184695,0.004589686,0.017821027,0.019728325,0.066961475,0.066978104,0.081029706,0.014668721,0.030147875,0.0028888788,0.05472784,0.05538712,0.029289372,0.04842973,-0.00918934,0.02646766,0.035350643,0.0467916,0.07726569,0.03502799,0.020897299,0.006207788,0.018255578
23490,-0.022002205,-0.05648139,-0.07453308,-0.040670145,-0.029170094,-0.065836765,-0.009793113,-0.033959273,-0.06544765,-0.013380823,-0.06342807,-0.02789712,-0.0465492,-0.019596478,-0.0510136,-0.046644714,-0.07866522,-0.061779648,-0.06566825,-0.09587016,-0.042425547,-0.0690602,-0.05092113,-0.03561531,-0.05302379,-0.023686996,-0.008907777,-0.063527465,-0.0511115,-0.090570964
23491,-0.0020880362,-0.04328558,-0.054170817,-0.05416129,-0.018977417,0.0023853008,0.011539253,-0.024018114,-0.04945897,-0.018446967,-0.061252866,-0.031509906,-0.033216853,-0.009211921,-0.034071613,-0.024959132,-0.08425972,-0.06457965,-0.03254767,-0.053853232,-0.020141123,-0.03563017,-0.006846562,-0.028664863,-0.0007604373,-0.021858865,0.017263776,-0.036280874,-0.04119462,-0.049658503
23512,0.028810859,0.089814596,0.043881234,0.053453673,0.037325744,0.10052264,0.10005259,0.07558151,0.035665028,0.08034874,0.06061179,0.084143095,0.067454785,0.082798615,0.011458782,0.06783097,0.048665646,0.076748304,0.06159402,0.09857113,0.1195863,0.044912398,0.088509105,0.08854198,0.105757006,0.11642861,0.08288678,0.12320996,0.07759749,0.07965584
23513,0.056654427,0.07583661,0.020822769,0.01705085,0.031906445,0.059373777,0.07689552,0.009470552,-0.002098845,0.020479864,0.050503973,0.033704143,0.024551155,0.068133675,0.043226272,0.037725713,-0.010599383,0.024160773,0.025559261,0.04960449,0.08661855,0.04084809,0.032688495,0.03703118,0.056408305,0.040879708,0.059746172,0.041738555,0.038313236,0.020499855
23514,0.00058361207,0.018649027,-0.019915817,0.008942065,-0.00026211992,-0.009596032,0.007826865,0.01643856,-0.01704379,-0.0059807836,0.0027487036,0.014659646,-0.038293764,0.013604113,0.0050677345,-0.0045877723,0.006081561,0.06463496,0.016902497,-0.0018363599,0.008747919,0.016569445,0.04771092,0.033521637,0.031773288,0.04642868,0.012067842,-0.00995057,0.0047209323,0.008460824
23516,0.00068234996,0.011640083,0.00055531505,0.044176135,-0.0022421128,0.018423228,-0.005106183,0.025199955,-0.010416833,0.04572611,0.018929832,0.019436153,-0.0016479241,0.03461202,0.038403206,0.022850642,0.057321537,0.04538923,0.006469809,-0.006653119,0.027641319,-0.0073475763,-0.007989085,0.017034134,0.013409562,0.026363974,0.024858875,0.009029197,0.014860013,-0.018382244
23518,0.039032053,0.0008428213,0.016730228,0.009944719,0.013650247,0.043783803,0.038595203,0.015173401,0.010139168,0.02706056,-0.016708171,0.025545845,0.040675152,0.018834075,0.009838954,0.004553134,-0.012782256,0.050491627,0.019906653,0.016061692,0.052935112,-0.021950895,0.014299382,0.04033142,0.027110128,0.023929842,0.027587533,0.022430016,-0.0020033147,0.020871768
23519,0.003469289,0.0032911964,-0.008964897,0.00927397,-0.0101197725,-0.011509076,0.03111287,0.049817044,0.0048117796,0.025426006,-7.571032e-06,0.028422182,0.01331154,0.02112198,-0.020583466,-0.001322124,-0.016560676,0.024906255,0.03630702,-0.019522812,0.014984659,-0.022712091,0.021218546,0.032797586,0.021426732,0.025997734,0.020289676,0.010933456,-0.015144152,0.01855106
23520,0.007313628,0.015393801,-0.0010259114,0.029738856,0.009100046,0.00044292895,0.020278415,0.060783148,-0.0077102096,-0.016978333,0.015711132,-0.0020894073,0.035881605,0.013758327,-0.014908315,0.020711498,-0.008169954,0.013082237,0.011545643,0.0066306405,0.015171822,-0.00010850715,0.021206813,0.006372525,0.025581693,0.011948845,0.028177602,0.019935613,0.00082074077,0.0038354725
23521,0.035536554,0.026253635,0.007900729,0.051868796,0.04526267,0.032060966,0.0449606,0.0073225535,-0.0014829412,0.038020764,0.015824689,0.05863038,0.051664624,0.050112914,0.001527985,0.0059781936,0.0036753656,-0.00911156,0.015670957,0.04234639,0.045936484,0.015501629,0.017682506,0.008251859,0.04274833,0.029185548,0.023121031,-0.008801817,0.05985267,0.059335027
23522,0.029028824,0.008732003,-0.003125924,0.018423403,-0.014626314,-0.009076818,0.02232194,-0.008707038,-0.020153798,0.013484966,-0.027041668,0.012515634,-0.004683964,0.012865235,-0.022370325,0.027412063,0.011067423,-0.024517437,0.008208003,-0.01134983,0.0021900267,-0.037595585,0.0150262145,0.00499317,-0.011363454,-0.031789348,0.017578272,-0.0096174395,-0.0034176197,0.0044459086
23541,-0.0013082428,0.010695677,0.0010521974,0.0007887532,0.028851645,-0.007431245,0.011667651,0.030782318,0.017588817,-0.01424132,0.045581058,0.017496113,0.031276163,0.02961,0.005879534,0.013892103,-0.015543465,0.06514391,0.04931942,0.033231143,0.0434234,0.019611487,0.028358886,0.03817737,0.073477305,0.04900648,0.029409803,0.020001067,0.04516079,0.020808157
23542,-0.027832234,0.00041588457,-0.026236854,-0.007733119,0.0061694602,-0.0049403138,-0.015880456,0.0037636843,0.0035597256,-0.030823484,0.008998411,-0.006092898,0.0027751669,-0.009350187,-0.0035999774,-0.0013405415,-0.021293951,0.013531352,-0.036175493,-0.0015336474,0.0012587936,0.00316988,-0.008534523,-0.021027865,0.009880951,-0.001414253,-0.008270287,-0.0011644472,-0.0476739,0.003946733
23543,0.037896704,0.06280861,0.06518836,0.04828018,0.033491332,0.04482839,0.06575107,0.048743755,0.0057337694,0.053809937,0.024693653,0.043926705,0.04672571,0.053480547,0.026337365,0.0330547,0.04975794,0.019337116,0.04148702,0.08208691,0.08648806,0.020495946,0.038737956,0.048525777,0.050194222,0.06727176,0.07261274,0.067661375,0.047685605,0.009725208
23544,0.053139675,0.0339824,0.039685026,0.05426742,0.022194108,0.029750513,0.018607777,0.014747918,0.004937553,0.043888684,0.00821429,0.040593296,0.048982978,0.038748074,0.016052177,0.038568992,0.016477617,0.021200716,0.050484363,0.04897541,0.0718917,0.027618939,0.05261706,0.08554596,0.014315876,0.058488194,0.023037067,0.017310781,0.026061708,0.019513957
23545,-0.0150143625,0.0028262378,-0.0024293915,-0.0014383119,-0.019973835,0.0253239,0.002680039,-0.01897832,-0.014212958,-0.024821125,-0.010380897,-0.009614759,-0.0061677224,-0.006606421,-0.028490676,-0.024710154,-0.013805871,0.025508596,0.020095313,-0.026668774,-0.042165235,0.03779828,-0.008309225,-0.013729964,4.9252063e-05,-0.018051809,-0.017565286,0.02181007,-0.014511901,0.018895073
23546,0.0090150675,0.054081712,0.030479828,0.03547847,0.030986102,0.032833487,0.04377454,0.026533833,-0.012460562,0.055813164,0.026935473,0.0133503685,0.023976311,0.061265897,0.01675865,0.04095311,0.043024536,0.07227093,0.017223373,0.04887453,0.09823351,0.047472578,0.044081554,0.047660943,0.022548355,0.016494505,0.022116186,0.011508427,0.017027905,0.012635924
23547,0.011188892,0.044615153,0.04652892,0.028404519,0.027325273,0.06951027,0.064231165,0.054782778,0.0034323179,0.066370614,0.051030666,0.039566617,0.019770922,0.06674132,0.04226622,0.05434448,0.030067017,0.062467813,0.03859705,0.040880293,0.09687549,0.0038919002,0.06159171,0.05767684,0.04676166,0.06922367,0.054153424,0.016416544,0.017627243,0.05491249
23550,-0.011482683,0.006108906,-0.022590851,-0.004649255,-0.0062807016,0.012214437,-0.04121519,0.013822302,-0.013568317,0.015271593,-0.046092223,0.00901547,0.026228027,-0.012091304,0.025772914,-0.0038233523,-0.0105155585,-0.011124502,-0.005176751,-0.031106152,-0.016552215,-0.0073523545,-0.011447131,-0.0034086648,-0.045467556,0.02874943,-0.012306095,-0.031038778,0.002562292,-0.0058452818
23551,-0.029088369,-0.018607588,-0.018320503,-0.0016786429,-0.019624468,0.010257107,-0.025692664,-0.023603449,-0.03727652,-0.046158668,-0.030127032,-0.0016404372,-0.0044183116,-0.01775611,0.00022079113,0.016417028,-0.028003713,-0.013885035,-0.0018469435,-0.0337364,-0.01029298,-0.008596228,-0.008897585,-0.0024181062,-0.031828508,-0.0010893416,-0.026146164,0.00034975074,0.0044643814,-0.023878017
23574,0.029417425,0.049530324,0.05651949,0.03691892,0.054318007,0.03200856,0.032722034,0.077231504,0.029468978,0.073913835,0.068854384,0.07745587,0.042733427,0.07057978,0.04668827,0.03458381,0.013088696,0.0785374,0.07385578,0.06719211,0.08882716,0.022058332,0.038574312,0.049945097,0.051818807,0.087090634,0.060139507,0.09316159,0.040327523,0.09188151
23575,0.018637402,0.045960877,0.027764464,0.012914513,0.043477844,0.01460475,-0.0006300223,0.029882817,0.0019498803,0.031415135,0.034841258,0.031652395,0.015787885,0.045630436,0.032659773,0.026353357,0.02123286,0.05885728,0.041894194,0.04246572,0.038543556,0.0108705005,0.03286639,0.019315092,0.058686525,0.024305517,0.040053163,0.041570853,0.0037106685,0.04407939
23576,0.023899594,0.011354096,0.01169284,0.00045076385,0.024583803,0.010788988,0.0065434654,0.0099113025,0.002998029,0.008428386,0.04512312,-0.0067026108,0.03458562,0.0094267875,-0.017172854,0.013463598,-0.0009854498,0.022491487,0.011484801,0.020220727,0.04287686,0.008078004,0.02131734,0.0072648614,0.0077640973,-0.014243265,0.012110422,0.03049142,0.044747297,0.02379212
23577,0.02463905,0.012710168,0.0076588173,-0.007138192,0.009147883,0.014680903,0.003048826,0.022076799,0.0033529308,-0.004093761,0.0009406649,-0.03811937,-0.0011620579,-0.0084087225,0.0049457364,-0.005542163,-0.03284026,0.0049368995,0.0027040166,0.010319029,0.031907015,0.019975,0.0071915626,0.0029093807,0.0004621602,-0.009039812,0.0043483493,0.039640438,0.001999919,-0.0048055616
23578,0.01104688,-0.0050808173,-0.010624781,0.025374563,-0.010721873,-0.0001827972,-0.004324273,-0.003931574,0.007963312,0.0022358985,-0.030620812,-0.0043941904,-0.023918586,-0.0044185203,-0.021879276,-0.019774372,-0.011926186,-0.0019958557,0.001411788,0.00083961524,0.014460656,0.011533055,0.031392474,0.0068017486,-0.0029065933,0.0072070262,0.0024001962,0.0075975307,-0.03994502,0.012578049
23579,-0.023534888,-0.007487297,0.0075443517,-0.011930048,-0.010976415,-0.003901491,-0.018684482,-0.010776091,-0.024144636,-0.03496271,-0.01967707,0.040314015,0.012987021,-0.00675771,0.0055820965,-0.019108383,0.0032443732,-0.040865798,-0.031818125,-0.014430509,0.017939692,0.017802218,-0.022012929,0.01629753,0.0012991842,0.012983245,-0.0014129649,0.009323172,-0.015568945,0.0036674908
23580,0.0076006087,0.03202788,0.026743932,0.0027435552,0.03285774,0.056208488,0.06564184,0.043335054,-0.01728819,0.025819162,0.025500825,-0.00022376515,0.010517753,0.045518294,0.034923002,0.036200527,0.016689694,0.066435926,0.012246024,0.008119506,0.07275621,0.016604165,0.01887611,0.05297887,0.029658208,0.016948046,0.031968243,0.02561376,0.019463522,0.02242474
23581,0.02243782,0.06623589,0.03056564,0.004527423,0.050061624,0.07165343,0.06900553,0.021191305,0.030578518,0.04350409,0.04041938,0.0154506,0.02052245,0.08085904,0.02317901,0.03953641,0.009672016,0.07298527,0.047708016,0.032493524,0.06835296,0.018046126,0.026772477,0.048115537,0.06588211,0.068855815,0.030535797,0.040545855,0.022432646,0.04520751
23614,0.019027174,0.025077045,0.038103726,0.01601221,0.03192196,0.013305818,0.023621703,0.03069289,0.0013297214,-0.016653048,0.017864687,0.01653297,0.009439179,0.010109081,0.01661727,0.017294414,-0.009963418,0.008919098,0.017926062,0.013442516,0.03373758,-0.007699573,-0.00023684604,0.02037227,0.041571457,0.020687792,0.029622251,0.012902119,-0.02492258,0.019926475
23615,0.0319941,0.039541405,0.019241009,0.0040313606,0.021984003,0.039992016,0.015627934,0.02949878,0.017446255,0.0157706,0.017358387,-0.0049566342,0.057442475,0.020602541,0.007258803,0.03233998,0.021563968,0.033437204,0.062081177,0.02881751,0.02706582,-0.0064534307,0.016849695,0.023015678,0.051334072,0.054757643,0.011448346,0.020595605,0.0068684337,0.048179045
23616,0.018334975,0.035861406,0.041579083,0.036390517,0.046307143,0.032852665,0.03473484,0.046137836,0.033962976,0.046328858,0.0062454045,0.021869132,0.048066437,0.05564071,0.05548811,0.02172601,0.024484718,0.0633027,0.07073697,0.04664484,0.04526497,0.028461477,0.023700036,0.03873574,0.06818436,0.059919074,0.03467715,0.057564855,0.027948782,0.0014933543
23617,-0.01645506,0.037752446,0.005253373,0.0033960522,0.055874556,0.023893816,0.031174308,0.0495033,0.0019324966,0.019139133,0.048822984,0.033948656,0.054170195,0.04266338,0.009321257,0.016649285,-0.032314543,0.07377441,0.07909606,0.037101988,0.043041904,-0.005695544,0.040744226,0.025533177,0.03588122,0.0836082,0.05466315,0.038368076,0.05729128,0.05820294
23618,-0.011210772,0.046868037,-0.0078572845,0.046677347,0.021769881,0.018105706,0.015092806,0.04413024,-0.0001971197,0.019709704,0.045457322,0.013318699,0.0441651,0.02600962,-0.026568076,-0.0011230645,-0.0009619777,0.030243704,0.04130169,0.013458058,0.031303186,0.0016314784,0.024236074,0.016480735,-0.0019513102,0.025288118,0.04690759,0.03943479,0.03790779,0.053559918
23619,0.0081390925,0.0038405184,0.006560748,0.020022735,0.010118903,-0.01120353,-0.010109219,0.014075607,0.02222175,0.009723077,0.031845275,-0.01973964,-0.008040699,0.006644618,0.02079381,0.009215255,-0.011106099,0.0033751056,0.02063158,0.011241709,0.011464346,-0.01662571,0.020246191,0.04251175,0.03420543,0.0087060565,0.010912313,0.034477595,0.010679298,0.043163795
23620,0.006443077,0.00047914064,-0.017262595,-0.011417995,0.0336142,0.014251568,0.0024418232,0.025194779,0.00037886234,-0.015154779,0.0052950964,-0.0006004802,0.009885707,0.021842742,-0.01617716,0.019463623,0.0065188617,-0.021421345,0.02647444,0.025160342,0.020426745,-0.009736164,0.033357024,0.015087824,0.031974513,0.042711284,0.03613829,0.010620075,0.03149518,0.02404026
23621,-0.03677432,0.021670943,-0.029232897,-0.01295879,-0.011954489,0.029654758,0.03211939,0.030157901,0.04479773,-0.00656506,-0.0011907173,-0.0016414939,-0.0031042641,0.01894461,0.03170785,0.031201912,0.0670195,0.04926605,0.014772731,0.02237633,0.007014843,0.023356654,0.0071324804,0.010394192,0.036525268,0.041285146,0.03432618,0.03390272,0.0035735655,0.02121605
23622,0.0070135295,0.022516394,0.022200132,-0.0016175872,0.033612505,0.055774447,0.028450035,0.020109959,0.027438117,0.0061103143,0.012335897,0.016884252,-0.0016481754,0.07036852,0.024941653,-0.0029937997,0.023780065,0.06563509,0.018821899,0.016250214,0.049411524,0.03705583,-0.0005456675,0.033599257,0.0026839233,0.07390537,0.03458478,0.02156101,0.024750372,0.0044041835
23623,0.0012619299,0.014408414,-0.0014182929,0.0010528156,0.023382654,0.059155237,0.013870851,0.001451475,-0.022798965,0.0045338566,0.029743204,0.008838027,0.013946314,0.036671367,-0.021598026,-0.009000198,-0.001507687,0.034496557,0.017282834,0.014455325,0.048425067,-0.008345013,0.017622605,0.018820627,0.0068434067,0.06527374,0.013814833,-0.012411065,-0.014244675,-0.012593225
23624,-0.00030263248,0.008888372,-0.030327206,-0.029186128,-0.003173142,0.02226349,0.004186869,-0.010022194,-0.0035241495,0.011173859,0.013362114,0.00651953,0.01630017,0.027188882,-0.021890184,0.005025906,0.0010586845,-0.009494033,0.025975863,-0.011020981,0.019094722,0.011634215,0.011870566,0.00021229056,0.006631721,0.0066879583,0.009374035,-0.009714268,-0.020915069,0.012551862
23656,0.065517195,0.06059641,0.097417645,0.04559301,0.041592102,0.037076864,0.060236394,0.051469624,0.0128573,0.055419248,0.039433137,0.048638847,0.050825786,0.0746654,0.035409596,0.03294751,0.034454938,0.06284662,0.029347839,0.056339283,0.07588652,0.029313954,0.059679214,0.04107426,0.050404202,0.011466307,0.055968583,0.04641378,0.045639604,0.021583362
23657,0.05606431,0.054980636,0.06354288,0.089072645,0.054129552,0.098081745,0.06845773,0.058554273,0.034844153,0.046439346,0.04077934,0.07616184,0.05856797,0.05680916,0.024189694,0.0621734,0.035960138,0.037276726,0.03401887,0.06617148,0.064750366,0.04550601,0.04647397,0.030207084,0.04295524,0.049980607,0.081203826,0.08299861,0.05235705,0.06885667
23658,0.025225446,0.010986608,0.01970492,0.029530317,0.012529504,0.029682152,0.039477434,0.0020833574,0.023623342,0.023268709,-0.0003408237,0.03160942,0.06775402,0.0105174,0.027896954,0.034963507,0.046624262,0.025585653,0.02748169,0.013254619,0.037598457,0.0006719101,-0.009139015,0.034596473,0.05308861,0.049019217,0.0049617365,0.008101137,0.015943054,0.040929336
23659,0.033010956,0.0045334524,0.03618283,0.023615591,0.028167672,0.008901819,0.015349274,0.03022998,0.0030572254,0.018101556,0.0266306,-0.012565285,0.056733575,0.035001952,0.04654509,0.022484036,-0.011158846,0.06832953,0.036936942,0.010014697,-0.0002459759,-0.008501122,0.03367867,0.006022467,0.03566837,0.025115049,0.042970214,0.0121009005,0.039306972,0.03104417
23660,-0.02553735,0.04760608,0.011674809,-0.022029668,0.05205074,-0.014428601,0.007123841,0.051593337,0.018790511,-0.00040679294,0.04537524,0.035347898,0.029178204,0.007904965,0.018216679,0.0010717995,-0.022107989,0.04440629,0.062686995,0.028636223,0.028290903,-0.004836753,0.044825885,0.025819428,0.03919787,0.05022782,0.05514017,0.028485427,0.037445065,0.03378412
23661,-0.013762858,0.04237785,0.013789095,0.006118089,0.05412683,0.008821924,-0.0070915855,0.067118235,-0.018396357,0.0049886615,0.017296983,0.04283464,0.038841244,0.02139921,-0.0049158856,-0.009016399,-0.015613347,0.022548795,0.06410863,0.019077446,0.033852328,-0.0017964613,0.0047094864,0.04492442,0.041734383,0.045661867,0.062181875,0.028578468,0.014879941,0.04751551
