,0,1
0,guitar_piano,0.5325079560279846
1,bus_piano,0.30746981501579285
2,microscope_hammer,0.4615345001220703
3,Trumpet_boat,0.5795361399650574
4,couch_trumpet,0.30066654086112976
5,umbrella_chair,0.43193450570106506
6,bottle_brush,0.5574671030044556
7,microscope_axe,0.6325181722640991
8,chair_scissors,0.39292457699775696
9,microscope_kite,0.45536062121391296
10,knife_chair,0.4718126356601715
11,Bear_Cow,0.44611072540283203
12,Bear_frog,0.4214494526386261
13,Cat_dog,0.6953763961791992
14,Cat_Sheep,0.3837977945804596
15,Cow_dog,0.48693010210990906
16,Cow_Lion,0.4158214330673218
17,Dog_Bear,0.5990104675292969
18,Frog_Turtle,0.42321181297302246
19,Giraffe_Dog,0.5638627409934998
20,Giraffe_Lion,0.4907923936843872
21,Horse_Cow,0.5022305250167847
22,Horse_Kangaroo,0.6611011624336243
23,Horse_monkey,0.645942211151123
24,Kangaroo_horse,0.6611011624336243
25,Lion_Bear,0.483875572681427
26,lion_cow,0.4158214330673218
27,Monkey_Dog,0.6562225818634033
28,Rhinoceros_Cow,0.2818658947944641
29,Rhinoceros_Horse,0.4443039298057556
