,Concept,Euclidean,Pearson
0,bee_raccoon,1.023413062095642,0.3912261724472046
1,bird_ant,1.8961536884307861,0.8034212738275528
2,ant_raccoon,1.1575288772583008,0.41295480728149414
3,deer_fish,1.1168928146362305,0.5444707870483398
4,bear_frog,1.022143840789795,0.4729577302932739
5,alligator_rhinoceros,1.2387266159057617,0.49229586124420166
6,rhinoceros_alligator,1.2387266159057617,0.49229586124420166
7,bird_deer,1.5954976081848145,0.7836737483739853
8,bird_horse,1.3870370388031006,0.6166443824768066
9,horse_bird,1.3870370388031006,0.6166443824768066
10,kangaroo_camel,1.0914450883865356,0.548166960477829
11,horse_kangaroo,0.9254534244537354,0.4736616611480713
12,kangaroo_horse,0.9254534244537354,0.4736616611480713
13,elephant_deer,1.0628758668899536,0.5041756629943848
14,squirrel_cat,1.132932424545288,0.5262115597724915
15,rabbit_deer,1.1365020275115967,0.5148216485977173
16,raccoon_rabbit,0.997453510761261,0.352458119392395
17,horse_monkey,0.7559759020805359,0.32603299617767334
18,rabbit_camel,1.0324546098709106,0.43820327520370483
19,monkey_dog,1.062016487121582,0.39992380142211914
20,monkey_squirrel,0.8895817995071411,0.3771970868110657
21,horse_goat,0.9332543611526489,0.39813512563705444
22,giraffe_zebra,1.0538495779037476,0.4292161464691162
23,horse_cow,0.8033995032310486,0.35224902629852295
24,rhinoceros_cow,1.070072054862976,0.4709930419921875
25,zebra_deer,1.1248432397842407,0.5289131104946136
26,cow_lion,0.9468162655830383,0.3957156538963318
27,donkey_cow,1.1098871231079102,0.46728795766830444
28,lion_cow,0.9468162655830383,0.3957156538963318
29,bear_cow,0.8707069158554077,0.3652721643447876
30,camel_rhinoceros,1.2770036458969116,0.5962009131908417
31,cat_sheep,1.0887864828109741,0.4880310893058777
32,giraffe_donkey,1.042506456375122,0.42674803733825684
33,giraffe_lion,1.047054648399353,0.4415097236633301
34,cow_dog,1.0451180934906006,0.3719741702079773
35,giraffe_dog,1.0807440280914307,0.4162113666534424
36,leopard_zebra,1.0680787563323975,0.42571985721588135
37,donkey_dog,1.1524776220321655,0.453826904296875
38,cat_dog,1.1353415250778198,0.4315159320831299
39,lion_bear,1.100938320159912,0.48711562156677246
40,rabbit_raccoon,0.997453510761261,0.352458119392395
41,bear_leopard,1.0041133165359497,0.4111069440841675
42,rhinoceros_horse,1.2352008819580078,0.5775854289531708
43,raccoon_lion,0.9953020811080933,0.38064277172088623
44,tiger_raccoon,1.0904436111450195,0.38841378688812256
45,dog_bear,1.1416960954666138,0.4242594838142395
46,dog_raccoon,1.0799134969711304,0.3863750696182251
47,deer_sheep,1.0491360425949097,0.49798089265823364
