,0
0,subject 02-glasser-PCV-cosine
1,log-phy
2,0.4300804497600812
3,0.0015996800639872025
4,subject 02-glasser-PCV-pearson
5,log-phy
6,0.3849291467287903
7,0.007198560287942412
