,turtle,fish,bee,frog,rabbit,cow,cat,dog,raccoon,monkey,rhinoceros,giraffe,elephant,leopard,penguin,tiger,bird,sheep,lion,alligator,bear,deer,goat,horse,squirrel,camel,ant,kangaroo,donkey,zebra
12319,-0.012619584,0.005012946,-0.02346407,-0.01986508,-0.03996221,-0.04663605,-0.02877158,-0.011169356,-0.02187296,-0.014805975,-0.035453577,-0.017111378,-1.0657434e-05,-0.02701999,-0.011829491,0.0022154755,-0.05601489,0.010980543,-0.038418833,-0.036506835,-0.05879621,-0.018356284,-0.048114676,-0.029926099,-0.013197114,-0.04936378,0.010574496,-0.032194365,-0.03060426,-0.02009034
12353,-0.036743782,-0.022772253,-0.053782087,-0.054136053,-0.017677529,0.004795397,-0.054252867,-0.021128416,0.00015158641,-0.014654651,-0.02448994,-0.025441937,-0.040744502,-0.026392087,-0.015130592,0.006355489,-0.032575004,-0.007937198,-0.0475527,-0.046541035,-0.042042267,-0.026423967,-0.03653303,-0.03557357,-0.014966045,-0.047333945,-0.019256204,-0.025677918,-0.01744183,-0.016508615
12354,-0.004372122,0.018577991,0.030058691,-0.0065196813,0.01474153,0.0036374659,0.019056385,0.039001033,0.010260962,0.0029466867,0.00040677935,0.011553247,0.023128092,0.01238007,0.022898594,0.02243946,0.015982196,0.02151022,0.003972911,0.020347254,0.019802736,0.018259509,0.010611206,0.0011052153,0.03306752,0.025584616,-0.020860247,0.036326397,-0.03423633,0.010237244
12393,0.0004751043,-0.008775135,0.04356392,0.00897297,0.023092007,-0.0045819404,0.038294826,0.05596602,0.047184706,0.030398646,0.00059625943,0.04192083,-0.014789037,0.011350849,0.03115788,0.064595446,0.004853726,0.0019161351,0.013203427,0.061950106,0.018884473,0.022665724,-0.0095623,0.031325027,0.055563256,0.053789854,0.044184577,0.021080693,0.04419842,0.06429529
14685,0.039493915,-0.014954347,0.002603215,-0.0074595213,0.03405461,0.017687866,0.04826561,0.049785722,0.031402778,0.018092891,0.03908784,0.014661352,0.0015620919,0.018725906,0.022452526,0.006700359,0.03144459,0.0004603304,-0.0043938053,0.025167165,0.017703524,0.023102617,0.023698935,0.020009222,0.0088681085,0.029413154,0.009070215,0.007854591,0.024992736,-0.050658762
14686,0.039000437,0.03950021,0.041481387,0.02950008,0.05547482,0.053520788,0.084521204,0.087853275,0.12999584,0.056114882,0.017611602,0.035532955,0.05787234,0.059246052,0.038047154,0.09740025,0.028513653,0.022513011,0.08411968,0.040453166,0.028793631,0.053791344,0.05166979,0.052122336,0.070603505,0.08054409,0.083717234,0.07430759,0.04923342,0.032127537
14721,-0.026636498,0.0008064319,-0.0019312477,-0.025257543,-0.0015950998,0.014300011,0.024516253,0.013278517,0.008838205,-0.02491127,-0.021643393,0.0044558607,-0.0002566854,-0.00012682068,0.012743108,0.036809303,-0.011826496,0.0014591692,-0.010159106,-0.030155657,-0.013403227,0.0019206175,-0.010332975,-0.00881002,0.011324178,-0.04829806,-0.0013745917,-0.017220207,0.03661684,-0.00020478915
14722,-0.027152212,-0.0052712797,0.003422267,-0.019170031,-0.0013686972,0.0034911593,0.014200676,0.0017446354,0.010052562,-0.017963698,-0.019197071,-0.008334638,0.012267913,0.02884315,0.035661757,0.0054904185,-0.02527985,0.0048202258,-0.0016580777,0.0055223666,-0.0034558761,-0.04343242,0.01062687,0.0034122092,-0.0026502127,-0.015201397,0.025905075,-0.00693104,0.018487277,0.01510467
14723,-0.03568451,-0.01205201,-0.011178208,-0.012178338,-0.0017910345,-0.029735116,-0.022129787,0.017546274,0.00024186385,-0.0005008628,-0.0058364794,-0.002420013,-0.0018369392,0.03414173,-0.0023773606,-0.011973732,-0.04971986,-0.0054557403,-0.021046283,0.0073783323,-0.0021855857,0.020914176,-0.0066448064,0.008523787,-0.03603105,-0.002445134,-0.01660473,-0.017714342,-0.00953146,-0.010479473
14760,-0.021620624,0.014313016,-0.022480935,-0.041273307,-0.016823713,0.0064575374,-0.0055694953,-0.01378499,0.009102904,-0.011674968,-0.016378148,0.0028914653,-0.011831195,-0.04285937,0.025274983,0.031345565,-0.050316885,-0.009970752,-0.032967374,-0.051208425,-0.011602737,-0.0053040036,-0.048756782,-0.007395435,-0.016292896,-0.041363765,0.017401239,0.030438518,0.00053229433,-0.023398913
