,0
0,subject 03-glasser-3a-cosine
1,clip-vis-sim
2,-0.4546130141721045
3,0.0007998400319936012
4,subject 03-glasser-3a-pearson
5,clip-vis-sim
6,-0.3962531498137429
7,0.00599880023995201
