,cat,camel,bird,giraffe,monkey,donkey,kangaroo,rhinoceros,elephant,raccoon,horse,cow,leopard,rabbit,goat,lion,turtle,zebra,dog,frog,sheep,tiger,ant,alligator,deer,penguin,bear,squirrel,fish,bee
31679,-0.007659566,0.014925209,-0.02492016,0.038549524,-0.0013851997,-0.009098572,0.010858742,-0.0026707184,0.02595823,0.010770194,0.016653446,0.0018833331,-0.0022433905,0.00045777252,-0.012830851,0.016033469,-0.017794143,-0.0012436887,0.03939594,-0.0022352443,-0.005713278,0.02301346,0.005548408,-0.0108417785,-0.04235853,0.013476539,-0.0076584243,0.021418268,0.00056420825,0.018137926
34779,0.03340493,0.03712382,0.010217666,0.06092039,0.031549923,0.018748946,0.014967077,0.00220051,0.05177996,0.02276832,0.04189418,0.014987373,0.03654853,0.00812927,0.02817318,0.034643576,0.016780319,0.04700156,0.048317954,0.012939621,0.008696691,0.023509754,0.08589428,0.04929127,-0.011628192,0.029256398,0.050096203,0.017379813,0.014143635,0.028542258
34814,0.044008214,0.023620702,0.0028802555,0.083103575,0.03234547,0.00041456157,-0.0104565425,-0.00882106,0.008552398,0.06296001,0.03533506,-0.0028928115,0.012047652,0.004433,0.01567496,0.019416941,0.028066913,0.027625792,0.03902811,-0.029602284,-0.017848397,0.029518152,0.07330335,0.053139526,0.024211533,0.011433069,0.037419714,0.014422014,0.009762075,0.061593328
34852,0.03625657,0.015359082,0.012083947,0.03182864,-0.003544947,-0.015124227,0.014003798,-0.0014118156,0.026097307,0.029245757,0.0030266235,0.0045945705,0.0035096202,0.0066740327,0.0221783,0.025658065,0.039632425,0.018142011,0.0016260237,-0.0009034456,-0.00408088,0.028937789,0.08580183,0.025528966,0.018345067,0.013594561,0.03277452,0.040449772,0.009498118,0.014031316
34853,0.02414837,0.017389035,-0.010186061,0.01650807,0.0032465085,0.0022475182,-0.014994572,-0.0003112699,-0.012856432,0.0043431055,-0.014308273,-0.023501955,0.0024470375,-0.008856394,0.019561665,-0.0092604505,0.032629613,0.011420674,-0.003298511,0.030340299,0.001646587,0.008410263,0.010868597,-0.00080586225,0.022731036,0.02870044,-0.0038884848,0.003770393,0.002543455,0.0013041921
34891,0.029204631,0.009485534,-0.030579947,0.04059953,0.004885618,-0.0038472787,0.0076117725,0.0019194223,-0.009064903,0.0043477905,0.023006417,0.0012762804,-0.031227134,0.001455355,0.022499377,-0.004921229,0.033389077,0.04428403,0.034989838,-0.007941814,-0.002615262,0.02145846,0.05927864,0.02992843,0.027466841,0.015706971,0.022116939,0.017410118,0.016002284,0.01558695
34892,0.02942265,-0.0066368803,-0.016323501,0.0028942234,-0.027439246,0.010205422,-0.024953278,-0.0056219697,0.0037018154,-0.021287432,-0.0065686717,0.019504918,0.010118428,0.008888724,-0.0038361584,0.008927562,0.006147806,-0.016363768,0.010977455,-0.025714435,-0.00732361,0.0077167223,0.015337671,-0.022990128,0.021324513,0.009087836,0.019381901,-0.020478971,-0.015064052,-0.0050380896
34934,0.017922254,-0.018676152,-0.005790908,0.023613447,-0.0059243026,-0.019249748,0.023227321,-0.010595702,0.004920527,-0.00012218021,0.021962762,0.01245508,-0.021352336,0.01805931,0.012340251,-0.00021623199,-4.2198535e-05,0.02443804,0.04335539,0.007685181,-0.0019085245,0.030100413,0.045375016,0.020634696,0.0062136166,0.022482475,0.052162725,0.005193697,-0.017186353,0.011728692
35036,0.033559125,0.026897216,-0.035399836,0.022503285,0.016347503,0.012049143,0.014370619,0.01271038,0.004795753,0.00914748,0.018941412,-0.009613284,0.004908983,0.007118542,0.010244055,-0.015469804,0.020912996,-0.0029544039,0.012253423,0.010516324,0.016515767,0.023781396,0.04416572,0.0057351682,0.016695328,0.035641734,0.0009057343,0.00546032,-0.017088141,0.012902203
38098,0.046133112,-0.0028837025,0.008037107,0.026139861,0.0020688924,0.032809284,-0.012960543,0.0033243608,-0.010023224,0.011546902,0.02038995,-0.008386053,0.011169575,0.026728587,0.018494098,0.029694816,0.015592854,0.0030954685,0.03125501,-0.00029210994,0.017394863,0.036140945,0.02693968,0.034098618,0.013882791,0.04269983,-0.0024979955,-3.4038287e-05,-0.011934713,0.021089109
38102,0.011628826,0.03009444,-0.009820117,0.004043913,0.017323572,0.03318183,0.033190385,-0.01314912,0.016404537,0.020006768,-0.00078050204,-0.030886983,-0.012666726,-0.021310518,0.00925583,-0.0030361887,-0.0301357,-0.018485293,0.0128920935,0.0052677845,-0.014421494,-0.0009820997,0.037033975,0.035599574,0.012085834,0.015107051,0.008607359,0.01606807,-0.008423883,0.008802456
38135,0.013523462,0.010173504,-0.004690535,0.0076361015,0.0006582926,0.022869935,-0.014465098,-0.0070741843,0.013251185,-0.013162363,0.023037741,-0.0046729543,0.018855335,-0.005735129,-0.0046026874,0.040078472,0.013027288,0.025972037,0.03848852,0.036889832,0.028587759,0.027596002,0.055080857,0.03472199,0.022832232,0.025437914,0.020278888,-0.018514067,-0.0063012727,0.02929958
38136,0.025883937,0.014930009,-0.01463862,0.011609278,-0.0031120952,0.016634492,0.008354102,0.0021084342,0.012845368,-0.0037842065,0.016122323,-0.0040244213,-0.014845463,-0.020968966,0.0155587485,0.025143638,0.0029601874,0.022701258,0.02066505,0.011372593,0.010215432,0.023160145,0.03560428,0.016688598,-0.010502812,0.0053020106,-0.003998085,0.018101571,0.011851848,0.0358882
38137,0.012440621,0.0026260566,-0.020476697,-0.00047421307,-0.012327426,-0.0011202293,-0.022965906,0.015225213,-0.013153282,-0.012612087,0.000848532,-0.019365748,-0.04959179,0.0042259507,-0.013108879,-0.011573672,0.01734644,0.007826931,0.022206446,-0.022939024,-0.003619834,-0.012082294,0.020625211,0.00030855337,0.009839023,-0.0011282774,0.0100523075,0.013451976,0.009452197,0.030437648
38140,-0.004284019,-0.014825749,-0.038322147,-0.02451959,0.0038455194,0.010714154,-0.021039253,0.01086053,0.025425732,0.0039594173,-0.012217724,-0.010680263,-0.04962124,-0.013861373,0.018504323,-0.034756344,0.020590795,0.0008411811,-0.009949213,-0.017507344,-0.007660929,0.0020033245,-0.0061167213,0.013072132,-0.012715653,-0.018473111,-0.03980881,-0.008426591,-0.011294047,-0.023633162
38176,0.0036287243,0.0041936594,-0.0052669556,0.013978732,-0.0065145977,0.010177155,-0.0021412037,-0.018112415,-0.0011570571,-0.03227624,-0.019316072,-0.012214147,-0.010064097,-0.017728468,0.023188591,-0.011892865,-0.004101481,0.025214372,0.0337115,-0.019771162,-0.002801242,0.03271214,0.031947073,0.04021124,0.02694787,-0.02822117,0.0064795706,-0.0040357113,-0.022921823,0.0069336942
38177,-0.0031318536,0.013449929,-0.029546222,0.017210783,-0.0031142223,0.035452913,0.02625004,-0.0043221456,0.0010802842,-0.019474981,0.001842952,0.02321701,0.0021452766,-0.011143315,-0.007875781,0.0032804348,0.036868483,-0.0020572203,0.010926968,-0.013890757,0.023403145,0.033458624,0.049401555,0.01805927,0.020876892,0.0020564015,0.031486183,-0.004815039,-0.031306427,0.026874991
38178,0.012994214,0.031894356,0.0118753975,0.021349026,0.008916929,0.016082836,0.005145576,0.02063922,0.008014935,-0.013383835,0.018618705,0.0067690983,-0.001429351,-0.0028659787,0.020924391,0.01867281,0.030572006,0.009408904,-0.006753868,0.00037923284,0.02689788,0.015563638,0.051850244,0.013589342,-0.003828274,-0.011195093,0.052627984,0.0170131,-0.016003719,0.034820125
38179,0.014567616,0.010962561,-0.0020850024,-0.018776987,0.0002329452,-0.0020611193,0.0045705363,-0.023782363,-0.0019976578,-0.003933592,-0.002115943,0.006209733,-0.014495169,0.008116541,0.024156423,-0.0027641486,-0.0123823555,-0.017094536,-0.005283833,0.01185885,-0.01199805,0.013684613,0.03909576,0.026530093,0.006724369,0.0063393987,0.0047045616,0.02506552,0.018869484,-0.010214961
38180,0.017208872,0.0021570083,0.0075736665,0.013837825,-0.0020720058,0.011580195,0.019484801,-0.022655314,0.019875644,-0.017817697,-0.011924935,-0.027830208,-0.044437323,0.0014689555,0.000917231,-0.03687218,0.013444102,-0.017272184,0.043716516,-0.0141859865,-0.0069067366,-0.0020880818,0.02213764,0.0023541024,-0.017680734,0.017663425,0.006446205,0.024205118,0.0026791664,0.0144977225
38181,-0.0047484986,-0.023407742,-0.013268749,0.017034518,0.028498756,0.049658883,-0.007975181,0.0017665277,0.015579104,0.0052969973,-0.022032015,0.0011221495,-0.0068886266,-0.0016052298,0.01970175,0.009792198,-0.006171807,0.00553958,0.018497238,-0.03825631,-0.0029343178,0.004163591,0.045226354,0.005494524,0.024701014,0.03937953,0.016803414,0.010618015,0.0023360292,0.03735202
38182,0.014194604,-0.013628672,-0.004938268,0.029736524,0.014888964,0.0072230883,0.010293188,0.013553566,0.029859552,0.026577726,-0.02156222,-0.027418435,-0.014403808,-0.011768281,0.026090845,0.040400725,-0.010671762,-0.012764465,0.0015909324,0.013587516,-0.011854584,0.013822547,0.029216284,0.007825271,-0.009916131,0.00301643,0.0077361427,0.0031410176,-0.006861817,0.03164747
38183,0.0011848052,0.023805773,0.001320694,-0.0023895372,0.003431624,0.007876351,-0.0046337345,0.01844252,-0.0078697,0.020105265,0.0050847153,0.001294182,0.013157482,0.0013549138,-0.013384384,0.03605044,0.03591885,0.017189454,0.01169916,-0.019196318,0.013210044,-0.018816503,-0.0028197013,0.0022484206,0.00075288705,-0.032698892,4.9415354e-05,0.027677173,0.0010895409,0.014429997
38224,0.018247647,-0.012668724,-0.003805832,0.012554263,0.021947498,0.025584243,0.0053483397,-0.017537752,-0.008982171,-0.01359858,0.03759573,0.017553676,0.0029763046,0.017413583,0.0136435805,0.02500306,-0.016811507,-0.014196172,0.020321893,-0.030141367,-0.028959572,0.03508998,0.029452851,0.027996441,0.015462826,-0.00939452,-0.02070686,0.020806327,0.014072853,0.012185156
38225,-0.008534428,-0.017841129,0.017447557,-0.0028385895,-0.0014205488,-0.0061263754,-0.021499023,0.022429029,0.017398246,-0.011988378,0.024229651,-0.0036477789,0.016841345,0.0059886253,-0.006607352,0.010356575,-0.0031866014,0.0038291004,0.02104042,0.0058600153,-0.0032207267,-0.019483404,0.044138446,-0.009232049,0.014795032,-0.014894921,-0.0033475317,0.016907267,0.017660586,-0.025752252
38228,0.0070713065,0.0143008875,0.021979602,0.01942695,0.02952364,0.020649819,0.038545784,0.0032457511,0.027530124,0.011354316,-0.0061014965,0.00044158296,-0.013535894,-0.0015772382,0.013889316,0.007826624,0.036829043,0.007994513,0.024288908,0.0071534305,0.017107997,0.034968283,0.006068939,0.0076796846,0.03466211,0.035009325,0.022919627,0.013523961,0.03561468,0.0038106341
38271,0.023340404,0.0022132806,-0.03215802,0.050650854,0.011497683,0.025237208,0.014151052,-0.0015322684,0.0051558595,0.0087119965,0.005740508,-0.0011624878,0.036691885,0.021600222,0.02068728,0.018587671,0.002956902,0.02396427,0.044595856,0.026573608,0.010651763,0.03522673,0.038096577,0.041197803,0.014935904,0.035297636,-0.0039294884,0.029489124,0.03656253,0.039113317
38272,0.008874907,-0.008156664,0.01377922,0.0033684205,0.01669853,0.005824739,-0.006456385,-0.015288777,-0.017921064,0.011122815,0.015154,-0.006849239,-0.01475976,0.009433811,-0.0050036,0.025650093,0.025849342,0.0043188385,0.006287504,-0.00635466,-0.015734425,0.003420049,0.0382507,0.012172524,-0.007210262,0.016968269,0.0017764107,-0.008704316,0.0015381804,0.027655212
38275,0.042309534,0.018888213,-0.004066473,0.030943954,0.042732865,0.04693942,0.054081142,-0.01679947,0.03804326,0.04801698,0.017860854,0.02154068,0.013981718,0.032885738,-0.0018602754,0.020385724,0.005085885,0.032037627,-0.00938633,0.020760315,0.0073746056,0.037671518,0.0106651755,0.05390824,0.012578537,0.025723092,0.010659247,0.0056784493,0.02953671,0.049317632
38276,0.023119604,0.029997416,0.023309365,0.044158805,0.04544198,0.016434707,0.04051907,0.027929828,0.023889974,0.014617391,-0.0012185579,-0.0020565582,-0.0013214307,0.0293687,0.016091328,0.017542554,0.020507118,0.0132201305,0.01940468,0.021745408,0.033829372,0.067123786,0.052176025,0.054009333,0.046859186,0.040030964,0.020370698,0.0035512913,0.035391767,-0.0035667953
38323,0.021625375,0.018555248,0.0055984394,0.03039967,0.0016878303,0.0138545735,0.005441994,-0.030876575,0.023394948,0.03209446,0.03081425,0.010896902,0.0014427142,0.014683793,-0.015535996,0.028837949,0.0554498,0.040850487,0.0057656597,0.033556722,0.012457729,0.02240269,0.053498045,0.003848587,-0.013317153,0.011312049,-0.009090121,-0.017736657,0.023170948,0.035225198
38324,0.002133499,0.007492998,-0.027844021,0.028536895,-0.009198994,0.022714516,-0.0012078648,0.0025334072,-0.008691054,0.020416033,0.016382806,0.009200118,0.013990809,0.0030507527,0.0035579067,-0.027129812,-0.0037796078,0.020179143,0.0006357079,-0.020476619,-0.008328327,0.01469471,0.0075160917,0.0051332354,0.03441414,0.010497515,0.03212843,0.0030282682,0.003669902,-0.0024582115
38326,0.029974759,0.0024581526,-0.007907572,0.06603651,0.054748114,0.028131433,0.042789042,0.015661066,0.028181484,0.02532926,0.022322103,0.021807099,0.02068284,-0.005328437,0.02377519,0.01419089,0.02220629,0.014286495,0.016787339,0.037442327,0.010342739,0.06892451,0.041299175,0.06141455,0.034539733,0.033942867,0.04256535,0.013850017,0.05078343,0.07453094
38327,0.030994793,0.020491118,-0.019514872,0.014815703,0.027400017,0.024119407,0.05591928,0.02562365,0.018116064,0.017506534,0.03875466,-0.010710205,0.022714699,0.009690086,0.011088881,-0.0043148594,0.030482767,0.024020687,0.029055735,0.020675639,-0.025877556,0.04801311,0.062432494,0.036114823,0.020699138,0.03230779,0.009975099,0.014530234,0.064541616,0.039087687
38378,0.017352963,0.010482612,0.003495122,-0.0009050279,0.0063287285,0.002012489,-0.018285787,0.015238975,0.022411132,0.025399545,0.0059433132,-0.024776168,0.0119545655,-0.009530612,-0.0008549585,-0.0050363312,0.003096501,0.005920224,-0.03676675,-0.02316002,-0.023740677,0.0049964865,-0.0032844867,0.03645287,-0.0012602484,0.026990838,0.021716041,-0.03097582,0.015015648,0.018232653
38379,-0.013042218,0.0007361416,-0.028332844,0.011637081,0.019609129,-0.00015647027,0.012050769,0.017653741,-0.0056118085,0.004909361,0.0029563194,-0.019718593,0.019238142,-0.0027813122,-0.010324371,0.0040486255,-0.0055957697,0.019225584,0.0048943735,-0.009323046,-0.013913334,-0.0149878785,0.018684383,0.039762232,0.0013417132,0.0348009,-0.0017127091,0.007721742,-0.0105026895,0.0045176805
38380,-0.017289875,-0.02145922,-0.012157789,0.021039523,0.03328749,0.013775592,0.0026324596,0.013180986,0.006839209,0.0020666488,-0.019930428,-0.006264568,-0.014296387,-0.008910376,-0.0011750668,-0.007871851,-0.019399237,-0.012847632,0.010177798,0.024521643,0.0130451,0.023044849,0.019152194,0.03944631,-0.010621637,0.01313297,0.03657871,0.020215577,0.015798675,0.018176155
38433,-0.01926777,-0.040297233,-0.01964873,0.004032265,0.015655044,0.023394926,-0.0024621806,0.009791777,-0.009567126,0.0002471631,-0.009690723,-0.00707207,-0.008720084,0.009841907,0.00413317,-0.009045399,-0.030092282,-0.0018074488,0.014888809,0.022001354,-0.0013018847,-0.01913892,0.019485379,0.025377085,-0.021719558,-2.9020322e-05,-0.0043978402,-0.011779676,-0.01918781,-0.0041584303
41517,0.023130147,0.011718012,0.008337808,-0.0069468445,-0.014482986,0.015759962,0.027077483,-0.0007604013,0.015911378,0.014988601,-0.0068429797,0.016696895,-0.01609397,0.0014696402,0.008660285,0.009778247,-0.014178787,-0.044260878,0.029385993,-0.042445287,0.0030036326,0.004519839,-0.013323764,-0.017989984,-0.020303734,0.031556364,0.020553736,-0.0063281204,-0.004085706,0.012435406
41518,-0.008114208,0.00751451,-0.0047557205,-0.029887943,-0.0054337233,0.009738171,-0.009417155,-0.029416734,-0.012261297,-0.017222673,-0.013513613,-0.013436083,-0.025816673,-0.015148417,0.026218561,-0.04163672,-0.0026452995,-0.015254059,0.020768648,-0.035270106,-0.022744158,-0.012767133,-0.024227599,0.0033230903,-0.010817275,0.010967559,0.0052745063,-0.013738263,-0.0097768195,-0.005675947
41557,-0.0010646796,0.024950912,-0.002227364,-0.025664732,0.003452978,0.021815868,0.020113785,-0.018331794,0.0034708201,0.01619588,0.008702366,0.019312931,-0.018329183,0.0038691002,0.005839811,-0.011316307,0.004095232,-0.01710487,0.029505903,-0.0075796605,-0.008564614,0.020268137,0.029354433,0.01559778,-0.036237556,0.028774172,-0.010053005,0.0091787465,-0.018959532,0.034939658
41558,-0.0032135397,0.00875596,-0.008576021,-0.0072231744,0.03287455,0.02741705,0.0013893186,-0.014363837,-0.020701239,-0.002571245,0.00025012842,0.013889215,0.007191776,-0.024303367,-0.0076944674,0.0024293868,0.00847681,0.017404703,0.011805533,-0.018309454,-0.011235643,0.006262452,0.018732682,0.0026498341,-0.018784994,0.00040476522,0.010778922,-0.0035116037,0.01771888,0.005874094
41559,-0.0010170013,-0.0060705417,-0.019845473,-0.020699462,0.0143875005,0.024002686,-0.0118447505,-0.01368947,0.00024504648,0.009407203,-0.018537506,-0.002817439,-0.0255671,-0.009262876,-0.010291547,0.011939977,0.023858635,0.012773298,0.014411989,0.00020341451,0.0046195877,-0.008131645,0.0012124915,0.016497865,-0.0021172354,0.00066663045,-0.034281656,0.009700704,-0.016454127,-0.0083192075
41560,0.0093154,0.0013570376,-0.020740561,0.0051650545,0.0052797343,0.029908488,-6.545646e-05,-0.0048882826,-0.00071615475,0.00038764998,0.011232354,-0.0006950833,-0.012184449,-0.012336108,0.0019390112,0.016073812,0.011385831,0.019282807,-0.0141140865,-0.018805148,-0.015426041,0.0030811413,-0.015365961,0.007505882,0.0029592786,0.016112925,-0.024274776,-0.020288281,0.029492736,0.0004434573
41602,0.010827147,0.0007908766,-0.0066540316,0.020230504,0.0065308227,-0.01603826,0.015786858,-0.00243348,-0.007611329,0.022730192,0.016725728,0.0077175624,0.0071348944,0.029584482,0.022710895,0.023387304,-0.019376295,0.010415684,0.042914655,0.013741286,-0.0199781,0.028004058,0.020911405,0.02408058,0.01593489,0.004092581,0.0025499228,0.012741971,0.001391381,0.056647662
41603,0.02383286,-0.032848615,-0.027958356,0.008029199,-0.012212325,-0.011818912,-0.012519916,-0.004658965,0.012980096,-0.0155120315,0.010579434,-0.021876417,-0.02037456,0.013831656,-0.007092718,-0.016892899,-0.011860675,-0.042129356,0.007129748,-0.027164547,-0.0030441477,0.01206891,0.01909968,0.01440614,0.0068388632,0.009873747,-0.00794007,0.0055247224,0.021577453,-0.018043138
41604,0.020139033,-0.027668083,-0.004667163,-0.008957303,-0.007044134,0.021787671,-0.008236111,-0.009277297,0.0038015416,0.01677301,0.0102770645,0.004063405,-0.0046689636,-0.024276203,-0.017214818,-0.015105735,0.013441972,-0.015896088,0.007676663,-0.022438645,0.007992629,-0.016842525,-0.0055260644,-0.0022602451,0.026967874,0.0027111105,0.01976758,0.0031789022,0.02686471,0.014114228
41605,0.044837464,0.028236257,-0.0021378535,0.010053488,0.015952675,0.051355783,0.0014028071,-0.0019256031,0.009511959,0.005704222,0.002970878,-0.00031424686,0.021234429,0.0019743855,0.019832978,0.016823249,-0.025773548,0.0010385787,0.027459687,0.04199067,0.023556357,0.021606816,0.00296463,0.014215174,0.0050951424,-0.007405748,-0.0057727117,0.002094511,0.015839668,0.025297016
41606,0.027964883,0.07426215,0.030594235,0.054045293,0.046541627,0.034569357,0.045480397,0.057176482,0.018240713,0.04857087,0.020257397,0.015274716,0.037060436,0.039373968,0.0035365208,0.04982251,0.03494407,0.05298595,0.052716836,0.030005516,0.017960569,0.05514786,0.035277758,0.041060712,0.05433174,0.03781485,0.01719807,0.030024467,0.0147432415,0.040486485
41652,0.024276935,-0.00096270425,-0.0075054727,0.012313493,0.013930117,0.03905977,0.011958819,-0.0060330643,0.030904455,0.033138778,0.02449829,-0.0014879716,0.029754082,0.020534392,0.045913357,0.014473709,0.023067532,0.039449498,0.030033322,0.029607693,-0.016186392,0.04676931,0.016230708,0.032185752,0.017664786,0.012099475,0.0013296505,0.030582517,0.011877708,0.060296986
41653,0.013993385,-0.014044602,-0.0067007975,0.021504605,0.013925478,0.024714617,0.012002848,-0.03130748,0.017554482,0.02790116,0.01988659,0.000556756,-0.0022632817,0.011787678,0.038838994,0.03397635,-0.009500277,0.029205464,-0.0051921946,0.004341679,-0.03496254,0.025059843,0.024801487,0.021720527,0.058142662,0.024092881,-0.0050892984,0.005621934,0.041007873,0.034756873
41654,0.053629056,0.045693576,-0.0139613375,0.07526592,0.031584408,0.068435006,0.052454937,0.03063649,0.03305839,0.03902034,0.041363854,0.028300844,0.05863023,0.03975592,0.022997685,0.042267065,0.028515955,0.011714339,0.024034059,0.046556775,0.020644626,0.07913601,0.06822761,0.05476625,0.06673599,0.07562703,0.029083429,0.025037758,0.04291032,0.051562965
41655,0.06294884,0.06624567,-0.019557172,0.05641423,0.059357956,0.060126364,0.051141586,0.011231055,0.046347603,0.03892424,0.022265747,0.01032837,0.04406716,0.03600793,0.020059863,0.021376036,0.015557603,0.06384446,0.046031356,0.027095443,0.039835762,0.06427019,0.06135304,0.06315665,0.03835636,0.058377426,0.030035041,0.039513443,0.025325023,0.073129065
41656,0.050999757,0.041259583,0.010152322,0.06728563,0.057134677,0.026896605,0.029634073,-0.002446439,0.01162311,0.059041485,0.028354755,0.008796674,0.050603583,0.023276536,0.021278245,0.014326863,0.0123843355,0.0499447,0.03615759,-0.018867668,0.053045962,0.06541049,0.052618723,0.04389861,0.013220371,0.05702233,0.025718236,0.040927738,0.040779565,0.05448973
41702,0.031636376,0.027733928,-0.014397029,0.051083744,0.006619828,0.059787918,-0.00014414173,0.0051550684,0.032946255,0.022971949,0.021114131,0.045772057,0.026400005,0.00409989,0.019556496,0.052155327,0.03226537,0.046385616,0.020702502,0.0004562304,0.045295577,0.049701903,0.038659897,0.031307373,0.021015838,0.041570086,0.0073566767,0.032986414,0.022193937,0.074214526
41703,0.044429366,0.034180913,0.010262184,0.07200755,0.030664789,0.045056265,-0.022819392,0.00013854045,0.035297543,0.0098674325,0.037671383,0.031172743,0.032651734,0.024185622,0.02838956,0.0281368,0.025477847,0.04072011,0.0551255,0.050427277,0.005712789,0.05305493,0.061258588,0.044293646,0.041906744,0.020398142,0.019052528,0.017901517,0.040212877,0.054817807
41704,0.04274862,0.03132838,-0.016432257,0.04123007,0.03323469,0.072861664,0.019834071,0.028789446,0.041506674,0.05526368,0.0320858,0.022704817,0.031683546,0.020073978,0.050907258,0.039009836,-0.002694482,0.057895165,0.04817162,0.009442835,-0.002845784,0.08685202,0.07821416,0.04075968,0.028313281,0.06073227,0.023956547,0.0265555,0.015001652,0.051513016
41705,0.031135015,0.08169809,-0.01631782,0.036319215,0.061871946,0.045547474,0.03665488,0.022999689,0.041444443,0.057112876,0.039879765,0.033925153,0.07518365,0.025165038,0.05223031,0.03641722,0.027383955,0.06504118,0.071044445,0.029398197,0.0039365957,0.074783474,0.11129067,0.056409866,0.051481634,0.06991843,0.01906219,0.043237675,0.03550655,0.0407353
41706,0.026968518,0.025025962,-0.02566263,0.041911855,0.060384672,0.031007012,0.05047256,0.03077262,0.009334969,0.03744853,0.024451077,0.030934788,0.037037138,0.011995493,0.013009611,0.003189275,0.010258573,0.066440426,0.0072439257,0.052823815,0.004053343,0.04989864,0.053259443,0.036879566,0.025195992,0.06054801,0.025935462,0.028171763,0.032256532,0.028787917
