,bird,tiger,donkey,rabbit,deer,camel,goat,sheep,cat,kangaroo,rhinoceros,penguin,frog,lion,dog,squirrel,bear,turtle,elephant,ant,horse,alligator,raccoon,cow,leopard,monkey,giraffe,bee,fish,zebra
20233,0.03980907,0.03449685,0.007884202,-0.00039015585,-0.0022151987,0.013469028,0.03925438,-0.009806663,0.061998714,0.011869668,0.047831524,-0.0131454365,0.012160499,0.025197966,0.030684458,0.024746403,0.010103012,0.0077840756,0.035527904,0.026732778,0.020466892,0.03088154,0.019852512,0.020736258,0.004920607,0.032546047,0.0046433513,-0.012024994,0.009088822,0.046480324
23149,0.04634701,0.014966261,0.056321163,0.04788439,0.03833003,0.041766867,0.047245506,0.042656433,0.026271028,0.030853584,0.0057008304,0.032831054,0.021967249,0.03914102,0.047567964,0.057083353,0.031809963,0.04898647,0.02721901,0.005332207,0.04544309,0.023825355,0.057023164,0.03007627,0.038104545,0.055428524,0.05214039,0.041964393,0.025088603,0.016615635
23192,0.065857954,0.051203817,0.034142572,0.04129425,0.03309613,0.07916003,0.0701438,0.059353795,0.04598402,0.092144124,0.037952844,0.03635745,0.09118375,0.047721405,0.0443442,0.048866034,0.023919137,0.08845872,0.0580823,0.047243368,0.06784134,0.04772049,0.08983099,0.037458524,0.04014309,0.04016261,-0.012698294,-0.00442891,0.045483872,0.07043371
23193,0.06374439,0.056330204,-0.010659826,0.019574525,0.01929815,0.058039892,0.06643707,0.028580619,0.036948632,0.07264636,0.045250844,0.02303087,0.07618562,0.014761895,0.015413002,0.042701703,0.025788868,0.038893346,0.037190624,0.037555877,0.07034473,0.06889205,0.04243121,0.047354814,0.03886902,0.046582326,0.006508986,0.0069821435,0.055243988,0.07604607
23194,0.025360087,-0.0061331023,0.025727203,0.025904013,0.008605738,0.05525619,0.047759656,0.040059973,0.011667888,0.005521761,0.027410591,0.032701064,0.045125004,0.010565609,0.029838083,0.029703787,0.0018965817,0.009145159,0.028786754,0.036677856,0.052017417,0.029562607,0.031219319,0.04564471,0.034549713,0.05122273,0.04458806,0.047789846,0.017148346,0.030925086
23195,-0.019864107,0.020064961,-0.0176822,0.0120168775,0.017392522,0.020594003,0.016791537,0.0038995862,-0.00884468,0.016552938,0.024672374,0.006461924,0.03741865,-0.0066477507,0.014229097,0.0050251386,-0.020246493,0.013552767,0.036764387,0.021775678,0.0059769917,0.0135028595,0.053328488,0.012256008,-0.004913562,0.0077138045,0.037590805,0.0022577618,0.03327464,0.015734771
23237,0.028055077,0.041533053,0.024192378,0.041467715,0.027879676,0.015664443,0.05359077,0.039869234,0.037370995,0.032374766,0.05620256,0.035101864,0.030703044,0.03645609,0.04861303,0.0350323,0.063872695,0.038234595,0.06079595,0.03901838,0.0049931593,0.045763392,0.022945466,0.03603833,0.02303954,0.011555615,-0.018159276,0.018862633,0.021236142,0.03140386
23238,0.021778487,0.025185628,0.006859531,0.028088653,0.026058644,0.05077131,0.06781632,0.020002836,0.051592562,0.056266814,0.053829324,0.03061488,0.01441855,0.027751504,-0.0010969666,0.03045767,0.053790923,0.046907704,0.033362597,0.034526523,0.023976838,0.04790275,0.022132171,0.05821392,0.05969278,0.038126294,0.011287442,0.023226144,0.040339828,0.037563544
23239,0.07101046,0.02675504,0.008973364,0.021519499,0.02268652,0.07068525,0.07032075,0.022293009,0.030462978,0.07444099,0.035351086,0.032991577,0.0547891,0.018717509,0.024030117,0.018543163,0.022014812,0.04798836,0.0066575254,0.004862737,0.04679748,0.034961145,0.051579174,0.033866495,0.06466631,0.053699046,-0.00788772,0.021629496,0.030107848,0.060291305
23240,0.042059228,0.014104585,0.018782644,-0.002341325,0.02832078,0.028999666,0.04628853,0.017230341,-0.0106323855,0.048144434,0.01884398,-0.0073247626,0.015339172,0.00404462,0.0148210535,0.0174647,0.021256357,0.023524811,0.005432378,0.01956386,0.018823747,0.0016889652,0.0429996,-0.003713276,0.021540478,0.023708992,-0.014030073,0.0018187631,0.023078939,0.030552423
23282,0.03204949,0.029784217,0.0036849938,0.009533149,0.033412054,0.030724788,0.0326991,-0.036354747,0.027684724,0.044748235,0.019616777,0.018796815,0.023629598,0.023478234,0.037340567,0.009203021,0.029592874,0.022122717,0.02127398,0.050204676,0.030778542,0.0304046,0.050204244,0.007993767,0.005001434,0.025991023,0.03936535,-0.0077689444,0.0533742,0.051245067
23283,0.076240495,0.037764322,0.036323637,0.008165111,0.01833176,0.024243737,0.054418374,0.0075286306,0.0377594,-0.0054523624,0.026199901,0.053274337,0.01914284,0.017228084,0.042263355,0.013205026,0.031246476,0.012123488,-0.01912377,0.019882381,0.034491096,0.017748239,0.024537755,0.0064605586,0.018520696,0.036438666,0.04097376,0.040600255,0.0132461935,0.026640244
23284,0.014808715,-0.008111312,0.0041349046,0.013399162,0.055950925,0.017983804,0.04281537,0.01863887,0.020309342,0.02080194,0.012069076,0.033678267,0.027895456,0.030597186,-0.013931833,0.02006779,-0.01846235,0.018837513,0.013816486,0.03488757,0.029382288,0.017590256,0.008489973,0.012828899,0.023812428,0.00881669,0.006341178,0.01992146,-0.027247677,0.0062245987
23329,0.051966954,0.07072354,0.03003829,0.025453063,0.022294572,0.05400698,0.048026454,-0.01974749,0.054218348,0.065233834,0.033822954,0.032605574,0.049367268,0.036202136,0.015331466,0.016492167,0.0400317,0.030387364,0.028869664,0.03840601,0.047492597,0.03280879,0.040443268,0.025229357,0.042217527,0.05054848,0.014609986,0.00933295,0.026435906,0.057325784
26360,0.023938283,0.029529713,0.027620137,0.02471891,0.053452194,0.06646825,0.03750026,0.0019211272,0.024980217,0.05508333,0.009240828,0.039263528,0.05442554,-0.0067130537,0.014003206,0.014298798,0.00208803,0.06123955,0.021758283,0.0025571203,0.026260702,0.027783632,0.035849124,0.036415335,0.030982891,0.031978,0.0114878705,0.009262294,0.018494053,0.029133992
26361,0.016912242,0.004037077,0.026923878,-0.00044908002,-0.0028918826,-0.0033509657,-0.009672557,0.02073757,0.0028727457,0.020883067,-0.007322201,-0.00619009,-0.00998452,0.005069297,0.03228771,-0.0017180605,-0.026003897,-0.006681191,-0.0069526224,-0.024527261,0.0013584998,-0.0037323276,-0.0044303606,0.001120062,0.019814355,0.008212783,-0.016011318,-0.026711509,0.001802201,0.0067366436
26404,0.07534585,0.06893123,0.047327336,0.028400993,0.053193968,0.08788038,0.08010632,0.06820544,0.07361642,0.10116592,0.07313878,0.05680712,0.10438775,0.07925885,0.08994502,0.07014946,0.051853742,0.0783016,0.03254922,0.058152035,0.081441954,0.08417035,0.08101245,0.07092918,0.10718439,0.06818741,0.045504823,0.046403214,0.07312382,0.091746144
26405,0.019756889,0.038039614,0.043692272,0.0043057366,0.02968399,0.051191974,0.03334639,0.04110321,0.026028993,0.032322776,0.027852004,0.0127017,0.05242232,0.040019225,-0.02817557,0.024989754,0.0045411238,0.045777153,-0.012436635,0.009106614,0.011634012,0.029130315,-0.0029705772,0.03723437,0.03644578,0.021189632,0.03451203,-0.002597334,0.013609453,0.041877642
26406,0.021490345,0.042496428,0.009219206,0.013783707,0.026421776,0.013238394,0.015706934,0.030055648,0.0022435784,0.0401477,0.025326798,-0.0035861603,0.030977117,0.01401789,-0.0020972928,-0.014504067,0.006686809,0.018369779,0.007842981,0.020401264,0.0007861371,0.02160045,-0.0073438287,-0.008704967,0.02298183,0.027792128,-0.0007841238,-0.027603187,0.025467692,0.006640202
26448,0.071962856,0.05564705,0.05874164,0.058874026,0.056640897,0.085986346,0.08550232,0.05144478,0.0693306,0.13188083,0.07535923,0.07253646,0.0852697,0.056514263,0.09175763,0.07784785,0.05146833,0.07836727,0.07019087,0.040048003,0.094236195,0.06326309,0.09957842,0.060215797,0.06673372,0.07560483,0.040858075,0.023692532,0.03987989,0.076869436
26449,0.07446167,0.06787956,0.08194015,0.0392549,0.05698504,0.08808888,0.06361405,0.049948025,0.078029424,0.12688471,0.06639403,0.028520467,0.09099069,0.09903466,0.07919098,0.077035315,0.078121714,0.06437844,0.07280302,0.057347864,0.09137467,0.08779475,0.06672708,0.07416611,0.093904026,0.08081965,0.013795088,0.01789186,0.05310936,0.083499245
26450,0.03040892,0.027197817,0.033978604,0.037993528,0.038262133,0.04144327,0.026487255,0.03004671,0.037367426,0.026413143,0.03669773,0.016878216,0.058203403,0.041294526,0.022217194,0.06944708,0.05112365,0.03772743,0.017953606,0.030796966,0.034836285,0.049080532,0.018944684,0.045524184,0.04700346,0.031605788,0.021205368,0.022127548,0.021389274,0.07411728
26451,-0.021689476,0.0018784371,-0.0017530074,0.01123416,0.01690234,0.031126484,0.0068047564,0.026181126,-0.010156755,0.035089824,-0.0014535723,0.02861827,0.031347994,-0.013197515,-0.0042416216,0.021626523,0.00021681686,0.0185234,-0.011667918,0.0012911266,0.00037787808,0.018031042,0.02773126,0.03297772,-0.0032490343,-0.0014612036,0.016847193,-0.034864638,0.0185387,0.02611883
26493,-0.018433368,-0.03024026,-0.01828075,-0.009046287,0.008965018,0.008134122,0.009554702,-0.018764379,-0.028149301,-0.007167253,-0.018574154,-0.06746,0.022278668,0.0023323635,0.0096013965,-0.00661434,0.009234407,-0.002326685,0.011627694,-0.004177859,-0.003346402,-0.025678938,-0.0018025882,-0.0061066174,-0.022572748,-0.03195202,-0.04509768,0.0059832237,-0.03404123,-0.009814939
26494,0.04341689,0.013084722,0.035974048,0.025927568,0.03815693,0.020466356,0.040669456,0.022540748,0.022512473,0.05437095,0.053449567,0.0064675636,0.04943103,0.03806856,0.023681477,0.0014401836,0.030352792,0.015359249,0.061101988,0.009532214,0.038405497,0.033742122,0.030583864,0.034307875,0.048354406,0.027113333,-0.012798392,-0.007655859,0.03572567,0.03724895
26495,0.04858735,0.05341005,0.061305463,0.06214493,0.06269198,0.0793552,0.05277263,0.024424694,0.034027465,0.07759061,0.047585253,0.03035172,0.06390115,0.04350653,0.040706635,0.050964873,0.07904562,0.06749325,0.06325426,0.031859454,0.054012418,0.07430115,0.048607603,0.072422884,0.07879804,0.07470683,0.024672294,0.03823701,0.036441572,0.07130403
26496,0.050546687,0.03877481,0.023310095,0.03669225,0.0365987,0.062429547,0.068555854,0.018511355,0.04793036,0.08313648,0.04357277,0.04094318,0.058341254,0.024120336,0.048365917,0.055057317,0.055542126,0.07952411,0.06083405,0.04376203,0.072641075,0.06084649,0.068270035,0.06124499,0.08515496,0.05383296,0.01084688,0.041276537,0.06357209,0.08622851
26497,0.027589576,-0.0036838867,0.016111135,0.015523928,0.013810545,0.05325402,0.056751,0.015540312,0.051986855,0.054033775,0.0538201,0.03889518,0.02482067,0.044370502,0.0009055313,0.038226712,0.017586354,0.059865445,0.03604233,0.017718684,0.06539642,0.027202154,0.049414124,0.037619,0.029783644,0.014155023,-0.018811638,-0.014485457,0.05992769,0.04649532
26540,0.05340014,0.105686076,0.038014997,0.032600943,0.045939606,0.05496559,0.05002433,0.03586418,0.072798766,0.08897563,0.059948016,0.051867455,0.05263649,0.10140458,0.08829296,0.039157957,0.054554056,0.07606783,0.05246961,0.06966341,0.063528456,0.06967168,0.05886751,0.060115516,0.07624255,0.0758698,0.047306705,0.018594587,0.045254186,0.07729942
26541,0.034868132,0.0323804,0.010581217,0.007501748,0.00019344997,0.048160512,0.060484976,-0.009667699,0.0045476444,0.033544183,0.062033832,0.05699836,0.033512507,0.048795328,-0.009097724,-0.0034830228,0.013964385,-0.027339967,0.041802507,0.034839243,0.03499085,0.02633019,0.03429332,0.029035188,0.045403946,0.015302837,0.007202678,0.0010457815,0.04061468,0.01556966
26542,0.04076566,0.008882387,0.0027785723,0.01735557,0.014991271,0.022172756,0.043231536,0.0214966,0.015158485,0.051398814,0.034848515,0.057913393,0.057028588,0.026985122,0.011403752,0.019341229,0.040242746,0.058270086,0.0046834485,0.005415561,0.052168068,0.03947733,0.061854605,0.02868802,0.047204155,0.018645717,0.047168072,0.020409234,0.05025496,0.009713841
26588,0.03966839,0.035058197,0.01507432,0.005850041,-0.0022124953,0.05141225,0.0272651,-0.013755935,0.04602925,0.051590726,0.035324857,0.04631311,0.023572614,0.03801214,0.014028723,0.023990134,0.03383261,0.02533788,0.015990896,0.049101446,0.04622289,0.010660645,0.020837247,0.0076525025,0.024699695,0.029325766,0.030321108,0.015273507,0.0135561675,0.017570008
26830,0.039036687,0.060791805,0.029220274,0.020475673,0.0120641915,0.011839523,0.035614084,0.017796868,0.029373853,0.0222145,0.014452784,0.026156915,0.05379306,0.028661871,0.027721502,0.03804117,0.050371513,0.079158045,0.0145027265,0.038481746,0.035659626,0.03905365,0.034208234,0.01740048,0.032238737,0.035814103,-0.007704057,0.027263321,0.06070191,0.057729233
26831,-0.008212342,0.007980186,0.027332181,0.028320795,0.024817089,-0.00975377,0.020895133,0.018839747,0.013625213,-0.005532866,0.0043349084,-0.008859697,-0.024860896,0.048450526,0.021711566,0.012848859,0.002514121,0.021530522,-0.00017661571,-0.0034530868,0.018253269,0.01039474,0.019009748,0.01173054,-0.016815817,0.011913477,0.013015886,0.018070161,0.00422623,0.007495822
26832,0.014501673,0.03713372,0.041106123,0.034208577,0.014734243,0.019829033,0.013139968,0.030510461,0.03692891,0.06510078,0.004028805,0.016268441,0.016299369,0.018602012,0.0776183,0.0257657,0.018375928,0.030109083,0.038405836,0.007735623,0.041276872,0.023086831,0.010326389,0.018623838,0.024586478,0.026197614,0.048851725,0.024254814,0.044127036,0.015175386
26881,0.037199434,0.0569492,0.037174053,-0.0012728205,0.018889843,0.020389901,0.0514975,0.030950924,0.041484836,0.04071106,0.016667353,0.046199482,0.025743134,0.010086076,0.07200316,0.009142538,0.053951506,0.036031988,0.007812657,0.03920624,0.021258852,0.03435459,0.06257681,0.012586792,0.027559372,0.042276222,0.011624816,0.027220728,0.065637894,0.038845737
26882,-0.017304668,0.017399842,0.014586296,-0.009215699,0.0138880955,-0.007337908,0.002750316,0.009611556,0.012940444,0.0010096285,0.02082538,-0.013047256,0.0015639594,0.013490236,0.013615348,0.012843384,0.03451034,0.02400609,-0.0061264574,-0.0270241,0.0046947454,0.0028005894,0.024093121,0.018613389,-0.015629815,0.01690627,0.01507184,-0.015678553,0.011035845,-0.014103088
26883,0.020829847,0.02134181,-0.00077859097,0.020979414,0.03900389,0.024572952,0.007158112,0.017756777,0.0023975775,0.0014521208,0.011750915,0.012319289,-0.0037890936,0.03718938,0.058881145,0.027806988,0.043146897,0.040905215,0.022319658,0.0124492,0.03572864,0.03236902,0.038618583,0.019495005,0.028093098,0.07365166,0.009093185,0.0008417989,0.014924198,0.021288387
26884,-0.024936274,0.016947415,0.011335994,0.01574789,0.0081864,0.011138354,0.03664497,0.021364918,0.0078164395,0.03916561,-0.014899286,0.015663221,-0.008372231,0.017913466,0.022382712,0.026986748,0.011914022,-0.0059716054,0.013179849,-0.0020848587,0.004631409,0.0017861171,0.026999554,0.010895534,0.02236908,0.021136938,0.021177292,0.015093812,0.030047195,-0.001646723
26933,0.009653298,-0.011184686,0.013233553,0.0072684567,-0.022201076,0.0054277703,-0.021939494,-0.019574286,0.007700118,-0.021432325,0.004985484,0.016157033,0.024755837,0.05577657,0.014982187,-0.0030212847,0.027467487,0.0077605285,0.032002356,-0.0010544459,0.008429281,0.014441314,0.00294239,0.00038827676,0.020685207,0.02687782,-0.010740656,-0.035719708,0.025215948,0.025686279
26934,-0.019915402,0.039698325,0.011732469,0.0105125895,-0.0016771801,-0.00075516634,0.012757576,0.036488798,-0.0014622273,-0.002562047,0.014325592,0.01901163,0.00067247776,0.025253154,0.0062802373,0.03797291,0.0031771671,0.0049957247,0.0104857655,0.022221027,0.021926908,0.025825704,0.051248122,0.014354761,0.0046388726,0.024836132,-0.037268918,-0.0038402565,0.025721,0.021829767
26935,-0.025418026,-0.011998204,-0.0002614034,-0.0016458282,0.014169373,0.0014008991,0.013358039,-0.013332126,0.00482557,-0.0075039715,-0.0014515201,0.00062106113,-0.030573143,-0.009970933,0.008139248,0.0078002163,0.012592594,-0.035667546,0.00097385235,-0.03340553,-0.0058582374,0.0019151284,0.0011135472,-0.0109439725,-0.026756851,-0.009397729,-0.02058539,0.008652109,-0.032033127,0.02821762
26985,-0.016238244,0.012964367,-0.0022960443,-0.016603371,-0.019233538,0.01725279,-0.016128827,-0.025339575,-0.008488256,-0.037464254,-0.05432411,-0.009638004,0.0065182787,-0.014070965,-0.0068664164,-0.022877665,0.002828218,-0.028270312,-0.012329006,0.014021653,-0.019142365,-0.03981534,-0.017258065,-0.030008914,-0.0037189058,-0.0009002012,-0.020600663,-0.014297101,0.017758122,-0.030254321
26986,-0.028729273,0.009946729,0.020247387,0.001675621,0.010654044,0.0090078125,0.0081274705,0.019190824,-0.0142644,-0.0043504178,0.016565267,0.012468516,-0.01196605,-0.030838287,0.0020008674,0.027943699,0.005776914,0.014575991,-0.013270892,0.012962156,0.01449687,0.009753873,-0.004615693,-0.00048596784,0.004097796,-0.003437524,0.010229039,0.005053146,-0.005084306,-0.01622229
26987,0.0109948255,-0.0025723025,-0.009647026,0.022983238,0.010249394,-0.012995288,0.015401672,0.045997918,0.0055127204,0.0007455978,0.022497734,-0.016700497,-0.012927438,-0.03706638,0.029743338,0.013201673,0.004994472,0.0016722527,0.0005832007,-0.021743419,0.00024346674,0.011081203,-0.021493671,0.008952709,0.0040139644,0.018187549,-0.037083473,0.0029346452,-0.019981986,0.007286838
