,boat,penguin,cat,ladder,bus,horse,apple,dolphin,table,bear,axe,elephant,bell,pencil,spoon,frog,tiger,guitar,turtle,rhinoceros,cow,bee,monkey,spider,banana,rabbit,shoe,tree,trumpet,cactus,kangaroo,chair,dog,giraffe,wolf,lion,mushroom,tie,computer,whale,dress,hammer,scissors,ant,butterfly,popcorn,rifle,microscope,sheep,kite,knife,motorcycle,fish,piano,scorpion,umbrella,couch,brush,bottle,cup
10079,0.018146202,0.003104208,0.036085013,0.040518697,-0.030758312,0.03036009,0.003054094,0.021354498,0.008203018,0.015663538,0.027475975,-0.009090006,-0.011171542,0.03427402,0.004543618,-0.002649297,0.030057758,0.002427042,0.032947045,-0.012398765,-0.011405197,-0.007228958,0.004308501,0.024915742,0.027294623,-0.005479015,0.041495424,0.006666737,0.020110099,0.003618352,-0.004405865,0.027823128,0.033127557,-0.008397128,-0.041459482,-0.025280053,0.006486211,0.003856304,0.018031461,0.028773509,0.003362626,0.023677373,0.006223785,0.033802275,0.027886162,0.00241707,0.015553743,0.004814651,-0.019090516,0.01190064,0.005415261,0.024446668,0.048234332,0.026084937,-0.012521703,0.003584021,-0.032066137,0.052522402,0.019141093,-0.026392588
10080,0.021161946,0.00490139,0.008437834,0.04607992,-0.001175458,0.008505455,-0.012477909,0.030596077,0.017128795,0.040814947,0.02780945,0.036818687,0.005273625,0.024118649,0.025578797,0.008970348,0.03304944,-0.024214072,0.00764833,-0.01779175,0.006229075,-0.02256193,-0.010770321,0.03472211,0.004357628,0.006441129,0.08007043,-0.022513052,-0.001691977,0.011527836,-0.05223066,0.060930684,0.007698147,0.001749423,0.020933464,-0.029219327,0.017657615,0.017261865,-0.017029667,0.03077356,0.024775952,0.029094419,0.00995968,0.023526981,0.018142695,0.02339126,-0.018392498,0.005371674,-0.019696673,-0.007253022,0.03852171,0.009663622,0.012469505,0.009825406,0.005640667,0.038915757,-0.008221451,0.048452053,-0.016773095,0.014478646
10081,0.003335005,0.016402934,0.016266799,0.019561997,0.001178913,0.012778661,-0.023686143,-0.015604866,0.005582838,0.014261149,0.009818275,0.011967815,0.005698639,0.032986116,-0.0017661,-0.045884088,0.025591485,-0.02451613,0.006429706,0.007619746,-0.013612879,0.030070813,0.011604115,0.029107748,0.000258955,0.00563716,0.008919251,-0.012849502,-0.024608485,0.006971693,-0.03824731,0.032508336,0.016891887,0.027503625,0.002075972,-0.031580824,0.010317191,-0.000982764,-0.000883807,0.000281062,0.004637222,0.05946899,0.005439922,0.010821641,-0.002019382,0.051611792,0.020312922,0.014319141,-0.017771777,-0.029966703,-0.001572401,0.025911285,0.009290268,-0.000450752,-0.024546618,0.030790567,-0.017517233,0.013035328,0.006039865,-0.00074027
10082,0.002103926,0.005506627,0.01923632,0.012588729,-0.026980028,-0.003810725,-0.000305552,0.009548364,-0.018232325,-0.009314624,-0.023593908,0.008295694,0.000135931,0.005751549,-0.003078364,0.015633041,0.001673253,0.009099788,0.005657515,-0.025001198,0.003372213,-0.009429175,-0.005211791,0.027998587,-0.006765955,0.002076748,0.004526714,0.011753704,-0.015755588,-0.019332621,-0.008922095,0.007804493,0.007687405,-0.027455823,-0.034020215,-0.031236956,0.002077257,0.010815487,-0.010084852,0.027684376,-0.002173991,-0.011112507,0.012346167,-0.022401376,-0.03561363,0.013469397,-0.009857464,-0.001298705,-0.010862985,-0.006211218,-0.019962369,-0.011007134,0.023462815,0.011907016,0.044937547,0.002583449,-0.000920508,0.010018636,-0.011120059,-0.026960766
10083,0.022312842,-0.010125767,-0.004971852,0.009159795,0.012713508,0.011695194,-0.01325993,0.028903492,-0.039094802,0.016867379,-0.002225013,0.009705879,-0.009243142,0.026087692,0.003646496,-0.006189311,-0.015943892,0.008521386,0.016262671,0.019842228,0.017002704,-0.007906669,0.018102568,-0.001357056,0.001272384,0.018889284,0.038473688,-0.001999373,-0.01003923,-0.018800514,0.01761585,0.010425224,0.001971052,0.014044236,0.005332682,0.009882839,0.006941888,0.001707881,-0.007175737,0.018282779,-0.002453475,0.025960708,0.007446275,-0.013484956,-0.005309203,0.025537306,-0.002730997,-0.002641945,-0.009060293,0.002979829,0.031218,-0.01889814,0.020545213,0.011838262,0.031040758,0.03255557,-0.009890487,-0.011972535,0.011046857,-0.015051191
10107,0.032164235,0.03415436,0.001391835,0.020192804,-0.026527504,0.002660562,-0.020265365,-0.015825732,-0.007610178,0.001442927,-0.008883669,0.014952421,0.012471457,-0.0495799,0.00302132,-0.046211053,-0.009637021,0.019547274,-0.018379187,-0.004458755,-0.003614742,-0.010876156,-0.007970045,0.019535672,-0.020256888,-0.000218445,0.042813282,-0.00285423,0.022784924,0.001704224,-0.014148016,0.007616946,-0.029933492,-0.004926091,-0.00084428,-0.009973567,0.013913919,-0.061853487,-0.001908858,-0.03230798,-0.013099842,-0.012150694,-0.014371251,-0.01099503,0.033679646,-0.019826658,-0.011411986,-0.004078301,-0.003939834,0.004794936,0.002002032,0.009714218,-0.015776927,0.001961393,0.013285621,-0.00231413,-0.028511545,0.014659372,-0.004185806,-0.012462343
10108,-0.011188517,0.007325175,-0.026916638,-0.024216065,-0.016771762,0.009561503,-0.003343414,-0.004740798,-0.006155361,-0.013157588,-0.006739324,-0.027906531,-0.014586973,0.002511443,-0.019147689,-0.017391115,-0.024477512,0.007409378,0.01867827,-0.024116047,-0.03177668,-0.02411387,-0.004618855,0.009509887,-0.025834234,-0.017097114,-0.016338646,-0.007044898,0.003903624,0.001028181,-0.018168887,-0.012641899,-0.028125523,-0.017854255,0.02078808,0.001321267,-0.009359335,-0.028311877,-0.005773679,-0.016203098,-0.029459162,-0.044524025,0.010250336,-0.01177423,0.000408341,0.004843939,-0.000503119,-0.046687823,0.003436683,-0.008740914,-0.024006784,0.006725793,-0.005055647,-0.011787715,0.024959559,0.010911013,-0.025348619,-0.02751685,-0.019197082,-0.0308482
10109,0.010900098,-0.015449013,0.033547442,0.015820334,-0.033923447,-0.00894967,-0.004525966,0.015504266,-0.020451732,-0.012102419,0.019959003,0.024196064,-0.022891639,0.041403543,0.011293738,-0.006258465,-0.000947969,-0.013316337,0.012544374,-0.013410479,0.007367602,0.00207565,-0.023084702,-0.003117798,-0.001488824,0.005134094,0.013338848,0.014271185,0.014493302,-0.029052256,-0.02433435,-0.001208778,-0.005803853,-0.005887289,0.023478143,-0.011293657,0.014976338,0.022099784,0.005347007,0.022678286,-0.016263949,0.01914761,0.025461571,-0.011451751,0.004132749,0.029578326,-0.016881943,-0.026708582,-0.023867974,-0.00381165,0.009380837,-0.003041785,0.002279385,0.013420192,0.02141618,0.007881002,-0.009034147,0.04755016,-0.004004025,0.028526226
10110,-0.018889373,0.013220745,0.003048622,0.023969414,-0.022833155,0.002889567,-0.005967376,0.014707821,-0.005309528,-0.043566253,0.030733949,-0.034918334,-0.003254057,0.01035407,-0.009259955,-0.000782883,0.010610708,-0.00329575,-0.012470238,-0.016771473,0.023647927,0.028317058,-0.002505478,-0.004184342,0.008758447,0.014957811,0.02741889,0.004044161,-0.000588259,0.012903001,0.018201223,-0.003009166,-0.019095866,-0.019784495,-0.008393066,0.023294328,-0.001648098,0.015801353,0.0461082,-0.014224506,-0.009378908,0.04650775,0.013177731,0.010691489,0.006551375,0.035048913,0.028152218,-0.000545918,0.001282752,-0.030093059,0.008691645,0.011664112,0.016547712,-0.00378356,0.02503115,0.0346094,0.013275463,0.002198034,-0.017687542,-0.018721139
10112,-0.003103297,0.007161314,-0.000357362,0.003915721,0.006448228,-0.00247417,0.011598934,0.016564112,-0.029721795,0.012551687,-0.004263165,0.03898451,-0.006759429,-0.019438494,0.018759897,-0.002290781,-0.018257925,-0.005015002,-0.002696067,-0.00786179,-0.000570855,0.000191378,0.009478959,-0.001152655,-0.000614827,0.004447664,0.00171332,-0.014010347,0.032193482,0.020174237,-0.028063312,-0.013576656,0.028285062,0.009176008,0.013668091,0.007622384,0.03400857,-0.02274333,-0.016222863,0.023782237,-0.013394356,-0.010080955,0.009958895,0.030150302,0.023434803,-0.000503388,-0.002983389,-0.001261089,-0.024133166,-0.016806094,-0.003412559,-0.017186647,0.008871316,-0.019569559,-0.023636378,-0.004118616,-0.007100675,0.01881233,0.001737472,-0.035927694
10113,-0.002181935,-0.007696205,-0.001348802,-0.002678405,-0.028485442,0.017984835,0.015254493,0.02561869,-0.027787188,0.036277737,0.030773131,0.05213048,-0.024791598,0.051080007,-0.017710824,0.001266477,0.008687209,-0.012828057,0.009898271,0.023389166,0.014078752,0.017470224,0.016880779,0.014614143,0.013613179,0.007160351,0.03224584,-0.008211254,0.036992367,0.005698659,-0.01806512,0.020614421,0.007788652,-0.008866875,0.01687419,0.015622166,0.008358542,-0.01476078,0.002628853,0.010519753,-0.003978468,-0.001975652,0.022691771,0.024331475,0.004208036,0.000640783,-0.009972984,0.006027728,-0.03414797,0.003729062,0.008129012,-0.000715907,-0.003532797,-0.002321681,-0.007374831,-0.000906396,5.10E-05,0.0166441,-0.01743354,-0.025297692
10114,0.003598618,-0.02441346,-0.003920835,0.008719507,-0.05739918,0.012063668,-0.020489216,-0.003926786,-0.054934353,0.028816015,0.026633205,0.040541694,-0.033709716,0.048204403,-0.015447184,-0.005540954,0.004198844,-0.030417366,-0.000170571,-0.010136825,-0.010021661,0.015539546,0.020255541,0.011062347,0.006860479,-0.004998099,0.029567406,0.000881619,0.03254537,-0.002317141,-0.02082768,0.004166522,0.026974259,-0.019246526,0.028691603,0.00519274,-0.015294973,-0.00728349,0.014905725,0.06188881,-0.020178404,0.002934028,0.029104715,0.026235318,-0.001589659,-0.020705042,-0.001072645,0.00524842,-0.022525622,0.015464179,-0.013676555,-0.011479947,-0.013443752,-0.036608838,-0.014684531,0.007787632,-0.03354351,0.008702804,-0.053249847,-0.02510385
10139,0.023567697,0.011432842,-0.005330892,0.020928597,-0.025962582,-0.00378235,-0.005252024,0.014241115,0.04445507,0.006085771,0.009473011,-0.010644215,0.011575185,0.044399586,0.00263722,-0.005194205,0.020356275,-0.032165915,-0.013215444,-0.009612442,0.008262944,-0.013874978,-0.015034922,0.01742002,-0.000836859,0.009589375,0.006376979,-0.027635066,0.006065844,0.018559324,-0.017230285,0.002436251,0.012727189,0.014355663,-0.013353386,-0.015530077,0.03491574,-0.00625549,0.006293272,-0.01541471,-0.000952777,0.023748806,0.027884923,0.015887605,0.024771191,0.025032222,-0.00390553,-0.008028939,-0.035329808,-0.01779428,0.024805406,0.01611746,0.001068172,0.012862529,0.00313227,0.027340932,-0.000220072,0.0651387,-0.006904817,0.005247276
10140,0.02520708,0.004497561,-0.021251371,0.007970627,-0.003289488,-0.006358098,0.00406215,-0.024128849,0.03281687,-0.013054125,0.02090811,-0.024903953,-0.040548336,0.022325283,0.001283494,0.004252993,-0.000521811,-0.019526303,-0.012056013,-0.027736165,0.0159286,-0.013065282,-0.000204192,0.018236836,-0.004409882,-0.010984718,0.02535298,-0.012765144,0.014295851,0.001927578,-0.027904086,0.007883378,0.019464685,0.011735205,0.007814703,0.004814298,0.025319865,0.02643755,0.001774913,0.008361572,-0.001864765,0.014380519,0.012863171,-0.00319746,0.023057723,0.03271995,0.008303734,0.009615851,-0.023517124,-0.01395148,0.002648791,0.001421379,-0.019231915,0.010960092,0.007182252,0.026863761,0.008670243,0.02472944,0.005430379,0.006985778
10141,0.007611598,-0.030943595,0.017446226,0.008811538,0.008444648,0.004564855,0.008132723,-0.007262418,-0.005476522,0.01106543,0.001809309,0.000591419,-0.01895798,0.006927887,-0.00080658,-0.015222049,0.02849848,0.004325129,0.006426979,-0.004308906,-0.010298028,0.008199711,0.014600142,-0.011213451,0.005469911,-0.010697668,0.000823597,-0.016493931,-0.002946517,-0.00617839,-0.002409112,0.011273667,0.006361376,-0.011476318,0.003143144,-0.03678006,0.002630644,0.002396315,-0.001371684,0.000959033,-0.008397703,-0.004063012,0.004856207,0.02289775,0.000331767,-0.015252327,0.007558248,0.023162363,0.01183958,0.027487626,0.001719604,-0.006788455,-0.009679414,-0.010015123,0.004974858,0.008530988,0.020248413,-0.013410427,0.03214662,0.019796737
10142,-0.009572572,0.020079667,0.020602679,-0.015002715,-0.025257329,0.00026872,-0.00223227,-0.03684256,0.001373457,-0.024186773,-0.001245717,-0.003562224,-0.012097091,0.02606829,-0.004463814,0.009907926,-0.0219665,-0.003234237,-0.006491561,-0.003013191,-0.0195912,0.002735135,-0.023518609,-0.008038237,-0.019068096,-0.01607942,0.009501121,0.01583875,0.017540025,-0.034082234,-0.007540199,-0.001916157,0.021939615,-0.026381053,-0.003577953,-0.009370725,0.019416971,-0.037376624,0.010918292,-0.017962398,0.000466344,0.030547222,-0.001140693,-0.011138591,0.027877733,-0.025550233,-0.015951551,-0.002292633,-0.03362678,0.003043033,-0.006710038,-0.005538005,-0.002735055,-0.019281311,-0.003962195,-0.008313567,-0.025153724,-0.016695624,-0.005573329,0.013844024
10179,0.02568116,0.024920218,0.002780044,0.038584057,-0.028366446,0.016747661,-0.020278541,-5.50E-06,0.018771827,0.007045301,0.004756474,0.020400478,-0.026275182,0.03058769,-0.009747152,0.011913788,0.002650838,-0.017878506,0.004365631,-0.011262067,-0.012253317,-0.000449264,-0.001777402,0.023500146,-0.001692028,-0.000610566,0.0203103,0.040179282,0.023680316,0.006755212,-0.024708867,0.028552629,0.01499718,0.005341312,0.008980994,5.88E-05,0.026332824,-0.025698245,-0.015439182,0.005177558,-0.012385234,0.006756575,0.028791353,-0.000534504,0.017045839,0.033206087,-0.011806473,-0.01115514,-0.008114787,-0.014727821,0.036244173,0.017402463,-0.030257905,0.011458085,-0.011667058,0.019067101,-0.003151358,0.03736944,-0.023349399,0.016381297
10180,0.005943656,0.03313186,-0.016011951,0.01002526,-0.005464043,0.014778507,-0.0484492,0.010859363,0.000534652,-0.025372049,-0.00323008,-0.014652208,0.008120828,0.026158936,-0.016327806,-0.006899532,0.004443319,-0.035422277,0.018070994,-0.012219542,0.004505532,0.007347197,-0.014783967,0.003774314,-0.004545941,-0.022934584,0.011086312,0.000644731,0.012356383,0.015282872,-0.02910921,0.028962346,0.02169388,-0.001949574,-0.000728317,-0.006228873,0.020204045,-0.02838028,-0.030056043,0.002919172,0.002047209,0.012396055,0.007350834,-0.03184729,0.001831499,0.020181568,-0.029769132,-0.00356611,-0.015737189,-0.03295651,0.008982331,0.003543792,-0.012404651,0.01397743,-0.00551886,-0.006040725,0.005843203,0.036725298,-0.005574206,0.005771287
10181,0.007465102,-0.016774058,0.00906748,-0.014792529,0.009237963,-0.004360534,-0.014132666,0.00881542,-0.02412816,0.020409422,0.012461804,0.009622905,-0.012813603,0.003310153,0.01241985,-0.026677728,0.009707432,-0.030094912,-0.006483655,-0.000820024,0.022293076,-0.007422952,0.002066267,0.003474427,0.013866489,0.001152005,0.010957078,0.007315204,0.019891294,-0.003423508,-0.029670402,0.005285405,-0.003865192,-0.00696652,0.004416602,0.007785054,0.022040972,-0.003099161,-0.011215814,0.006818648,-0.015100927,-0.011813181,0.009962045,0.027186098,0.001846647,0.004020475,0.024709878,-0.029061295,0.027717628,-0.004014825,-0.009201938,-0.014567062,-0.042331893,0.01460978,0.020332744,-0.000735161,0.010230172,0.011331751,0.001689689,0.000144014
12423,0.021915058,0.038763564,0.012770264,0.025720796,0.000685385,0.004690089,0.007209664,0.013608654,0.053693723,0.01693528,-0.026932245,0.001519715,0.024992943,0.017519495,0.004698845,0.036463525,-0.004252133,0.025132814,0.031348225,0.004371034,0.010498404,-0.019476986,-0.005166869,0.018213851,0.023504546,0.019090394,0.028335905,0.0140251,0.019477354,-0.026836121,0.003153562,-0.012453343,-0.022787208,-0.025719397,0.002369949,-0.015386437,0.025691254,0.014498904,0.006078223,-0.013569079,0.01645095,0.025269853,-0.007722233,0.006608692,0.011383482,0.006499068,-0.003566646,0.001301106,0.022631435,0.018763786,0.026708936,-0.003254134,-0.023617566,0.011671073,0.000896311,0.036863625,0.03501093,0.03662197,0.034727123,0.017345417
12424,0.021146802,0.016133912,0.00072853,0.070163034,-0.017583596,0.036934134,0.038508166,0.001936672,0.040078204,0.012954652,0.03942344,0.001618119,0.027505802,0.026735328,0.04622947,0.009831589,0.014534027,0.003922843,0.027194029,0.035113584,-0.02352597,-0.005707404,-0.005615328,0.023856113,0.004826762,-0.001250042,0.03382436,-0.004487115,0.015450582,0.008624353,-0.029817991,0.024480822,0.014285593,-0.02419196,0.012683715,0.002916892,0.018559547,0.009256701,0.001581214,0.02130813,0.005430709,0.074751675,0.01785446,0.013793585,0.010685683,0.039573956,0.009665113,-0.009099023,0.008670809,0.008202006,0.03061183,0.022217704,0.010946542,0.01949284,0.027746951,0.03416125,0.019209137,0.047999486,0.02737358,0.046001595
12425,-0.002085793,0.022691598,-0.022781074,0.046603505,-0.024925916,0.010196063,0.024329372,0.02419755,0.017222514,0.012560089,0.025986293,-0.004566415,0.035265554,-0.008311343,0.02537925,0.008487802,0.028522199,0.010355905,0.003560906,-0.008348553,-0.01034089,0.007373448,0.027355777,0.00760564,-0.001413933,0.007357775,-0.005850247,0.001280025,-0.013991434,0.03432774,-0.04008579,-0.003578537,-0.022841893,0.013581527,0.012817751,0.01079557,0.015177424,-0.009465008,-0.017247936,0.017724114,0.021363603,-0.004957773,0.011510178,-0.006817922,0.022904418,0.02152773,-0.002432298,0.019227987,-0.0408908,-0.011740726,0.001616206,0.031182619,0.003011851,-0.019394858,0.008623057,0.018198665,-0.015323833,0.027565887,0.019733982,0.005699421
12426,-0.00476372,0.02258224,0.008882832,-0.030404538,0.01585407,-0.001144779,0.007637201,0.021554412,-0.001530495,-0.004472548,0.03097239,0.012716025,0.00294963,0.004214623,-0.000541283,0.007348262,0.03449816,0.016577413,0.00893613,0.008434408,-0.001422859,0.017109366,0.004824925,0.026020372,-0.00767372,0.012382998,0.00151031,-0.027519101,0.018984722,0.003950657,-0.04840039,-0.024101006,-0.006234956,-0.008265631,0.007838416,0.012352155,0.038642213,0.001721233,-0.006754015,0.02159146,0.010836233,0.019838288,0.016974686,-0.01614209,0.001745508,0.032661114,-0.024624562,0.016860817,-0.011640728,-0.007496091,-0.036217008,0.012319878,-0.00456995,-0.010280455,-0.030650018,0.013430129,-0.000925656,0.031741206,-0.011283194,0.000638899
12427,-0.005021326,0.004180611,-0.003282163,-0.004517851,-0.009590092,-0.016421316,-0.01671221,0.002513458,-0.018229647,-0.013801403,0.000106735,-0.009270077,-0.005088463,0.010483748,0.017219454,0.022278091,0.023403266,0.009859819,0.017030545,0.030945672,0.021792486,0.018517148,0.011038244,-0.023168722,0.010519814,-0.005415759,-0.010056241,-0.014855262,0.013126683,-0.030914284,-0.010889749,0.042748373,-0.015754802,-0.023363605,0.005037279,0.005857775,0.018103346,-0.016820168,0.007331135,-0.03545444,-0.0071663,0.015170624,0.019705039,0.015860302,0.004057542,0.002941073,0.018009588,-0.002205327,0.01429535,-0.000767143,-0.005465999,0.018074838,0.00485827,-0.000876904,-0.00640086,0.003459775,0.021082101,0.018427499,-0.022107696,0.025682805
