,Concept,Euclidean,Pearson
0,bee_raccoon,0.19970491528511047,0.9510438963770866
1,bird_ant,0.2348952442407608,1.0301046315580606
2,ant_raccoon,0.18850114941596985,0.9781591389328241
3,deer_fish,0.22870178520679474,0.9128934517502785
4,bear_frog,0.20960034430027008,0.9647802338004112
5,alligator_rhinoceros,0.1863715648651123,1.0796648114919662
6,rhinoceros_alligator,0.1863715648651123,1.0796648114919662
7,bird_deer,0.25131067633628845,1.1585352718830109
8,frog_turtle,0.20069529116153717,0.9415842294692993
9,bird_horse,0.21972109377384186,1.2054618149995804
10,horse_bird,0.21972109377384186,1.2054618149995804
11,alligator_turtle,0.1842130571603775,1.0914377644658089
12,kangaroo_camel,0.21553193032741547,1.0158686619251966
13,horse_kangaroo,0.1798970103263855,1.0810270458459854
14,kangaroo_horse,0.1798970103263855,1.0810270458459854
15,elephant_deer,0.18589965999126434,0.8342635482549667
16,squirrel_cat,0.18157455325126648,0.962214894592762
17,rabbit_deer,0.18074838817119598,0.9110675230622292
18,raccoon_rabbit,0.1785597950220108,0.894106037914753
19,horse_monkey,0.12820065021514893,0.853252112865448
20,rabbit_camel,0.20955123007297516,1.0718516930937767
21,monkey_dog,0.18915103375911713,1.043390940874815
22,monkey_squirrel,0.1705123782157898,1.0958823263645172
23,horse_goat,0.15047405660152435,0.756774052977562
24,horse_cow,0.14381453394889832,1.0723500177264214
25,rhinoceros_cow,0.17086699604988098,0.8703482449054718
26,cow_lion,0.1674319952726364,0.852457195520401
27,donkey_cow,0.1789059340953827,0.8447081595659256
28,lion_cow,0.1674319952726364,0.852457195520401
29,bear_cow,0.17963142693042755,0.8991618156433105
30,camel_rhinoceros,0.19916711747646332,0.7838669270277023
31,cat_sheep,0.20637072622776031,1.0726841911673546
32,giraffe_donkey,0.21442724764347076,0.8299696892499924
33,giraffe_lion,0.20359303057193756,0.845269188284874
34,cow_dog,0.15899299085140228,0.6660390496253967
35,giraffe_dog,0.22330345213413239,0.9581397324800491
36,donkey_dog,0.19263821840286255,0.8502850234508514
37,cat_dog,0.16644003987312317,0.6512084603309631
38,lion_bear,0.21242861449718475,0.9701317735016346
39,rabbit_raccoon,0.1785597950220108,0.894106037914753
40,bear_leopard,0.23921282589435577,1.1130314692854881
41,rhinoceros_horse,0.17042571306228638,0.9309485852718353
42,raccoon_lion,0.20554232597351074,1.0689696297049522
43,tiger_raccoon,0.1859268844127655,0.944430410861969
44,dog_bear,0.23565977811813354,1.1156958043575287
45,dog_raccoon,0.19422903656959534,0.8724837750196457
46,deer_sheep,0.20168662071228027,0.9505617283284664
