,0
0,subject 03-glasser-PFcm-cosine
1,log-phy
2,0.4327822538540135
3,0.0011997600479904018
4,subject 03-glasser-PFcm-pearson
5,log-phy
6,0.4039456909283904
7,0.003999200159968006
