,0
0,subject 03-glasser-MST-cosine
1,clip-vis-sim
2,-0.43715670076225827
3,0.0023995200959808036
4,subject 03-glasser-MST-pearson
5,clip-vis-sim
6,-0.4029154706121753
7,0.004399120175964807
