,cat,camel,bird,giraffe,monkey,donkey,kangaroo,rhinoceros,elephant,raccoon,horse,cow,leopard,rabbit,goat,lion,turtle,zebra,dog,frog,sheep,tiger,ant,alligator,deer,penguin,bear,squirrel,fish,bee
211260,0.01585054,0.01461495,-0.00090486836,-0.0034613938,-0.001553514,-8.840611e-05,-0.00774746,0.010779108,0.025210747,-0.0030490188,-0.0036910453,-0.0029336673,-0.012163706,-0.011644357,-0.00041754637,0.014605109,-0.014089979,0.0045716125,-0.0022576735,-0.006626369,0.016476218,-0.0018860614,0.028242001,-0.0015701926,0.019920921,0.031206608,-0.005335404,-0.02225325,-0.016905794,0.011666584
211261,0.03413533,-0.014042843,0.013227015,0.024906293,-0.00023322676,-0.0050646993,0.029236682,0.006128711,0.029813886,0.07632392,0.017303724,0.06162013,0.02698824,0.010242202,0.016923996,0.038948175,0.023100005,0.048676148,0.051007066,0.02018237,0.019597372,0.031604376,0.014689803,0.020479342,0.01086862,0.023301318,0.037919275,0.013559961,-0.008754523,0.029098025
211262,0.012048356,-0.0008611008,-0.023338554,-0.0004399872,-0.009406991,0.0055277087,0.00750286,0.006990781,0.013689454,0.02451863,0.00089605455,0.0382331,0.044220086,0.01656941,0.03222936,-0.00042755026,-0.0021376961,0.029730698,0.034843136,0.015130957,0.021933762,0.02339092,-0.018129542,0.002964529,0.023985809,0.02161274,0.022917556,0.014298641,0.04097649,-0.008205745
211263,0.013731021,0.05417951,-0.017035982,-0.0076250467,0.0033680706,-0.02005807,-0.011190552,-0.01298783,0.0051386687,-0.0077480674,0.0027427033,0.0032698757,0.009722312,-0.00048612445,0.023602193,-0.033205826,-0.0067386893,-0.0036596926,0.00032220036,-0.00059871335,0.0209245,0.020039925,-0.0022626661,0.013942222,-0.00053384184,0.013149123,-0.043812096,0.004734554,0.0035928497,-0.013181294
211312,0.01295709,-0.00091879163,0.008228418,0.03301016,0.006657906,0.016701639,0.034315363,0.03134884,0.017583815,0.009251091,0.017373094,-0.0058722957,0.011661983,0.013815187,0.018235568,0.037782684,-0.0002482844,0.00563606,-0.015264691,0.016069142,0.018968415,0.035850238,-0.022810543,0.00747255,-0.019044211,0.03003841,0.008558748,0.03074997,-0.0028152766,0.008709171
211313,0.01916936,-0.004165458,-0.004797715,-0.00638595,0.016448433,0.0038412355,0.0009186621,0.024195045,-0.011276693,-0.019019695,-0.014610927,-0.0045510014,0.0008700875,0.0038050467,-0.0053193164,0.02292045,-0.044658955,0.011257906,0.023310265,0.01572752,0.0054632598,0.01935211,0.003394021,-0.008406467,0.019583799,0.062144954,0.008522154,0.032478992,0.0049734754,0.016695762
211314,0.020135615,0.05008714,-0.00664795,0.026322575,0.007919389,0.014516237,0.0056322534,0.01723499,0.012784376,-0.01752037,0.006019913,0.019625163,-0.0003860515,-0.001388411,-0.010148817,0.022538632,0.0055680745,-0.024365714,0.02746366,0.010474451,0.022218913,-0.0015174424,-0.0012177102,-0.02142801,0.022760088,0.032032866,0.041698877,-0.014498629,0.01903827,-0.010506936
211363,-0.016777657,-0.021422245,-0.025199363,0.013594481,-0.013050516,2.0294761e-05,-0.009336509,0.032558743,0.006206386,0.006792309,-0.0055163093,-0.0038140684,0.020479865,-0.003119473,0.012198962,-0.0039112656,-0.034239214,-0.0047655837,0.0125456685,0.0014321808,0.011384956,0.023946723,0.0152258165,0.008683396,0.024151064,0.02736263,-0.010440413,-0.003579109,-0.0076165292,-0.015678968
211364,0.023398772,-0.004905092,0.019997044,0.044996653,-0.0064253253,-0.0021464208,0.011519668,0.016343364,0.029875616,0.024599178,0.0069077364,0.008168991,0.016923063,-0.00671594,0.050517797,0.040715855,-0.02119726,-0.00072647055,0.034903362,0.0068221414,0.0030502293,0.023109132,0.025397569,0.012783729,0.011495967,0.039891236,-0.0006708477,0.034448143,-0.005061713,0.016343951
211365,-0.0013429672,-0.012165303,-0.0117089255,0.043554377,0.011889942,0.010938742,0.010990395,0.007896162,0.025973195,0.0031472165,-0.02347084,-0.031859722,-0.0063469303,-0.00844261,-0.0088361325,0.04556093,-0.0013159275,0.0039544627,0.009332691,-0.006393882,0.01630134,0.013307503,0.02225093,-0.021097867,0.008940113,-0.0073035383,-0.0055717323,-0.019845916,0.013607363,0.013449609
211414,0.01566837,0.02735374,-0.025691492,0.01002897,0.010014163,0.011623099,0.030984236,0.012393385,0.01515605,0.04020339,0.009557182,-0.0005966879,0.010081095,0.018558482,0.0036581447,0.047686074,0.016049223,0.0007093794,0.034387376,0.013372086,0.049568158,-0.0014425417,0.031062625,0.014363304,0.035560735,0.022162393,0.010403703,0.019751308,0.04135114,-0.002320032
211415,0.0132224215,0.04348583,-0.010410248,0.01495561,0.017849052,-0.02705589,0.012240082,0.013709828,-0.0035964928,0.035901796,-0.009546056,-0.014704919,0.011050039,0.0016354452,0.010747974,0.027845932,0.025924655,0.0042041265,0.046226222,0.006830648,0.015716493,0.022212962,0.015955219,-0.0067944415,-0.015246942,-0.0037073866,-0.007384537,-0.010284312,0.024021907,-0.034645367
213767,-0.014008974,0.005599812,-0.007061532,-0.002745894,-0.009584767,0.0059020575,-0.004130272,-0.004828268,-0.015936865,0.023607558,0.019011764,0.0031367152,0.00087686506,0.0020577142,-0.0020405462,0.020745581,-0.03436788,-0.021995151,-0.00833884,-0.015819944,-0.02240715,0.034252297,-0.0017545231,-0.0054744375,-0.039582774,0.0042846445,-0.010272291,-0.049624443,-0.041430026,0.0055277585
213768,-0.022083161,-0.0026516102,0.015604136,-0.014675155,0.013412099,0.00020483819,-0.020379815,0.025787884,-0.02485483,-0.005881039,0.009183,-0.0029138464,0.0019958857,0.02788797,0.013360143,0.016296063,0.0059893597,-0.016069649,-0.0063590673,0.014771904,-0.023328261,-0.008760617,0.016141796,-0.00100899,-0.01529823,-0.013273117,-0.011218269,-0.009985066,-0.0115850745,-0.0070722066
213769,-0.012367443,-0.0081694545,0.0119567225,-0.037422124,0.014805512,0.016139152,-0.0036458746,0.0125489,0.0060881474,0.005646871,-0.015102882,0.0019144863,0.002783589,0.012379526,-0.0127643375,-0.025025921,0.000593399,-0.0072478266,0.011602405,0.03768116,-0.0018630758,-0.015085939,-0.0072778515,-0.012697588,0.003392794,-0.026186973,-0.0013822856,0.012868934,-0.012126627,-0.00391435
213770,-0.0012915336,-0.00015374606,-0.0212788,-0.016183428,0.005993154,-0.028165758,0.0067359805,-0.016379528,-0.0052984008,0.03826728,-0.0021694798,0.0027058043,0.02195877,0.00091714755,0.04867393,-0.004551521,0.012069282,0.008131691,-0.0051391707,-0.024007522,-0.04486643,0.019861253,0.007198064,0.0021877915,0.00443636,-0.0061789677,0.018674849,0.009929724,0.040148344,-0.0031094428
213817,-0.00066541537,-0.0057222694,-0.010881306,-0.021165254,-0.002464075,-0.010195552,0.0015693506,-0.0055590947,0.011393979,0.017561715,-0.020206854,0.005246043,0.007945965,0.0071581467,-0.021555686,0.008532711,0.02755546,-0.008735371,0.012759406,-0.025389532,-0.017657561,0.024387786,0.0056537148,0.0005754205,-0.019994935,-0.014816168,-0.039626762,0.016349237,-0.0057672733,-0.017770188
213818,-0.021994667,0.027207976,0.0029752313,0.018798333,-0.0047769416,-0.019500459,-0.0012169728,-0.005218949,-0.0019526016,0.0023836882,-0.0016808588,0.0038383547,-0.012752257,0.007480892,-0.00045648403,-0.0064278753,0.021094384,-0.009159924,0.0040982,0.038539007,-0.010434643,-0.003695963,-0.024004163,-0.017933771,-0.029898137,-0.007697603,0.013310242,0.032040566,-0.0039508617,-0.004690659
213819,-0.014796632,-0.005407514,-0.0145299,-0.009623707,-1.9359091e-05,-0.011975427,0.006438536,-0.021791806,-0.009647186,-0.024748338,-0.03811632,-0.0040924507,-0.027499607,-0.008324531,-0.012486637,-0.026030818,-0.028604874,-0.019993862,0.003018861,-0.005427904,-0.0026787377,-0.006602311,-0.027126841,-0.0055406257,-0.02897822,0.023053175,-0.009364403,-0.0005046452,-0.01798864,-0.023906834
213820,-0.030437944,0.0081170155,0.0043108743,-0.018033516,0.005991753,-0.027289947,0.02932489,0.0033796858,0.0038802375,0.023963563,-0.008766893,-0.0059552486,-0.018683357,0.013404912,0.01400439,0.0044807317,-0.005039141,0.013228145,0.028175972,-0.0021714326,-0.0069783847,0.040407527,0.017304653,-0.004089992,0.007863493,-0.010098286,0.00682547,-0.009155225,-0.008818818,0.016830767
213867,-0.015429151,0.026463436,-0.020580115,0.0069708847,-0.011575226,-0.008020495,0.011735599,0.011279483,0.02788894,0.003857211,-0.017221553,0.0036693916,-0.0076382407,-0.0036582008,-0.012533639,0.018644914,0.006967126,0.02698455,0.015473138,-0.012644466,-0.013453811,-0.01967775,0.007561495,-0.0027505842,-0.007828168,-0.013683694,-0.001871944,0.015126002,-0.0058359127,0.007909485
213868,0.01898461,0.012777429,-0.029382154,-0.0045236275,0.013306088,-0.0061851577,0.00071424927,-0.015006694,0.0278895,0.0490371,0.00026231413,0.006452834,-0.011857047,-0.027498925,0.00010814285,-0.012594581,0.010276241,-0.009050992,0.012808046,-0.0047432906,-0.008127808,0.04542832,-0.017000012,-0.0031076036,-0.0125435665,0.003782299,0.025340086,0.025352454,0.0034256484,-0.009806678
213869,0.015299211,0.06495493,0.01648175,0.03801385,0.02957123,-0.022988686,0.039470147,0.04826804,0.05538242,0.051002964,0.024998508,0.04675375,0.04479833,0.0071210545,0.037679497,0.048328225,0.044985335,0.033693675,0.056029554,0.04961424,0.016709652,0.0424012,0.0012010155,0.005995741,0.042460922,0.017484643,0.026078984,0.024046792,0.023430442,0.0018348332
213870,0.026631504,0.010851209,-0.0015861256,0.018883886,0.012084919,0.012761399,-0.0029645376,-0.025249353,-0.0012823679,0.0019262386,-0.02243769,0.0066196793,0.0023322457,-0.00012836994,-0.01758268,-0.018900383,0.0005093734,0.06181757,0.03483225,-0.018869264,0.013543676,-0.006367928,-0.031306975,-0.020358888,-0.027014745,0.01028921,-0.0110804485,-0.01860317,-0.0048245364,-0.02318056
213918,0.025800213,0.0022726145,0.03531809,0.007148651,0.017456776,-0.010237302,0.04639375,0.023331841,-0.03000267,0.0065013184,-0.020748675,0.014181281,0.021660738,0.030048395,-0.002211803,0.014835623,-0.028023392,0.012507598,0.0009501784,0.015920047,0.022926385,0.016903237,-0.0023317456,-0.0072218687,0.017173352,0.020530382,0.028568203,-0.027220747,0.017487453,-0.03344657
213968,0.038383905,0.038360465,0.014356694,-0.0010399654,0.02752349,-0.010884501,0.015328478,0.024139827,0.013633057,-0.009620675,0.022473445,0.017727194,0.009931463,-0.00011173481,0.008544917,-0.004760374,0.0096166255,0.020182364,-0.0032845484,0.021186953,0.010503414,-0.008101772,-0.02121283,-0.016714247,0.006534809,0.028379166,0.012062476,0.0013427351,0.028655687,0.029931718
214018,0.017661095,0.007639305,-0.00079927704,-0.018433953,0.012730465,-0.019637702,0.054255713,-0.048115525,0.010145956,0.022517046,0.009826013,0.016226731,-0.00045220615,0.006112536,0.017278606,0.008056677,6.982498e-05,-0.024575196,0.013505149,0.010973129,-0.009254096,-0.008544971,0.014162358,-0.0069318353,0.02448456,0.025261616,0.0019258205,0.012822904,0.00483311,0.018857103
216157,-0.021671303,-0.012069236,0.0035174412,0.020634552,0.011672328,0.022725478,-0.039523903,-0.0016645876,0.0287264,0.00820612,-0.016759159,0.0020803998,0.0037734415,-0.020873198,0.005569399,0.00018073355,-0.028535197,0.01064821,0.01840563,0.014184884,-0.026132846,0.012452688,-0.042026002,0.01557346,-0.007491112,0.011206751,-0.005511991,-0.009189389,-0.007259734,0.0023328941
216158,0.0033657067,-0.008426255,-0.01628216,0.0005676654,0.008913469,-0.004921136,0.010200073,-0.0033381924,0.028919607,-0.003702191,0.025164941,-0.0029318156,-0.032691095,0.023002103,-0.03122144,0.020690002,-0.0064876825,0.004363537,0.03362621,0.0025284437,-0.0046116076,-0.0041470113,0.022624686,-0.010038975,0.0068225726,0.010192069,-0.014897294,-0.014202419,-0.0012351224,-0.018008597
216159,0.011955776,-0.025681073,-0.019309705,-0.011851714,-0.014899126,-0.012489725,-0.0036211505,-0.0066967118,-0.032767676,-0.049954195,-0.020411106,-0.030649232,-0.00814419,-0.018854888,-0.007619502,-0.025816387,-0.055334907,-0.031511605,-0.019696578,-0.024649924,-0.027791562,0.00014613818,0.0074934936,0.0016475706,-0.009328653,0.039721068,-0.018999925,-0.031193756,-0.008018653,-0.03675482
216160,-0.03526627,-0.010568035,-0.027236342,-0.000921892,0.0031137124,0.008913458,-0.00667236,0.0005973913,-0.019548053,0.021548122,-0.012679596,-0.0071936795,0.003314058,-0.012790459,0.020353476,-0.023094,-0.023487747,-0.0013447186,0.015204226,-0.018851131,-0.0142745,0.030126438,-0.006709695,0.017744184,0.0050030607,0.0072689857,-0.0031714428,-0.008432651,0.0067659505,0.0058089513
216205,-0.016277375,-0.024455944,-0.021113118,-0.0094797015,-0.0013485755,0.009343166,0.02539406,-0.011686951,0.031153185,-0.0031698437,0.023455387,0.022215744,-0.0050023803,-0.0036212082,-0.009803212,-0.031175463,-0.019228393,-0.035649735,0.0052721836,-0.0196345,-0.031958353,0.028398702,-0.027328154,0.006540935,-0.03670931,0.003892894,0.0037331216,-0.00057118636,-0.031591613,0.012648084
216206,0.008262463,0.010154112,0.022232138,-0.011600028,0.010420839,-0.027057245,-0.010804261,-0.0061987103,-0.008688462,0.02173832,0.003918451,0.008535959,-0.011208355,0.010882363,-0.027706705,-0.027349718,-0.017152444,-0.008780024,0.008376546,0.006927608,-0.010644375,-0.019558664,-0.007228454,0.012616657,0.0027702136,0.0076664505,-0.014811012,0.04224807,-0.012688716,0.017067159
216207,0.02191268,0.059264164,0.04333892,0.012324315,0.031161346,0.00046401596,0.027794054,0.026694177,0.035419,0.06724387,0.010892674,0.007899552,0.02000369,-0.0025333746,0.037506815,0.0420319,0.037097886,0.015488043,0.04238002,0.038190987,0.016968539,0.027144546,0.02663968,0.0003871983,0.016673854,0.012759107,0.006724402,0.026035024,-0.010257254,0.009699177
216208,0.004659941,0.0052639213,-0.014528636,0.012182221,-0.020208651,-0.01941293,-0.011846137,-0.049920883,-0.0062418096,-0.027990326,-0.009699318,-0.029579923,-0.02064376,-0.02791929,0.003290509,-0.018693667,-0.017813561,0.004771054,0.03516731,0.018103585,-0.009987667,-0.009408387,-0.028353443,-0.0144886775,-0.0386406,-0.011437391,-0.029909516,-0.045298073,-0.037295364,-0.001301967
216209,-0.009305096,-0.019420085,-0.016171103,-0.007978566,-0.041946124,-0.0146233365,-0.020903954,0.0029244057,-0.02611301,-0.06546249,-0.014276442,-0.056510348,-0.03342018,-0.042241562,-0.013857577,-0.006736411,-0.018477151,-0.009579234,-0.012628694,-0.045134183,-0.020543577,0.0043203407,-0.009571846,-0.02869474,-0.038209133,-0.006272431,0.02799894,-0.04831654,-0.0125727905,-0.013436944
216253,-0.008065128,0.019012991,-0.013896679,0.003152717,-0.0056998767,-0.010151219,0.01808963,0.0050042723,-0.019256365,0.008442106,0.009320023,0.015579176,-0.022158027,0.009607737,-0.021914458,0.0041392758,-0.00091253687,-0.0068842447,0.034222245,-0.008892781,0.019023586,0.014417243,-0.0039343713,0.013995767,-0.020267446,-0.01788156,0.015251123,-0.00037214006,0.001362104,0.013745028
