,0
0,subject 03-glasser-RI-cosine
1,avg-real
2,-0.40462900407362296
3,0.004799040191961607
4,subject 03-glasser-RI-cosine
5,log-phy
6,0.4888446888031077
7,0.0011997600479904018
8,subject 03-glasser-RI-cosine
9,clip-vis-sim
10,-0.3849943441233687
11,0.005598880223955209
12,subject 03-glasser-RI-pearson
13,log-phy
14,0.44499233004774574
15,0.001999600079984003
16,subject 03-glasser-RI-pearson
17,clip-vis-sim
18,-0.3689324699504037
19,0.009598080383923215
