,0
0,subject 01-glasser-MIP-cosine
1,avg-real
2,0.4930383770300153
3,0.0007998400319936012
4,subject 01-glasser-MIP-cosine
5,log-phy
6,-0.4604237880457818
7,0.0011997600479904018
8,subject 01-glasser-MIP-pearson
9,avg-real
10,0.4577881717006423
11,0.0007998400319936012
12,subject 01-glasser-MIP-pearson
13,log-phy
14,-0.3721994928246864
15,0.007998400319936013
