,0
0,subject 03-glasser-Ig-cosine
1,log-phy
2,0.45231837576398515
3,0.0015996800639872025
4,subject 03-glasser-Ig-pearson
5,log-phy
6,0.42400139054873365
7,0.003999200159968006
