,0
0,subject 03-glasser-PFt-cosine
1,clip-real
2,0.4231546086461206
3,0.0027994401119776045
4,subject 03-glasser-PFt-pearson
5,clip-real
6,0.3926155722026761
7,0.005598880223955209
