,0
0,subject 01-glasser-FOP5-pearson
1,avg-real
2,-0.3674175867347094
3,0.009198160367926415
4,subject 01-glasser-FOP5-pearson
5,log-phy
6,0.42218286856243314
7,0.003599280143971206
