,0
0,subject 03-glasser-24dd-cosine
1,log-phy
2,0.4548643065448059
3,0.0023995200959808036
4,subject 03-glasser-24dd-pearson
5,log-phy
6,0.42514446151155116
7,0.0027994401119776045
