,turtle,fish,bee,frog,rabbit,cow,cat,dog,raccoon,monkey,rhinoceros,giraffe,elephant,leopard,penguin,tiger,bird,sheep,lion,alligator,bear,deer,goat,horse,squirrel,camel,ant,kangaroo,donkey,zebra
73164,-0.012521688,-0.019271282,-0.023113377,0.03411557,-0.002279392,-0.015892306,-0.022792174,0.0043599564,-0.04611993,0.013881897,0.003732751,0.010763462,0.033869807,0.0026255224,0.040171873,-0.00073105283,-0.014945857,0.0026014615,0.016720561,0.012577407,-0.008628734,0.053634655,-0.0022467487,-0.023266228,-0.025166182,-0.0054836036,0.0002989443,-0.028939022,0.043146685,0.015488304
73165,0.014486215,-0.023193441,0.007862175,0.024682606,-0.0021567217,0.011708538,-0.009066426,0.004765572,-0.0088858185,0.008221775,-0.02102919,0.010743554,0.04703131,0.009596209,0.012249294,-0.011258421,-0.020422578,0.039210137,-0.0041775377,0.010250839,0.041481633,0.013169139,0.011799312,-0.0010279737,-0.008523162,0.023136513,0.006192734,0.020706521,-0.00509432,0.0040234686
73214,-0.0035913058,0.00565166,-0.0076407655,0.022649696,-0.0171727,0.011652726,0.0056299376,0.024793943,-0.019008147,0.021712378,-0.002498954,-0.016161697,0.007694639,0.003145352,0.0007078722,0.033431,-0.036956806,0.03385998,0.025313405,0.010938709,-0.011937625,0.015889628,-0.007394695,0.015280065,-0.010920239,0.025633693,0.03098497,0.014015053,0.011754633,-0.0018090606
73215,-0.02631783,0.012718587,0.021445582,0.010925497,-0.008365302,-0.03154574,0.027751332,0.018436624,-0.0082941605,0.005094998,-0.0035345713,0.003428926,0.008581915,0.0124379145,-0.010968312,0.03836492,0.024305739,0.030342704,0.0018078318,0.026635414,0.021930903,-0.008425869,0.0045176153,-0.0024218364,0.0058764867,0.0060258894,-0.0032220178,0.03099098,-0.005071142,-0.0041979165
73263,0.0030340431,0.017124316,-0.007712944,0.0034305735,0.019634308,-0.0024909836,-0.017276853,-0.0073954887,-0.013790581,-0.010715392,-0.012030962,-0.017683603,0.01116499,-0.0076680146,0.02554102,0.021304982,0.009196076,-0.004300876,-0.016440952,0.0121901585,0.0014166506,-0.00412787,-0.0040875897,0.0015269438,-0.012681567,0.019208983,-0.0031905344,0.02206403,0.023839226,0.0045875683
73264,0.053870875,0.009245007,0.025128974,-0.011066559,-0.021360876,-0.00704118,0.014419735,0.021738956,0.026183078,0.01452927,-0.025439804,0.00042819846,0.008901068,0.041188587,-0.0029900868,0.018859265,-0.018469319,-0.009753576,0.015230093,-0.0014061251,-0.022376463,-0.035356794,2.1260232e-05,-0.0056539676,0.016894257,0.0010751132,-0.0042704106,-0.004043872,-0.012834453,0.022354832
73311,-0.025087394,-0.019939467,0.0014348468,0.0138592245,0.030530842,0.004295867,-0.035440117,-0.02722168,-0.0013214288,-0.0015401137,0.004829941,-0.009789284,0.004570481,0.0017083604,0.017976627,0.006518718,-0.036593843,0.019941127,0.011661303,-0.0021516383,-0.029454956,-0.0012946607,0.02982205,-0.011252801,0.031652164,0.0028973538,0.012179144,-0.00025339113,-0.009501552,-0.021604747
73312,-0.03240559,-0.012825467,0.0026351742,-0.012634762,0.0009871311,0.01653133,-0.0135095,0.0049134786,-0.0024193383,-0.015339319,-0.025374852,-0.006305503,0.0057899836,-0.017315071,0.009389892,-0.017113904,0.006715754,-0.00635454,-0.030761393,-0.011419942,-0.034299646,0.02423589,-0.021906262,0.0045112954,-0.006063497,0.008296775,0.018349301,0.029988209,-0.0020191374,-0.009942637
73313,0.003903357,0.009882933,-0.015939262,0.0074599795,-0.015971906,-0.015376315,0.029023424,0.0088422615,0.0060556885,0.0005683365,0.004371974,0.020616142,-0.004175479,-0.0038206603,0.0095837815,-0.008374222,-0.0068797823,-0.0024073354,-0.028600588,-0.006398557,0.0013575653,-0.02428744,-0.0016871296,0.025924742,0.021894509,0.024711078,0.005798761,0.0027875572,-0.029030165,0.02195374
73408,-0.007484619,-0.015044532,0.025802711,-0.0048939576,0.010844815,0.013350368,0.0062707956,-0.010099863,-0.015024766,-0.0071511627,0.029686674,0.0011058055,-0.00453062,0.016265327,0.001008416,-0.0073539633,0.0029974978,0.021978438,-0.00058289274,0.020794688,-0.02152622,0.00060646917,0.020750267,0.027050482,0.027955018,0.01273758,-0.016446976,-0.01676111,0.008214559,-0.009873201
73409,-0.0022472218,-0.0044313804,0.002895154,0.01857042,0.009913308,0.019294672,0.02180622,-0.023597239,-0.011573852,0.001877732,0.030440962,-0.010815444,-0.028695062,0.022316895,0.021121906,0.008112742,0.0046717473,-0.005203488,0.014850269,-0.0283555,-0.034102198,0.000775869,0.010954431,0.0026377502,-0.0044151633,-0.0035768591,0.019775068,-0.0328691,0.00887887,0.018281663
73452,-0.034198295,-0.012001835,0.03178558,0.030305013,0.020334287,-0.023130938,0.027421422,-0.028382333,-0.01214264,0.007292749,0.0029712336,0.008920222,-0.021437997,0.021773813,0.0003906983,-0.004849891,-0.008769532,0.016275996,-0.008384111,0.003426034,-0.020995563,-0.0047019334,0.032857053,0.012848436,-0.0019259816,-0.039618284,-0.009245156,0.003495248,0.017920194,0.0058389623
76950,0.014170381,0.010465696,0.0061927265,0.013140486,-0.0077695786,0.0040741637,0.0061118095,0.020530669,-0.012229615,-0.012357731,-0.048372094,0.0042853174,-0.004201542,0.012513228,-0.0027598084,-0.02162238,-0.01691037,0.0163374,-0.001097988,-0.0016666608,-0.0283883,0.030003862,-0.0068786605,-0.008179372,0.002644118,-0.0030885488,0.012142606,5.5034645e-05,0.055872146,0.0050337245
76952,-0.034471747,0.0069169835,0.015940182,-0.0017776992,0.002065794,0.0018267982,0.012218121,-0.0047488473,-0.006921038,0.0011633926,-0.02861168,0.0167991,-0.0040045753,-0.023859257,-0.00391377,0.014296244,-0.000853315,0.038665958,-0.012439224,0.0057303235,-0.0050023273,0.022746848,-0.02288442,0.009965611,0.017041447,0.011634439,-0.019172823,0.026440501,0.027364174,0.006051451
76953,-0.00022207586,-0.00019096925,-0.009021829,-0.022030957,0.00228462,-0.00645216,-0.026209718,-0.023609577,0.0058131334,-0.004245345,0.0062491396,-0.006863136,-0.011754847,0.004739952,-0.03434532,0.008010208,-0.011407767,-0.030865943,-0.011354464,0.008067793,-0.022237264,-0.006885041,-0.009906317,0.00426485,-0.007638031,-0.0043492294,0.018699186,-0.017911464,0.0068083494,0.014196887
76998,0.04804415,0.004916059,0.019500032,-0.0009857031,0.007688474,-0.0028624248,-0.002832983,-0.0019140447,0.008325874,-0.008084529,-0.020932714,0.0010643825,0.02723615,-0.0079221865,-0.0048574475,-0.0071834163,-0.0065223756,0.0076957718,-0.009657754,0.005575709,-0.0040785507,-0.005283799,0.007026296,-0.0070078042,0.019174553,0.0020253293,-0.0012632236,-0.014798154,-0.024473378,0.03804728
76999,-0.018938115,0.059108227,0.021724857,-0.0006739606,0.008189872,-0.00019118872,-0.044112016,0.021490669,0.001521823,0.025468254,-0.025326481,-0.021557331,0.007072234,0.022073254,0.01589072,0.021497726,-0.014688321,0.011568529,0.027417086,0.010259072,0.022575423,-0.00079142116,0.004798237,0.01968083,-0.0027760763,-0.0009680229,0.015480858,0.01603023,0.0032897359,0.018275307
77000,-0.02773464,0.014714914,0.026505494,-0.011270364,-0.008308945,-0.018615061,0.01903144,0.012058056,-0.012797393,0.013086318,0.01972546,-0.009310968,-0.023156026,0.048396964,-0.0027088046,0.023897305,-0.031653203,0.009370012,0.0019055601,0.02316738,-0.00062702905,-0.0028550532,0.011128161,-0.0060571223,0.0056109657,0.015095231,0.003475761,0.010430968,0.0031420337,-0.015735414
77046,-0.009651721,0.008832939,-0.02478546,0.0053664967,0.0059424355,-0.009349041,-0.009937144,0.007374981,-0.02361908,-0.027663508,-0.021338359,0.00037619288,0.0110152,-0.0074364487,-0.0052310587,0.020271717,-0.0009962072,0.0014681827,-0.009321931,-0.016001655,-0.028086862,-0.008062064,0.0102296,-0.02531898,-0.0065467726,0.015042353,-0.022679552,0.011881716,-0.0099277245,0.023880059
77047,-0.0084823305,0.022947585,0.03650443,0.01452962,-0.022853749,-0.018153656,-0.022092806,0.008203144,-0.01730316,0.017768474,-0.03032366,0.017344138,0.012697074,-0.02854536,0.036065903,0.013702252,-0.04220334,-0.017195363,-0.005102909,-0.009561517,-0.020529749,-0.01754996,-0.034879193,0.015918585,-0.0014951272,-0.004861778,-0.011790331,-0.00016178128,-0.012395926,-0.025623078
77048,-0.013112892,0.02553021,0.011561629,0.002949956,-0.0074186944,-0.0010570182,-0.004321746,-0.004049741,-0.0059232614,-0.0071034185,0.0054859607,0.00030749012,-0.040290695,0.045246378,0.0050392956,0.014012158,-0.0037345495,-0.020691896,-0.0032317287,0.007218849,0.020917974,0.010775715,-0.01467389,-0.010322421,0.0109646125,0.0016778951,-7.23321e-05,0.0018187034,0.018201476,0.00993346
77089,-0.022821011,-0.0028976258,0.023448676,-0.0033771137,-0.0005846653,-0.008029725,0.028769135,-0.005343232,-0.02523567,0.013768494,-0.010347194,0.0027664567,-0.00011627562,0.0023728088,0.03062173,-0.007698551,-0.025904575,0.0021312565,-0.031770136,0.007841177,-0.00049143407,-0.005590716,-0.0027559742,-4.012037e-05,0.015801886,0.010427316,0.04282395,-0.012959845,-0.021872347,-0.027370332
77090,-0.028374225,0.020547858,0.010271446,-0.00029653497,-0.0052723517,-0.024918005,-0.010840244,0.0015342875,0.01939591,0.010321516,-0.014901337,-0.012173464,0.015951445,-0.040352613,0.0068538524,-0.028105712,-0.04690152,-0.027208315,-0.020870456,-0.005494054,-0.006678235,0.023479762,-0.018652575,0.009409591,0.008353361,0.020272376,0.0027341526,0.003947422,-0.008665074,-0.016250199
77091,-0.022327073,0.017608454,-0.021146258,0.00017597697,0.0030508346,-0.027787851,-0.002582333,0.005533748,-0.005213616,-0.004293496,-0.03644124,-0.031910922,-0.019726528,-0.009060112,-0.016139643,-0.00068192993,-0.016525337,-0.022723533,-0.029467551,-0.0023788319,-0.0038643556,-0.002518207,-0.013603654,0.01147341,-0.014528473,0.0028303054,-0.004853589,-0.003223743,-0.009886232,-0.01804605
77132,0.009803019,0.016690837,0.009534301,0.022514507,0.0030919183,-0.02273956,0.0055667744,0.027207782,0.030140119,0.014875525,-0.013349731,-0.0037531042,-0.016352126,-0.031437352,-0.01363219,0.003389822,-0.031876583,-0.0018373672,-0.007382277,0.0046432423,0.027110836,0.014855961,-0.021446211,0.016722018,0.009192598,0.0054770154,0.012641328,-0.0047948756,0.008753523,0.0068571717
77133,0.010744947,0.027879642,0.008308865,0.0019151928,-0.0049274587,-0.0019501587,-0.013647918,-0.024725059,-0.023343852,0.0025448706,0.010845122,-0.035310224,-0.02915348,-0.02086568,0.022992788,-0.0073104724,-0.021425141,0.0214328,-0.022410108,0.008021795,0.014694358,-0.01305711,-0.0068246187,0.009198289,-0.008014927,0.023892105,-0.02819174,-0.03379939,0.016052095,0.017016131
77175,-0.024117231,-0.031371627,0.016769243,0.027697863,-0.017881202,0.0014964463,-0.0019510543,-0.0019540882,0.0115387505,0.0075583267,0.002889218,-0.0015263312,0.013606445,-0.008744859,-0.008153759,-0.005158389,-0.024856592,0.0032195374,0.00783029,0.014554626,-0.0067111235,0.0074544973,-0.045251098,-0.006060894,0.009059121,-0.004047887,0.010426347,-0.022788495,0.0058140545,-0.02269534
77176,-0.018194228,-0.016550817,0.019709943,-0.0003106175,0.009463998,-0.0010669477,-0.03122206,0.0036906283,0.03222924,-0.0070487596,0.0046472116,-0.027379872,-0.011394295,-0.019544872,0.00014217563,-0.014401418,-0.0021508005,0.00202981,0.028967053,-0.002764893,0.012104976,0.0004831628,-0.007066745,0.0014183366,0.0018023694,0.014810536,-0.017796138,-0.02262961,0.0015545656,-0.0037115577
77179,0.005352708,-0.0062756906,0.008134813,0.007923094,0.0075859763,-0.009642613,0.020066561,-0.008341153,0.008667442,0.0063471533,-0.007439461,0.004586471,-0.03560712,-0.00985917,0.005785721,0.0038717166,0.01569382,-0.005202723,-0.01058618,0.0007057782,-0.020978851,0.003858649,-0.009332638,0.0050301906,0.004850475,-0.020035507,-0.020524528,-0.022148663,0.011705093,-0.0126535855
77220,-0.020030394,0.010483693,-0.001296911,-0.014480214,0.008938235,-0.0052157193,-0.029816302,-0.018592156,0.013162349,-0.024030713,-0.009085497,-0.02679286,-0.036188375,-0.012684185,-0.016496466,0.011514357,0.0009820432,-0.029725218,-0.00079446594,-0.039884195,-0.005092032,0.011450519,-0.027391436,-0.02963722,0.015652386,0.013187063,0.015257873,0.013562448,0.013603669,-0.000890682
