,0
0,subject 01-glasser-PHA1-cosine
1,clip-real
2,0.4309170393140194
3,0.0023995200959808036
4,subject 01-glasser-PHA1-pearson
5,clip-real
6,0.44046687178044774
7,0.0023995200959808036
