,0
0,subject 03-glasser-a24-cosine
1,avg-conf
2,0.3799410397555967
3,0.005198960207958408
4,subject 03-glasser-a24-cosine
5,log-phy
6,0.387475077509611
7,0.007198560287942412
8,subject 03-glasser-a24-pearson
9,avg-conf
10,0.3752125980219674
11,0.008398320335932814
