,0
0,subject 01-glasser-IP0-cosine
1,log-phy
2,-0.3676791667444536
3,0.009598080383923215
4,subject 01-glasser-IP0-pearson
5,clip-real
6,0.4743253687068752
7,0.0011997600479904018
