,0
0,subject 02-glasser-10pp-cosine
1,avg-real
2,-0.3918295151692533
3,0.005198960207958408
4,subject 02-glasser-10pp-pearson
5,avg-real
6,-0.45412380189334295
7,0.0011997600479904018
