,bee,cat,squirrel,ant,goat,raccoon,frog,kangaroo,leopard,fish,camel,penguin,giraffe,horse,zebra,alligator,rabbit,lion,cow,tiger,elephant,sheep,turtle,dog,rhinoceros,donkey,monkey,bear,bird,deer
68045,0.006118323,-0.021856004,0.010412015,0.025015479,0.00049470365,0.0020123154,-0.0007041814,0.059538484,0.0047312365,-0.016020656,0.014563645,-0.022128882,2.761092e-05,0.00090712,0.031167233,0.038257055,0.013884071,-0.019253517,-0.008393826,0.003699695,0.03995098,-0.00424913,0.00017351999,0.015967023,0.023468481,0.0032451644,-0.008315903,0.017512685,0.016944012,0.00053446926
68046,0.00092723453,-0.033021055,-0.031653166,0.029101366,-0.06100921,0.017291931,-0.035651777,0.03179433,0.03765072,0.00923238,-0.0074651805,-0.02746295,-0.009283015,-0.021806108,-0.00541066,0.008966541,-0.01335537,-0.04454452,-0.02827658,-0.011445902,0.011100449,-0.01996355,-0.004179292,-0.034354094,0.003993615,-0.0022784118,-0.0203386,0.031172002,-0.0021534972,-0.033713046
68047,0.03402568,0.01736111,0.015886303,0.040212546,-0.012142886,0.030277118,0.046001613,0.036219086,0.026537547,0.013010584,0.052949175,-0.01385649,0.063589856,0.0025788685,0.052379888,0.02287449,0.016562207,0.0068869013,0.017490746,0.029315325,0.02141013,0.022250732,0.009889587,0.042637005,0.05187194,-0.002916828,0.010024894,0.018949019,0.018084338,0.014037351
68048,0.0658244,0.0570045,0.0010190476,0.062390666,-0.0046557933,0.06257705,0.06288096,0.10185832,0.08605689,0.07594056,0.070715345,0.0027152337,0.047233775,0.002267712,0.08346921,0.0729566,0.06465607,0.026586564,0.030311227,0.0778903,0.037054103,0.050223634,0.075644165,0.06265079,0.09681517,0.013042224,0.031362455,0.04193893,0.07507169,0.054900844
68050,0.030206783,0.035040457,0.06288062,0.04335021,0.011631963,0.009316574,0.0686206,0.05461733,0.053495303,-0.016129041,0.07361963,0.013369492,0.041803967,0.0048349504,0.0725442,0.010826834,0.036055762,0.04692832,0.041168805,0.04692538,0.013639375,0.0738621,0.03212704,0.0321903,0.042643365,0.046519544,0.045629535,0.03777374,0.043174725,0.03822677
68068,0.096350096,0.07594794,0.03372736,0.0952637,0.06890624,0.07858126,0.0805414,0.10388418,0.12962846,0.09581391,0.09303811,0.04670508,0.08149784,0.0075770896,0.10071365,0.1122998,0.10555705,0.08975976,0.07632575,0.09523666,0.054178268,0.064479224,0.09801593,0.068191014,0.12703542,0.06726028,0.06556306,0.09494115,0.09403306,0.095128275
68069,0.09838634,0.055880327,0.04127313,0.08616989,0.06559872,0.054085106,0.06734748,0.08762432,0.12107516,0.06999967,0.09091092,0.049395084,0.07058344,0.0040593143,0.06019186,0.08528762,0.089412875,0.070548795,0.049161334,0.04403189,0.040678944,0.04573148,0.07828853,0.04898456,0.082738705,0.05292822,0.063672535,0.041975886,0.074659,0.06280575
68071,0.035956297,0.059095453,0.04900317,0.07595386,0.024955757,0.06544701,0.04425447,0.052131236,0.09106969,0.035067294,0.07052688,0.023834072,0.09453323,0.0132771805,0.093876354,0.045001686,0.046614233,0.063662164,0.036659434,0.07809227,0.0439638,0.04612189,0.06427541,0.056141544,0.084329866,0.07080105,0.045348506,0.06056271,0.06261349,0.06011924
68072,0.039859574,0.05092612,0.03488898,0.07924231,0.021360962,0.055743415,0.049041998,0.03754793,0.08784487,0.003748839,0.038996138,0.016178235,0.07718027,0.017695656,0.05506977,0.048263606,0.057590198,0.03090407,0.030983718,0.07036034,0.045170635,0.024286175,0.06904618,0.03107389,0.04198974,0.062345713,0.014611366,0.049677957,0.016322134,0.048971813
68073,-0.0068107,-0.02848315,-0.057202905,-0.019513052,-0.05480805,-0.010430024,-0.008578658,-0.023782015,-0.008215922,-0.07073345,-0.017956585,-0.0644402,-0.027658066,-0.0049032695,-0.055123653,-0.058028985,1.763956e-05,-0.014168386,-0.020894771,-0.017010944,-0.046001956,0.011466358,-0.027487108,-0.031359103,0.0010349998,-0.0006266038,-0.028096804,-0.033917338,-0.03933272,-0.021789948
72187,0.0043533603,0.0075794403,-0.016405663,0.0013905913,0.0045367763,0.015405341,-0.019862527,0.018425347,0.011541344,0.0011806599,-0.0012453478,-0.0042932983,0.007893266,0.0138424635,0.042522356,0.02355835,-0.009252522,0.01545428,0.0065516313,0.013751456,-0.006811897,-0.0017032264,0.01522515,0.02582856,0.024831787,0.0064428556,-0.012688761,0.014710418,0.03194905,-0.0042852857
72188,0.025406057,0.02271188,0.00226761,0.03287235,0.0071082204,0.02133777,-0.0004294226,0.021311788,0.0050632567,0.0046228855,0.021580823,-0.033075467,0.013034634,0.01804133,0.048544187,0.02337311,0.022874916,0.02037429,0.009103299,0.02259036,0.006988086,0.01781794,0.02705708,0.010674606,0.030983284,-0.004695079,0.02074832,0.013778672,0.011550643,0.026711836
72189,0.049090877,0.015071087,0.03275648,0.030751951,0.05418394,0.03629684,0.05043042,0.060249742,0.033460665,0.017042821,0.06290387,0.0016963739,0.023718724,-0.005471083,0.034750227,0.05078809,0.0154673,0.023313055,0.021778097,0.043104723,0.023591114,0.029056204,0.015853653,-0.009715333,0.049295556,0.018930564,0.0121703455,0.021069124,0.03170714,0.00042306632
72190,0.0512663,0.023624765,0.019451084,0.09361154,-0.0076819253,0.053480078,0.05830882,0.07043995,0.073456146,0.07280175,0.06315986,0.01181117,0.049441084,-0.0060064257,0.04992452,0.055475462,0.0563805,0.04258595,0.019878214,0.056243908,0.025254572,0.048832297,0.05455725,0.037486814,0.07660905,0.038615413,0.021801248,0.031118648,0.025705257,0.04339771
72192,0.05024503,0.02954421,0.066440396,0.012138485,0.03840351,-0.00018904172,0.038495615,0.033349454,0.048730556,-0.016621893,0.052088264,0.009463616,0.032659348,0.0063125957,0.05810817,0.019139038,0.040368587,0.033127084,0.045621604,0.03787689,0.029196212,0.042578936,0.040719792,0.03549159,0.053540517,0.010248343,0.027828922,0.043481838,0.011493097,0.035726946
72193,0.07017832,0.04835087,0.04067379,0.045924176,0.04815476,0.043388266,0.04665843,0.058024112,0.04940903,0.024997843,0.09333963,-0.00021478038,0.09187066,0.00674718,0.08039963,0.04504015,0.04235999,0.031739876,0.056399617,0.044010486,-0.011763518,0.06274295,0.068389624,0.048543375,0.07343566,0.017612752,0.0226209,0.046244174,0.012876094,0.056856155
72194,0.057414025,0.05456036,0.050800517,0.03609005,0.06784557,0.056641158,0.060648624,0.047121856,0.07212708,0.02349258,0.040090833,0.015291132,0.07278463,0.013342339,0.06983233,0.05316854,0.036797706,0.039256517,0.054549832,0.042687744,0.016203186,0.06470543,0.09116241,0.045112457,0.056255456,0.02206836,0.019301705,0.0622303,0.039172743,0.056159735
72195,-0.010896198,-0.031344805,-0.018427752,0.010013815,-0.047612935,-0.0030495592,0.020583889,-0.006684841,-0.029208653,-0.024907494,-0.048697155,-0.05510503,-0.011630147,-0.015426888,-0.0435399,-0.033110753,-0.02523049,-0.051400628,-0.03796795,0.018148804,-0.047616985,-0.021675596,-0.01970833,-0.041844595,-0.025236724,-0.016971694,-0.026461378,-0.015219773,-0.03957447,-0.032355648
72210,0.10414645,0.0625852,0.04088117,0.09224128,0.08245305,0.07169041,0.09192931,0.102342755,0.12546816,0.105138384,0.07903644,0.043618616,0.09645799,0.0032303175,0.08561668,0.11636376,0.095977224,0.08926368,0.07298806,0.08194078,0.05512849,0.07774899,0.09048709,0.06944936,0.12904806,0.061721157,0.059330124,0.07889184,0.08571761,0.104740955
72211,0.098176874,0.041700497,0.06583021,0.06660385,0.06713056,0.036570605,0.0765708,0.08810038,0.114434965,0.0774371,0.0708764,0.057972196,0.07770965,-0.005319038,0.08926902,0.095285006,0.085036784,0.08731612,0.06610688,0.0649795,0.03424677,0.04322807,0.07434357,0.03534708,0.112511285,0.04501161,0.06664092,0.066425934,0.027932221,0.09689787
72214,0.015447984,0.028980134,0.021824792,0.04947577,0.049980223,0.061548878,0.06253898,0.0058743483,0.040739562,0.008129532,0.010816668,0.0004512643,0.03361712,0.0007962187,0.04024031,0.038350042,0.034441292,0.024268897,0.05455472,0.018102821,0.0028289463,0.052289933,0.0472583,0.021282667,0.016421197,0.021531507,0.011719041,0.01809298,-0.0007116832,0.052892294
72234,0.10623031,0.046750423,0.06905019,0.08124021,0.088237174,0.072503366,0.08154237,0.07766203,0.11342936,0.09075142,0.09501501,0.08432286,0.07755212,0.022018358,0.08673378,0.10160924,0.11345542,0.111308694,0.10474775,0.0869979,0.069926396,0.040433563,0.10156781,0.059908587,0.10449984,0.06326937,0.08504644,0.076818295,0.036891405,0.13142146
