,bee,cat,squirrel,ant,goat,raccoon,frog,kangaroo,leopard,fish,camel,penguin,giraffe,horse,zebra,alligator,rabbit,lion,cow,tiger,elephant,sheep,turtle,dog,rhinoceros,donkey,monkey,bear,bird,deer
51988,0.018293954,0.002528379,0.0088415705,0.024242127,0.010181097,0.01667826,0.06592891,0.040632594,0.04971766,0.024670945,-0.009650301,-0.01752913,0.022468746,-0.011349909,0.022800215,0.0055124103,0.013724603,-0.0016578721,-0.0003552536,-0.013252375,0.007724416,0.007484835,0.041360024,0.021556115,0.0077131093,0.0011461802,-0.00996166,0.013461098,0.059858795,0.004366115
51989,0.023844548,0.022130208,0.024520295,0.018055206,0.013404764,0.010117334,0.028219147,0.01509132,0.023170285,0.005144777,0.015674287,0.02636715,0.03515734,-0.014741662,0.032752793,-0.0006387423,-0.00081325695,-0.015567451,0.02875313,0.00679132,-0.031493157,0.036649767,0.0368594,-0.0012634868,-0.0005957832,0.023913825,0.038371492,0.0047149598,0.06518599,0.010477587
51990,0.033509023,0.017779272,0.030454656,0.022389295,0.0069576832,0.0016325563,0.021115625,0.021619648,0.030628078,0.015208689,0.0052222535,-0.0014757168,0.05159005,-0.0062693343,0.023362538,0.0014393876,0.00966062,0.0032104899,0.013351883,0.014448482,0.0067387917,0.036482014,0.029794207,0.016046315,-0.006974701,-0.008386937,0.010924653,0.012548398,0.07305622,-0.0035148126
52007,0.021627417,0.0082701165,0.0077103577,0.029358601,0.0051593236,0.03557157,0.053303737,0.05144209,0.048909206,0.052762955,0.016041644,-0.009593573,0.01844626,-0.0041022594,-0.017736237,0.007875495,0.02444634,0.009708755,-0.0035273489,-0.025416529,0.01609083,0.015469435,0.021427622,0.019389233,0.022583105,0.002535886,-0.009415151,-0.010982383,0.045840885,-0.027730687
52008,0.018279849,0.038436547,-0.0006276931,0.037319582,0.01744584,0.0406566,0.0373299,0.034734342,0.048174262,0.017309142,0.032335076,0.0027111906,0.02205967,0.0030705633,0.04196608,0.022470208,0.0045441766,-0.0009937397,-4.8882637e-05,0.013106328,-0.004881298,0.023586148,0.054147005,0.0006889732,0.019950138,-0.0072351713,0.0016065914,0.0038412558,0.06392639,0.010623142
55930,-0.0022174332,-0.014036679,0.0019250355,0.018855814,-0.012895708,0.0047906875,0.0048685414,0.02520375,0.021502852,0.052529845,-0.012223379,-0.021711813,0.04461524,-0.0087372875,0.03414836,0.004391037,0.0168112,0.0011724461,0.023763187,-0.016136928,-0.0037998871,0.033639196,0.01673823,0.011588558,0.0012368457,0.040883843,0.0007501317,0.005930563,0.029408896,-0.008327882
55931,0.040053774,0.018607346,0.0020199649,0.019703051,0.030257605,0.04451563,0.044902682,0.039502464,0.05402531,0.052613627,0.009773227,0.00023024406,0.031874765,-0.013548988,0.015951,-0.0021389902,0.015833547,0.022100871,0.0075099315,-0.024343116,0.025631025,0.01867477,0.033557378,0.023524702,0.011839796,0.0046166405,-0.010003209,0.020419832,0.051423583,0.0024706917
55932,0.021562159,0.02951646,-0.004125964,0.044105235,0.014593113,0.04264869,0.067830384,0.04807636,0.05309449,0.025871947,-0.014649312,-0.02538141,0.021348193,-0.008724775,0.051188376,0.02585984,0.018982437,-0.002872641,0.01504651,-0.00026308963,0.013187279,0.018185323,0.048754904,0.011488442,0.0121287145,-0.0027761953,-0.0124038,-0.008842377,0.038295273,-0.006246121
55933,0.029776305,0.009445927,-9.252969e-05,0.03794022,0.033114385,0.03542882,0.037327062,0.027804673,0.03047209,0.03225857,0.0274072,0.028251065,0.026050711,0.0033043425,0.05863731,0.022019595,0.016503666,-0.017362984,0.03586398,-0.005684626,-0.02573268,0.01801449,0.046457056,0.01126374,0.0008160888,0.030823313,0.0077306204,0.008768381,0.05302912,-0.0102644665
55934,0.017618695,0.012670866,0.0047555477,0.046380732,0.01426674,0.012975379,0.03154122,0.021114236,0.04735462,0.012963367,0.03303309,-0.0075210556,0.030505598,0.0067144395,0.03827776,0.009079117,0.0055933245,0.0015564685,0.032335762,0.0021178739,-0.007606629,0.02368212,0.037865993,0.01588703,-0.01616911,-0.01055925,0.008681656,0.016146488,0.075730406,-0.00027698357
55935,-0.010160904,-0.0025904526,0.02405175,0.0020396698,0.0016950256,0.0071509196,0.011109117,0.017445756,0.02274988,-0.002645865,0.054645523,0.013818064,0.032922477,-0.0071692183,0.042072456,-0.0027085037,0.016761927,-0.0010694322,0.019383533,-0.00434888,0.00817641,0.023162374,0.04296233,0.012835124,-0.031713158,0.021690143,0.011214404,0.009371999,0.08344995,-0.0041240524
55936,0.030820755,0.024630422,0.0375549,0.017865447,-0.0093884645,0.007189308,0.027168615,0.034603924,0.04526229,0.0010407431,0.009740035,0.037634905,0.06813634,-0.0063993777,0.057612434,-0.010253635,0.008981018,-0.00047813109,0.020570463,-0.0047791125,-0.01642078,0.038792316,0.05395094,-0.0033913932,-0.022458276,0.034518626,0.023519203,0.025734767,0.08040684,0.0005099165
55937,0.02935007,0.010555646,0.0472623,-0.0053964513,-0.004661366,0.01581367,0.014159717,0.03049518,0.041467797,-0.016835101,0.03454962,0.038483836,0.070406176,-0.007821493,0.055901874,-0.0113779185,-0.0020590846,0.009806772,0.026293412,0.028891211,-0.036954056,0.036582652,0.05188215,0.02312973,0.014392364,0.03220803,0.018587643,0.0015819954,0.08087524,-0.0026421975
59924,-0.0123704495,-0.008225129,-0.016513202,0.013221898,-0.00025845258,0.0032658696,0.017706374,0.019766415,0.01806436,0.024079233,-0.0043069613,-0.00011170205,0.015562127,-0.0018452568,0.013302469,0.011921149,0.02205687,-0.004074073,0.0014220778,-0.016736507,-0.016634423,0.046939064,0.007728142,0.027957728,0.006054876,0.030600922,-0.0032034116,-0.018905595,0.061762363,-0.009529457
59925,-0.005587852,-0.0077009755,-0.03922757,0.01997737,-0.01580037,0.036655143,0.045788456,0.024546474,0.017479105,0.010854957,-0.014511573,-0.0043085627,0.023573563,-0.024224786,-0.0011465693,-0.0080717085,0.011901546,-0.011663693,6.89275e-05,-0.032455,0.006110867,0.0070576402,0.0134135075,0.0072447755,0.01970636,-0.011772214,-0.024084637,-0.011920207,0.023875015,-0.015227132
59926,-0.004288724,-0.009831822,-0.028800568,0.04203694,-0.02232746,0.02651309,0.047111835,0.024173804,0.041300382,0.015577006,-0.009930633,-0.008475705,0.008825177,-0.01232368,0.028948342,0.014167707,0.005212289,-0.015244306,-0.012173303,-0.014839844,0.013886324,0.012196948,0.041671738,0.0032567417,0.0022343586,-0.020923695,-0.028394371,-0.011615974,0.030567521,-0.007502835
59927,0.0018534003,-0.026016532,0.004219709,0.048869506,0.015941178,0.020924753,0.020560399,0.03503665,0.042154014,-0.00021645923,0.016553419,-0.012705403,0.018103201,-0.011307687,0.026889695,0.02592208,0.01289869,-0.0025909785,-0.004453608,-0.030712908,0.013937749,0.02291905,0.027357126,0.00043092668,0.004870404,-0.00013528329,-0.015560061,0.019233128,0.0315811,-0.008606206
59928,0.0016891962,0.0072381515,-0.009929317,0.072666384,0.028089082,0.0061673135,0.022463547,0.012586802,0.027143331,0.014429583,0.03459802,0.0022078755,0.04124635,0.014091919,0.07003228,0.023721471,0.0072866194,6.520996e-05,0.02605659,0.0069865645,0.004604621,-0.0015146668,0.029921181,0.022709383,0.018365944,0.008228402,0.0141780265,0.033800006,0.02927667,0.0028458647
59929,0.0023108292,0.006298501,-0.016353995,0.015421967,-0.0125965625,0.026453262,-0.00373049,0.019711463,0.008273001,-0.0112221865,0.0012840927,-0.02239836,0.048784543,0.012141322,0.06508184,0.023202956,0.016822636,0.01933904,-0.006973548,-0.023010368,-0.0069655203,-0.008924045,0.030229844,0.017387932,0.038447883,0.015847525,0.01954873,0.02632639,0.02873346,0.011671768
59930,0.016036121,0.0070972038,-0.006376058,0.027730638,-0.01360947,0.025084442,0.014095377,0.038811173,0.033594478,-0.004262568,-0.006269049,-0.014486376,0.061810955,0.020011848,0.08164086,0.014372427,0.019389382,0.013352774,0.009290882,-0.0065912674,0.0010647705,-0.005115052,0.022981925,0.025971582,0.034725104,-0.0066712536,0.025581682,0.031654533,0.04828969,0.034845427
59932,0.009324248,0.048978686,0.037546754,-0.010543442,0.015668308,0.007738204,0.01678933,0.008023095,0.022280574,-0.030662091,0.010609974,0.029852955,0.05441028,0.00023777278,0.03953407,-0.027634228,0.009176371,2.4099136e-05,-0.0033756166,0.005470337,-0.045149043,0.02291335,0.046139773,0.02618417,-0.009086184,0.0082195215,-0.017003728,-0.01306383,0.058349147,-0.017260954
59933,0.027222253,0.031344417,0.058977667,0.008403149,0.0069510625,0.03230011,0.0034304976,0.009765148,0.01935847,-0.02539158,0.031784143,0.031106,0.07399712,0.0032590225,0.07560447,-0.017954946,0.008914004,0.021317558,-0.008824913,0.02147085,-0.06333212,0.03346659,0.046914708,0.027537921,-0.034334313,0.017430553,-0.0005573053,-0.0018461421,0.055094883,-0.003954711
59947,0.011317264,-0.0047541647,0.0043271477,0.05478618,0.0003660284,0.031912774,0.026219344,0.021656454,0.041497193,0.026067415,0.029380672,-0.012699618,0.0025394459,-0.00022485557,0.01673554,0.034542132,0.017929228,-0.023779621,0.014762919,-0.009334553,0.0049028844,-0.002518326,0.058676537,0.02069013,0.01601745,-0.024870435,-0.010567096,-0.0006935031,0.047708273,-0.0013986938
59948,0.019857861,-0.0030003663,0.028465563,0.046050917,-0.001946553,-0.0002523996,-0.0011485778,0.016264519,0.053172987,0.00914451,0.031291,0.0030870282,-0.010646685,0.0055983965,0.019411616,0.042673532,0.0069756885,-0.030819595,0.0028450962,-0.0018926751,0.0016947492,-0.014220032,0.049141135,0.0051304544,0.0027135361,-0.008887784,-0.011724343,0.021579979,0.0380743,0.0055467016
59949,0.016741425,0.0034499932,-0.0019359313,0.027203992,0.014337815,-0.0024774752,0.0051273447,0.028344063,0.041653354,0.012497112,0.05286343,-0.014714832,0.024208644,0.023794731,0.03456999,0.013415714,0.007730808,0.0059641525,-0.0071275146,0.009553163,0.009823613,0.01283357,0.045582306,0.0021838045,0.016820831,-0.008725085,0.00017881782,0.027693557,0.032480508,0.036683265
59950,0.007881637,0.036100898,0.021587083,0.038968768,0.0044434257,-0.009091479,0.031694945,0.027507612,0.040468678,0.003460216,0.054072652,-0.0036279187,0.048859388,0.030683614,0.047310997,0.033303518,0.017906869,0.012040812,-0.0036960014,0.00085102225,0.011682626,0.021830343,0.05126704,0.018141856,0.027539128,0.015062887,0.0014692101,0.02835244,0.05305977,0.024761736
59951,0.02173248,0.031410202,0.001219254,0.006602892,0.013195135,0.024901891,0.02714999,0.027955426,0.025152102,0.023863843,0.0345666,0.017835489,0.03295591,0.025797442,0.03419908,0.045793623,0.010798849,-0.008439516,0.023190401,0.012845483,-0.0067737824,0.012690477,0.06569424,0.025569707,0.032268908,0.0017979272,0.0014318064,0.014397846,0.055673495,0.02353832
59952,0.023001654,0.0030828472,-0.013848024,0.006949905,0.019342193,0.026729092,0.04985716,0.021386534,0.025676155,0.039902087,0.029584786,-0.004172048,0.020192852,0.02289307,0.051765665,0.044448987,0.012430434,-0.005787656,0.015466559,-0.012157601,-0.021219948,0.011366211,0.0377158,0.029587956,0.041450653,-0.020207884,0.018204765,-0.0037665684,0.04456006,0.026118651
59953,0.031405423,0.0355321,0.011753865,0.040290896,0.009857542,0.034643326,0.024798626,0.021579353,0.060033355,0.011004407,0.020709723,0.05105492,0.055267293,0.015940493,0.06607501,0.03378115,0.015607417,0.009462215,0.0013802117,0.012068525,-0.014255551,0.028827226,0.07311577,0.047052663,0.022743866,0.013073546,0.024034617,-0.012909419,0.07097052,0.037561662
59954,0.018353628,0.03965864,0.032429125,0.034647055,0.018795019,0.038553763,0.023355717,0.018547563,0.040165123,-0.023015888,0.024569355,0.017210538,0.06122044,0.03589842,0.05204517,0.018038208,-0.0015608774,0.0016771102,0.010614682,0.0134559,0.0025217405,0.044232953,0.06672439,0.025742332,0.011165381,0.0020272702,-0.003806087,0.023226878,0.054027732,0.017533025
59955,0.03214134,0.024764484,0.021526694,0.025484605,0.009795327,-0.014376051,0.01710316,-0.0069628493,0.015032217,-0.0043420554,0.010465768,0.0012802741,0.020422373,0.03874875,0.04307063,0.0236727,-0.015174944,0.011059434,-0.0060548224,0.025544815,-0.011840175,0.03760728,0.05245191,0.024359254,0.013197042,0.007702336,0.01842823,-0.0017209662,0.0041359416,0.020598795
59956,0.036708806,0.014854635,0.0010703747,0.033503246,0.030894728,-0.029684529,0.010095436,0.029387012,0.013863347,0.019857993,0.020132666,0.025182031,0.008000492,0.04127441,0.035388894,0.025387503,0.008052402,0.022599163,-0.0033523876,0.030606493,0.009528781,0.030180804,0.023254352,0.06119181,0.007807668,0.02287597,0.03324494,-0.002520227,0.03637259,0.01387165
59972,0.002246538,-0.023099119,-0.003999749,0.029358476,0.00031155595,-0.007989209,0.010995354,-0.007021409,0.05806294,-0.005722606,0.008175365,0.0027611118,-0.019914774,-0.012501285,0.0318543,0.007982746,0.0020370677,-0.023937581,-0.013478505,-0.014271305,0.004341405,-0.009821921,0.02542428,0.01450367,0.009642151,-0.026023498,-0.017558044,-0.00988444,-0.015296427,0.014463638
59973,-0.010653549,0.009844326,0.012647518,0.023337392,-0.019946018,-0.014421863,-0.0077920887,-0.006687924,0.0295479,0.0013968945,0.012137771,0.0038725834,0.0042134332,-0.0012087397,0.03468008,0.0136647895,-0.007509418,-0.021982087,-0.013795779,-0.025830513,0.003937352,-0.009464969,0.050120145,0.025947489,0.015772322,-0.02313537,-0.029377984,-0.010112565,0.011328895,0.026257634
59974,0.017731985,-0.0020069154,0.010778177,0.012586453,0.00023471564,-0.029046481,-0.021166997,-0.0066453847,0.032330137,0.005108416,0.0134397345,0.007880087,0.02208467,0.005424218,0.022727847,0.024995873,0.003654076,-0.0055491417,0.010292786,0.00962531,-0.00028751107,0.005180361,0.061462577,0.028585074,0.016996218,0.0030909998,-0.003662428,-0.017616415,0.03500682,0.020970449
59975,0.012255165,-0.007568124,0.026635438,0.026688382,0.004910366,-0.0027213655,0.0107917385,0.012672239,0.039012138,-0.007095659,0.045018222,0.013836964,-0.00023392712,0.0062390915,0.0018342199,0.024432227,-0.0075300448,-0.010975053,0.004914306,0.015131719,-0.0020350816,0.0077308905,0.05361731,0.017054008,0.008986313,0.0013427691,-0.00932378,-0.0028312895,0.035758637,0.029671056
63955,-0.03436661,-0.030542241,-0.016847411,-0.0050134594,-0.04384928,-0.031965036,-0.037560083,-0.012427044,-0.01675149,0.0032096484,-0.022770852,-0.037045162,-0.014161524,-0.002206764,0.015449874,-0.028687516,-0.00625878,-0.055651218,-0.006521857,-0.0031178563,0.007342476,-0.015972516,-0.025519824,-0.038819194,-0.0070593245,-0.0057501397,0.0034671172,-0.0038761653,-0.018320229,-0.0069518113
63956,0.0003665512,0.002278005,0.008662231,0.0014803916,-0.030848661,0.004928746,0.011140804,0.036909852,0.012070492,0.008596749,0.028169349,-0.030784855,0.03390104,0.018044619,0.025042452,0.017735636,0.029252091,-0.0044707353,0.00035676407,0.040084437,-0.012631985,0.019681511,0.031270895,-0.0007413626,0.03791594,-0.009357541,0.0014031286,-0.011995855,0.041382965,0.0042274646
63957,0.051607598,0.026828215,0.016381897,0.0010278784,-0.021855181,0.042755928,0.010325248,0.05572541,-0.006533995,-0.010208237,-0.006600334,2.7152399e-05,-0.001504134,-0.00091756723,0.025840312,0.028780326,0.039129082,-0.0076243677,0.005413616,0.021143911,-0.017435564,0.02655372,0.010963268,-0.007778304,0.030203743,0.00707582,0.00072329,0.0003114535,0.066556744,0.024255177
63958,0.017037282,-0.0075945966,-0.032448452,-0.024666734,-0.01602826,0.01179828,-0.009016395,-0.0041943067,-0.047965426,-0.054475788,-0.008188827,-0.034188185,0.01975063,0.010063924,0.017741092,-0.022540353,-0.011646557,-0.013750266,-0.008756218,-0.023102269,0.006154888,-0.021345638,-0.00234555,-0.025192386,0.008405911,-0.021469722,0.0014616991,-0.00953067,-0.045399483,-0.0027913805
63973,-0.016445072,-0.049697924,-0.041338135,0.0156035675,-0.0113975005,0.0033400813,0.018604852,0.0005862385,0.01905456,0.0072376146,-0.0120924385,-0.065650545,-0.017672049,-0.020089576,-0.00342212,0.020113079,-0.011865817,-0.011274022,-0.010170911,-0.04318042,0.01636267,-0.023812681,0.016638575,0.0024515528,0.035232022,-0.040826946,-0.040153224,-0.003547828,-0.023342736,-0.007720674
63974,-0.003123564,-0.005278683,-0.018586976,0.05896884,-0.017728968,0.0009366584,0.028601512,0.008959338,0.034814157,0.030751297,0.023645839,-0.013445054,0.020869844,0.020759085,0.008562494,0.054325234,0.0071863085,-0.008183873,0.018354192,0.008256451,0.022231897,0.006780504,0.04149353,0.009363399,0.052371282,0.0002825223,-0.00690979,0.025716016,0.024871059,0.04606094
63979,0.049390614,0.027242735,0.021775844,0.04731166,-0.008130907,0.06472809,0.03934741,0.046083678,0.07712954,0.014638367,0.06362647,0.011929971,0.09074298,0.052313585,0.094405025,0.048126664,0.051676627,0.022980744,0.014827882,0.058738265,0.026992204,0.036320005,0.023902124,0.046480644,0.06604458,0.033567946,0.044483393,0.032160565,0.060660005,0.059275117
63980,0.054332804,0.04052699,0.033121515,0.04310927,-0.012352052,0.038082484,0.0368526,0.045752738,0.072389424,0.022575347,0.02197451,0.037578207,0.06993195,0.052524135,0.079013295,0.03742988,0.03134802,0.032787256,0.012711898,0.0559535,-0.0028554313,0.020081911,0.070159316,0.013235523,0.06682619,0.027300544,0.03074851,0.004196034,0.05669616,0.026285084
63981,0.05058053,0.012843139,0.037177302,0.032648403,0.021354713,0.015593741,0.038174838,0.015420895,0.05289197,-0.004351612,0.019926064,0.036523882,0.054076027,0.049820732,0.064534955,0.039430242,0.0275456,0.02142995,-0.0011392353,0.03232917,-0.011887398,0.039786335,0.06382196,0.024610264,0.042970512,0.030760018,0.010340088,0.0014410292,0.040799636,0.018091252
63982,0.034394152,0.019430729,0.03351201,0.0058534895,-0.0040685683,0.043334857,0.04289763,0.036995195,0.04443716,0.004357087,0.041513737,0.03438944,0.04692624,0.02360835,0.0855642,0.016555196,0.016974716,0.0148170395,0.011396725,0.022026272,-0.009122477,0.049139652,0.05155698,0.040507577,0.018061452,0.007441284,0.022081995,0.01098998,0.0873448,0.031280693
63995,0.014773172,0.0048938035,-0.014107796,0.05812275,0.026356794,0.0035284106,0.008259233,0.00058347936,0.027892366,0.014895141,0.024570763,-0.003056191,-0.002423369,0.008365955,0.013094398,0.05065692,0.015817573,-0.0034477867,0.008778578,0.008295191,0.024198918,0.014177364,0.070388064,0.038181644,0.03730241,-0.02395235,-0.02496753,-0.0047027483,0.018852836,0.012099291
63996,-0.009170281,-0.016832462,-0.013601766,0.061095387,-0.033915456,-0.0032127947,0.013294481,0.012635197,0.011269993,-0.0045813737,0.018635152,-0.016792187,-0.023680627,-0.010003834,-0.0067987232,0.036967654,0.0008566293,-0.008112527,0.008542717,-0.003769938,0.017358167,-0.012951846,0.048212353,-0.0028478075,0.035426993,-0.025882067,-0.03063496,0.011484083,0.013028341,-0.0018553467
